pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
9.92,-3.6432,-4.0191,-0.0080,0.9660,1zsf
9.82,-2.7397,-4.2264,-0.0126,0.9660,1zsr
3.40,-1.0552,-0.8037,0.0000,0.0000,220l
1.01,-1.0252,-1.0231,-0.0021,0.1680,2a31
4.52,-0.7680,-0.3574,-0.0049,0.1260,2a4m
3.93,-1.3230,-1.6883,0.0000,0.0840,2a5b
4.62,-1.5195,-1.5736,0.0000,0.0840,2a5c
3.69,-1.4201,-0.8255,-0.0006,0.0840,2a8g
2.22,-1.0292,-1.4044,0.0000,0.0000,2aac
13.00,-1.9721,-2.4692,0.0000,0.0840,2ada
5.70,-1.6259,-2.2722,-0.0070,0.3780,2adm
7.74,-1.3560,-1.4872,-0.0068,0.0420,2adu
4.77,-0.5564,-1.1664,-0.0034,0.1260,2afw
5.15,-0.8665,-1.3349,0.0000,0.0840,2afx
6.20,-1.0521,-2.2001,0.0000,0.0840,2aj8
3.72,-1.4552,-3.3394,0.0000,0.6300,2am4
4.44,-2.3736,-3.1411,-0.0007,0.7980,2amt
5.92,-1.0913,-1.6269,-0.0008,0.1260,2ans
4.89,-4.0355,-4.6918,-0.0066,1.3440,2aoc
5.66,-3.4798,-4.6066,-0.0061,1.3440,2aod
7.62,-3.5042,-4.3853,-0.0157,1.2600,2aoe
6.28,-3.4883,-4.5143,-0.0068,1.2600,2aog
9.32,-2.9609,-4.1437,0.0000,0.8400,2aqu
8.13,-0.7891,-1.3446,0.0000,0.2940,2arm
5.70,-3.2360,-4.5963,-0.0076,1.2600,2avm
8.85,-3.2586,-4.1591,0.0000,0.5040,2avo
4.39,-3.2186,-4.4201,-0.0078,1.2600,2avq
7.57,-3.5052,-4.3013,0.0000,0.5040,2avs
9.26,-3.3681,-4.0235,0.0000,0.5040,2avv
6.43,-1.2610,-3.0995,-0.0037,0.4200,2b07
4.77,-1.3807,-1.2189,0.0000,0.0840,2b4l
6.31,-1.4205,-2.2373,0.0000,0.2520,2bal
6.89,-2.6580,-3.9305,-0.0089,0.6300,2bfq
5.25,-1.4800,-2.8228,-0.0092,0.4200,2bfr
3.70,-0.9393,-1.7309,0.0000,0.0000,2bjm
5.62,-1.4696,-1.7928,-0.0001,0.3780,2bmk
3.70,-0.6401,-1.2319,0.0000,0.2940,2bmz
4.61,-0.4794,-0.8757,0.0000,0.2100,2bo4
8.52,-2.4898,-3.3877,0.0000,0.1680,2boh
5.77,-0.7382,-0.9080,0.0000,0.0840,2boj
7.67,-3.8075,-3.5755,0.0000,0.4620,2bpv
7.40,-3.1735,-3.8427,0.0000,0.5040,2bpy
7.05,-2.3597,-3.2227,0.0000,0.2520,2bq7
8.05,-3.6911,-3.7680,0.0000,0.5880,2bqv
5.14,-1.6956,-2.2286,-0.0005,0.3780,2br1
2.96,-0.7449,-0.5678,-0.0044,0.0000,2br6
5.66,-4.3076,-4.0549,-0.0013,1.2180,2bsu
6.19,-0.9057,-1.2895,0.0000,0.0840,2bt9
6.00,-1.5179,-1.8463,0.0000,0.2520,2bvd
8.55,-2.1426,-3.6602,0.0000,0.6720,2byr
9.52,-2.4869,-3.4854,0.0000,0.2520,2bys
2.80,-0.7070,-1.1930,-0.0032,0.0420,2bza
5.40,-2.5393,-2.5416,0.0000,0.2520,2c1p
6.18,-1.2152,-1.7325,-0.0080,0.0000,2c3j
5.07,-1.1704,-1.2834,-0.0005,0.0000,2c3l
2.60,-1.1175,-0.8477,0.0000,0.2100,2c4v
5.33,-2.0659,-2.4010,-0.0171,0.7140,2c80
5.68,-1.9473,-3.4739,-0.0097,0.5460,2c92
6.82,-1.9206,-3.4881,-0.0114,0.4620,2c94
6.14,-1.3929,-1.9755,-0.0104,0.3360,2c97
4.66,-1.4819,-1.6579,-0.0121,0.3780,2ca8
5.68,-1.4976,-1.6591,0.0000,0.0000,2cbu
5.48,-1.2730,-1.4022,0.0000,0.0000,2cbv
3.93,-0.9701,-2.4111,-0.0003,0.5880,2cbz
8.01,-0.7267,-1.5035,0.0000,0.0000,2cc7
7.45,-1.1312,-2.0832,0.0000,0.2100,2ccb
7.76,-0.6861,-1.5790,0.0000,0.0000,2ccc
7.25,-1.4968,-1.5730,0.0000,0.0420,2ces
4.70,-0.4313,-1.5837,0.0000,0.1680,2cex
8.10,-2.2016,-3.0199,-0.0125,0.1680,2cf8
7.82,-2.4598,-3.0773,-0.0128,0.2520,2cf9
5.52,-1.3890,-1.5715,-0.0189,0.0840,2cht
8.22,-1.8669,-3.4765,0.0000,0.2100,2cji
4.41,-1.8340,-1.5170,-0.0008,0.1680,2csn
8.15,-2.3779,-2.9934,-0.0018,0.7980,2d1n
6.89,-1.5208,-1.3769,0.0000,0.0000,2dri
4.77,-0.6452,-0.6357,0.0000,0.0000,2dua
4.70,-1.2776,-0.8950,0.0000,0.1260,2dw7
7.22,-2.4450,-4.2749,-0.0103,1.2600,2er6
5.66,-1.9841,-2.1370,-0.0039,0.0840,2erz
6.60,-5.0761,-4.0979,0.0000,1.7640,2euk
6.70,-2.1369,-2.5511,-0.0000,1.3860,2eum
6.70,-3.7392,-3.3283,0.0000,1.4700,2evl
7.94,-2.0796,-2.7921,-0.0013,0.1260,2ewa
6.10,0.0469,-1.6159,0.0000,0.2940,2ewb
4.36,0.2786,-0.4433,0.0000,0.1260,2ez7
7.54,-2.0565,-2.5295,0.0000,0.4200,2f1g
5.70,-2.3415,-3.0008,0.0000,0.3780,2f2h
6.89,-0.6684,-1.8986,-0.0001,0.2100,2f34
5.40,-0.5691,-1.6488,-0.0002,0.2520,2f35
5.17,-2.7951,-2.6593,0.0000,0.2520,2f5t
4.62,-1.5804,-2.6490,0.0000,0.2940,2f6t
7.44,-1.2405,-1.3810,-0.0162,0.0840,2f7o
6.60,-1.4443,-1.7804,-0.0191,0.2100,2f7p
10.52,-2.1635,-3.4624,-0.0043,0.5880,2f81
8.70,-2.4736,-3.4790,-0.0005,0.5880,2f8g
7.26,-0.6402,-0.6126,-0.0031,0.0420,2f8i
8.21,-1.6608,-2.3690,0.0000,0.0840,2ff1
7.34,-2.4261,-2.4783,0.0000,0.6300,2fgi
9.18,-3.8599,-4.1573,0.0000,0.5460,2fgu
6.12,-4.2155,-4.2451,0.0000,0.5460,2fgv
2.92,0.1718,-1.3069,0.0000,0.3780,2fkf
3.96,-0.6166,-1.5093,-0.0073,0.0000,2fpz
6.43,-1.1497,-2.1214,-0.0079,0.4200,2fqo
6.14,-1.4211,-2.0666,-0.0078,0.4200,2fqt
6.68,-1.6860,-2.2103,0.0000,0.0840,2fqw
7.15,-1.6601,-2.3494,-0.0077,0.0840,2fqx
6.57,-1.5568,-2.1364,-0.0020,0.0840,2fqy
8.52,-2.2307,-2.5470,-0.0003,0.2940,2fvd
2.92,-1.1080,-1.5693,0.0000,0.2100,2fw6
2.92,-1.1888,-1.5421,0.0000,0.2100,2fwp
3.70,-0.9593,-1.5260,-0.0012,0.0000,2fx6
8.15,-2.9726,-3.4500,0.0000,0.7140,2fxu
5.35,-1.6277,-2.0570,-0.0008,0.2520,2fxv
3.38,-1.5594,-1.0899,0.0000,0.2520,2fzg
3.60,-1.0938,-0.0765,0.0000,0.2940,2fzk
10.52,-2.8839,-4.5270,-0.0032,0.2520,2fzz
9.74,-2.4950,-4.3560,-0.0000,0.2940,2g00
13.00,-1.9662,-2.5011,0.0000,0.2100,2gh7
4.82,-1.5001,-1.6947,0.0000,0.0840,2gl0
6.07,-2.5195,-2.8197,-0.0140,0.5460,2gst
3.59,-1.7053,-1.9398,-0.0034,0.2520,2gsu
7.34,-1.3178,-2.6096,-0.0092,0.4200,2gv6
7.85,-1.7763,-3.2252,-0.0141,0.4620,2gv7
9.52,-2.3603,-3.0634,0.0000,0.2940,2gvj
3.90,-1.4551,-1.6356,0.0000,0.3360,2gvv
7.00,-1.0600,-1.3046,0.0000,0.1260,2gyi
4.82,-2.5499,-4.0235,-0.0003,0.7980,2gzl
6.52,-1.9104,-2.0784,0.0000,0.2520,2h4g
5.49,-1.7495,-1.9127,0.0000,0.2520,2h4k
8.70,-1.1582,-1.6468,0.0000,0.0420,2h4n
5.10,-1.0685,-1.5327,0.0000,0.1680,2h5a
5.39,-1.2991,-1.1665,0.0000,0.0840,2h6b
5.11,-2.6057,-2.8070,-0.0070,1.1760,2h6q
3.80,-1.2342,-1.7482,0.0000,0.2100,2hb1
11.35,-3.0091,-3.7540,0.0000,0.6300,2hb3
1.72,-0.3845,-0.6504,-0.0006,0.0420,2hdr
5.47,-2.2301,-3.7872,-0.0269,0.5880,2hf8
7.49,-2.4311,-3.9222,0.0000,0.5880,2hh5
8.48,-2.9803,-3.5269,-0.0004,0.5880,2hs1
8.31,-2.8609,-3.3799,-0.0018,0.5880,2hs2
3.81,-1.1219,-2.8157,0.0000,0.1680,2hu6
5.22,-0.8475,-2.4407,0.0000,0.4620,2hxm
11.40,-2.5511,-3.7516,0.0000,0.6300,2i0a
9.72,-2.2854,-2.1916,0.0000,0.0420,2i0g
7.40,-1.8305,-2.6040,-0.0176,0.3780,2i3h
7.30,-1.8532,-2.8383,-0.0111,0.2100,2i3i
5.40,-2.2076,-2.1525,0.0000,0.1680,2i80
8.49,-2.4181,-2.6565,0.0000,0.0840,2ihq
5.45,-1.9995,-2.1028,-0.0069,0.2100,2iko
7.10,-3.6247,-4.2520,-0.0047,0.5460,2il2
5.55,-1.4216,-2.9985,0.0000,0.1260,2iuz
6.43,-2.5348,-2.6333,-0.0000,0.3780,2ivu
6.00,-2.2074,-1.8863,-0.0112,0.2100,2izl
7.33,-1.9325,-3.5133,-0.0010,0.2100,2j2u
7.82,-1.7733,-3.4834,0.0000,0.2100,2j34
5.41,-2.0328,-2.2452,0.0000,0.1260,2j47
9.00,-2.5662,-3.8534,0.0000,0.4200,2j4i
6.65,-1.3582,-1.4647,0.0000,0.0420,2j75
5.96,-1.4591,-1.5575,0.0000,0.0420,2j79
6.62,-1.2177,-1.5706,0.0000,0.0420,2j7b
7.13,-1.6113,-1.9609,0.0000,0.1680,2j7d
7.32,-1.5694,-1.9053,0.0000,0.2100,2j7e
6.35,-1.5698,-1.5943,0.0000,0.0420,2j7f
7.00,-1.2846,-1.9190,0.0000,0.1260,2j7g
7.19,-1.3402,-1.2148,-0.0118,0.0420,2j7h
7.05,-3.0990,-3.6004,0.0000,0.6300,2jxr
7.52,-1.5428,-1.8948,-0.0007,0.0840,2mas
5.54,-2.7741,-3.2197,-0.0229,0.7140,2olb
8.70,-1.7900,-2.3283,0.0000,0.0840,2pcp
3.55,-0.3953,-1.3671,-0.0285,0.1680,2qwc
5.67,-1.7898,-1.8130,-0.0405,0.2520,2qwf
3.42,-1.1686,-1.6820,-0.0420,0.1680,2sim
5.89,-1.3902,-1.3573,-0.0014,0.2100,2tmn
4.15,-0.6683,-1.1312,-0.0002,0.0840,2toh
4.31,-2.0997,-1.9277,-0.0048,0.2520,2tpi
4.82,-1.1789,-0.8247,-0.0005,0.2100,2ypi
6.86,-2.7860,-2.8660,0.0000,0.5880,3aid
6.72,-2.6879,-2.8751,-0.0064,0.5460,3gst
3.60,-1.2238,0.3815,-0.0143,0.1680,3jdw
4.70,-0.8917,-0.6472,-0.0125,0.2100,3kiv
2.40,-1.1145,-0.6313,-0.0008,0.0000,3pcb
3.62,-0.9403,-0.6586,-0.0004,0.0000,3pcc
6.05,-1.0138,-0.8911,-0.0006,0.0000,3pcf
2.30,-1.3773,-0.7643,-0.0006,0.0840,3pcg
6.70,-1.2536,-1.1093,-0.0004,0.0000,3pck
3.66,-1.4277,-0.8702,-0.0002,0.0840,3pcn
8.82,-0.5797,-1.6510,0.0000,0.5880,3tlh
9.77,-1.8617,-3.0564,0.0000,0.3360,456c
6.62,-3.1774,-4.3428,-0.0000,0.8820,4er1
6.52,-4.1111,-4.7325,0.0000,0.8400,4fiv
4.32,-0.7532,-1.5111,-0.0035,0.2520,4rsk
10.33,-2.3470,-2.2220,0.0000,0.1260,4std
7.70,-3.7187,-5.0432,-0.0359,1.1760,4tmk
4.94,-1.3200,-1.2459,-0.0030,0.1260,4ts1
6.64,-1.7473,-1.5165,0.0000,0.0420,5abp
6.57,-3.5869,-4.4232,-0.0013,1.2600,5er2
7.66,-1.1256,-1.9466,0.0000,0.5880,5fiv
10.49,-3.1493,-2.6036,-0.0002,0.2100,5std
6.37,-1.2131,-1.9354,0.0000,0.3360,5tln
8.04,-2.0331,-2.8453,-0.0018,0.6720,5tmn
7.47,-3.3240,-5.4796,-0.0327,1.2600,5tmp
3.26,-1.6551,-1.1016,0.0000,0.0840,5yas
6.36,-1.2799,-1.2290,0.0000,0.0000,6abp
11.52,-2.2343,-2.3950,-0.0239,0.6300,6cpa
8.08,-1.4375,-2.0191,0.0000,0.5880,6fiv
3.21,-1.3871,-1.1151,-0.0010,0.2520,6tim
6.46,-1.6464,-1.3034,0.0000,0.0000,7abp
9.62,-4.2476,-4.6127,-0.0004,1.1340,7hvp
10.72,-2.4474,-2.1097,0.0000,0.1680,7std
8.49,-2.2948,-2.7534,0.0000,0.2520,7upj
9.28,-1.9983,-3.0397,0.0000,0.3360,830c
8.00,-1.9318,-1.5324,0.0000,0.0420,8abp
7.64,-1.9304,-2.7417,0.0000,0.3360,966c
8.00,-1.9566,-1.4721,0.0000,0.0420,9abp
