pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,gauss1_inter_3,gauss2_inter_3,repulsion_inter_3,hydrophobic_inter_3,hydrogenbonding_inter_3,gauss1_intra_3,gauss2_intra_3,repulsion_intra_3,hydrophobic_intra_3,hydrogenbonding_intra_3,gauss1_inter_4,gauss2_inter_4,repulsion_inter_4,hydrophobic_inter_4,hydrogenbonding_inter_4,gauss1_intra_4,gauss2_intra_4,repulsion_intra_4,hydrophobic_intra_4,hydrogenbonding_intra_4,gauss1_inter_5,gauss2_inter_5,repulsion_inter_5,hydrophobic_inter_5,hydrogenbonding_inter_5,gauss1_intra_5,gauss2_intra_5,repulsion_intra_5,hydrophobic_intra_5,hydrogenbonding_intra_5,gauss1_inter_6,gauss2_inter_6,repulsion_inter_6,hydrophobic_inter_6,hydrogenbonding_inter_6,gauss1_intra_6,gauss2_intra_6,repulsion_intra_6,hydrophobic_intra_6,hydrogenbonding_intra_6,gauss1_inter_7,gauss2_inter_7,repulsion_inter_7,hydrophobic_inter_7,hydrogenbonding_inter_7,gauss1_intra_7,gauss2_intra_7,repulsion_intra_7,hydrophobic_intra_7,hydrogenbonding_intra_7,gauss1_inter_8,gauss2_inter_8,repulsion_inter_8,hydrophobic_inter_8,hydrogenbonding_inter_8,gauss1_intra_8,gauss2_intra_8,repulsion_intra_8,hydrophobic_intra_8,hydrogenbonding_intra_8,gauss1_inter_9,gauss2_inter_9,repulsion_inter_9,hydrophobic_inter_9,hydrogenbonding_inter_9,gauss1_intra_9,gauss2_intra_9,repulsion_intra_9,hydrophobic_intra_9,hydrogenbonding_intra_9,nacttors,ninacttors,PDB
4.3400,130.9559,1661.5459,2.3757,35.7243,4.4787,59.4357,432.1738,1.8830,5.6964,2.7352,101.7602,1739.8932,2.0363,43.9810,1.5246,71.9165,440.1284,2.8167,7.5396,5.4438,113.0669,1825.8634,2.2963,27.6628,3.9862,58.9902,393.9650,1.7553,10.9048,2.2999,115.5308,1692.1033,2.1254,30.5828,3.5818,66.4763,419.5456,0.3908,12.7210,0.3525,116.8645,1711.4841,2.1012,28.9841,4.2815,47.7904,401.1666,1.1246,6.4716,2.0153,119.2781,1670.0204,2.3216,30.4173,3.9036,61.9067,378.0908,1.3972,8.5727,2.3604,126.3747,1835.3060,2.7844,42.0327,3.6369,49.9757,388.4652,1.6890,6.9725,1.6691,120.6174,1740.6746,2.3031,42.4044,3.8054,55.0590,309.8702,1.1190,1.5417,1.8035,119.9650,1797.3456,2.1395,35.9307,2.6512,54.7282,362.7512,1.2424,3.6738,1.9067,25.0000,2.0000,3uvx
7.7700,105.0573,1249.1635,3.3049,37.5708,4.9448,22.7432,191.3812,0.7411,0.1744,0.0000,100.7574,1230.0695,2.5965,54.8629,1.7330,25.4992,209.9871,0.3151,1.6289,0.0000,72.1552,987.7273,1.8295,32.8825,3.0544,43.6153,232.8366,0.5425,19.2499,0.0000,73.6936,831.0407,0.8939,45.3415,1.5414,31.9527,231.4226,0.5411,13.6217,0.7551,88.3596,1153.6204,1.9204,59.5496,0.0000,25.9302,198.1403,0.5585,2.3253,0.0000,83.7347,1145.0221,1.8344,25.5343,1.7578,24.4912,197.5038,0.4943,0.4300,0.0000,60.4948,1055.6643,1.6456,26.3413,2.9639,26.9646,190.8849,0.3492,2.0914,0.0000,83.7571,1138.4611,1.1787,50.2343,0.0000,25.9818,187.9747,1.1662,1.6213,0.0000,64.1038,1077.1174,2.0888,31.1491,2.3718,24.5267,191.8573,0.1837,0.9335,0.3904,8.0000,0.0000,3uw4
7.8500,120.4121,1211.0959,3.0404,46.9957,4.2151,18.1887,201.0206,1.3667,0.1055,0.6726,113.0738,1176.4583,1.9572,58.1034,0.7347,24.2012,223.7920,0.3619,0.7657,0.0000,78.0994,842.4011,0.8698,45.8375,0.7213,36.9837,221.6055,0.5281,18.3630,0.4720,77.8102,1054.0624,2.7961,50.9166,2.4461,25.5655,227.6929,0.9747,9.5830,0.5408,77.4808,1016.7403,1.7185,49.5225,0.3123,29.8667,223.7763,0.4964,10.8633,0.4913,56.0526,915.3139,1.3006,11.5793,2.6519,38.4937,237.7687,0.2971,16.8600,0.5650,72.6472,1013.9336,1.2877,31.2018,2.0446,23.8426,195.2182,0.3616,1.0563,0.3735,61.9460,783.1648,0.6664,44.9396,0.7370,35.1816,228.0179,0.3692,17.3525,0.6162,58.5038,814.6577,1.1869,36.7211,1.3456,37.5160,235.6487,0.4004,18.9936,0.6231,8.0000,0.0000,3uw5
4.4100,71.5979,684.3826,0.9038,37.6798,1.1361,0.0000,0.0000,0.0000,0.0000,0.0000,71.6469,683.6071,0.8453,30.2848,0.2053,0.0000,0.0000,0.0000,0.0000,0.0000,67.3521,677.2070,0.7218,33.9855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.5465,694.8655,2.0526,30.9106,1.1729,0.0000,0.0000,0.0000,0.0000,0.0000,56.4788,676.0176,2.5342,34.4144,2.8206,0.0000,0.0000,0.0000,0.0000,0.0000,81.1234,718.0769,2.0501,36.0022,0.1294,0.0000,0.0000,0.0000,0.0000,0.0000,78.7195,695.1142,1.7340,32.5010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71.7867,680.3599,1.3631,30.8140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.8410,663.5150,2.3622,32.1771,2.4703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3uxd
4.9300,47.6312,673.6936,1.7340,56.4597,3.8775,1.3637,5.5853,0.0000,0.0000,0.0000,47.6312,673.6936,1.7340,56.4597,3.8775,1.3637,5.5853,0.0000,0.0000,0.0000,47.6312,673.6936,1.7340,56.4597,3.8775,1.3637,5.5853,0.0000,0.0000,0.0000,47.4796,674.2463,1.7534,56.1391,3.9233,1.4814,5.5528,0.0000,0.0000,0.0000,52.5068,678.0389,1.7837,56.5805,2.8682,1.3702,5.5860,0.0000,0.0000,0.0000,43.1930,682.0620,1.2436,51.8081,2.5786,1.1217,5.5522,0.0000,0.0000,0.0000,52.0876,659.6211,1.4082,42.7183,0.0000,1.2462,5.5840,0.0000,0.0000,0.0000,50.8827,675.1614,1.6666,36.7902,0.0000,1.0226,5.5790,0.0000,0.0000,0.0000,48.1988,672.8209,1.2539,18.6713,0.0000,1.4179,5.5516,0.0000,0.0000,0.0000,1.0000,1.0000,3uxk
5.5700,46.7493,688.2752,2.1520,51.8823,3.5682,0.8274,5.7494,0.0000,0.0000,0.0000,48.5442,686.8873,2.5956,39.8647,4.4539,0.7185,5.8003,0.0000,0.0000,0.0000,43.7258,684.9152,1.7500,50.3462,2.9176,1.1879,5.0616,0.0106,0.0000,0.0000,44.1132,692.4380,0.8092,48.1923,1.4950,1.5208,4.7291,0.0131,0.0000,0.0000,48.6638,677.4927,0.9600,27.0862,0.0000,1.0809,5.5286,0.0000,0.0000,0.0000,43.1793,688.2513,1.2341,34.1142,0.0000,1.1936,4.7696,0.0895,0.0000,0.0000,37.8069,687.1696,1.5558,34.8502,0.7093,1.4486,3.9081,0.6543,0.0000,0.0000,43.0129,680.7448,2.6975,50.6208,0.1610,1.2489,4.2234,0.2493,0.0000,0.0000,47.6090,687.4872,1.4895,16.2070,0.0000,0.7829,4.5864,0.3008,0.0000,0.0000,2.0000,0.0000,3uxl
7.2200,72.3526,696.5870,1.5151,35.8572,0.2390,0.0000,0.0000,0.0000,0.0000,0.0000,65.9930,696.9720,1.2893,32.1118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71.6669,693.7034,2.2025,33.3209,0.3967,0.0000,0.0000,0.0000,0.0000,0.0000,55.1181,647.6744,1.1526,22.9085,0.8355,0.0000,0.0000,0.0000,0.0000,0.0000,67.4181,686.2255,2.1917,33.4005,0.5219,0.0000,0.0000,0.0000,0.0000,0.0000,77.1316,704.5142,2.4677,30.8938,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,53.6020,635.5556,1.4865,22.0865,0.8194,0.0000,0.0000,0.0000,0.0000,0.0000,62.7316,692.9473,2.7374,32.8996,0.7340,0.0000,0.0000,0.0000,0.0000,0.0000,70.0651,699.0208,3.3559,29.6114,1.2743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3uz5
5.5500,69.0605,575.4302,1.9048,34.6412,2.1480,0.0000,0.0000,0.0000,0.0000,0.0000,63.2224,579.5930,1.0243,35.4446,0.7450,0.0000,0.0000,0.0000,0.0000,0.0000,64.2393,576.7400,0.9250,34.8690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.6984,583.7098,1.0189,33.1020,0.1635,0.0000,0.0000,0.0000,0.0000,0.0000,55.3593,575.1196,0.6495,35.5737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.2569,567.8008,1.6689,28.5352,1.8361,0.0000,0.0000,0.0000,0.0000,0.0000,53.7649,573.2715,1.0401,29.6488,0.7011,0.0000,0.0000,0.0000,0.0000,0.0000,49.2368,583.7672,0.9304,34.4126,0.3655,0.0000,0.0000,0.0000,0.0000,0.0000,40.4172,526.6995,0.6593,24.0033,1.4464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3uzj
6.4300,118.2327,1439.0842,4.4183,0.0000,10.0393,26.9291,207.8331,0.1250,0.0000,0.4127,97.8571,1310.9426,3.4063,0.0000,6.9433,25.6369,246.6110,0.0581,0.0000,0.0000,93.4215,1341.5687,3.9314,0.0000,8.4999,29.9095,205.2172,0.6463,0.0000,0.0000,91.8416,1216.4034,4.2554,0.0000,9.5089,20.9130,192.5657,0.4336,0.0000,0.9820,92.9200,1360.7207,3.8002,0.0000,7.3101,35.3701,224.9219,0.8161,0.0000,0.0000,86.8288,1252.5542,2.2506,0.0000,5.4206,41.4830,214.9025,0.8385,0.0000,0.6721,91.6465,1212.1929,4.6859,0.0000,10.0046,30.7390,237.9960,1.5036,0.0000,0.5317,94.3102,1410.8187,2.7915,0.0000,5.0481,16.3796,200.9016,0.3033,0.0000,0.3197,88.3118,1236.7794,3.5171,0.0000,7.0500,28.2511,212.5079,0.8641,0.0000,0.9180,9.0000,3.0000,3v3l
6.6000,66.1627,1129.1145,1.3713,30.5199,1.8893,22.5952,124.6642,0.4168,9.4863,0.0000,82.8038,1161.7306,2.3611,21.9219,2.0606,25.7396,120.2898,0.5338,10.4291,0.0000,45.2037,1036.2014,0.6459,21.3794,0.8420,41.9426,128.6711,0.5176,27.9443,0.0000,57.8448,1093.2343,1.1898,28.0099,1.6285,26.9099,132.8415,0.4744,12.5901,0.0000,55.7303,1043.7828,0.8221,26.5208,1.2674,30.5439,127.9866,0.5687,18.1160,0.0000,63.2007,1099.6293,1.6774,31.7238,2.3344,21.7517,105.0838,0.4587,8.0422,0.0000,60.6866,1003.6217,1.4922,13.1043,1.8110,39.5276,127.7050,0.5929,28.1800,0.0000,67.2665,1077.0343,0.4720,31.4782,0.0000,24.6581,105.9520,0.3848,11.0523,0.0000,48.8236,947.6735,0.8873,26.9658,1.2806,38.2852,127.7689,0.4508,24.5761,0.0000,13.0000,0.0000,3v3q
8.5500,120.2096,2011.3582,2.2396,94.8680,0.9686,7.3205,100.8163,0.2356,5.2836,0.0000,136.6915,1938.9501,2.5890,78.7459,1.3748,10.0339,116.9169,0.2804,8.7202,0.0000,113.7643,2011.5750,2.5313,95.9522,0.8214,8.1107,100.2720,0.1651,5.3841,0.0000,115.4872,1987.0969,1.9747,98.4424,0.0000,6.6424,100.7295,0.8707,5.4227,0.0000,128.0599,1928.2977,1.9454,83.2620,0.0000,9.0694,115.9660,0.8579,8.1318,0.0000,126.6101,1961.7657,3.2426,79.0514,0.6215,11.3630,107.1817,1.9552,12.5393,0.0000,94.2176,1768.2513,2.7479,81.7482,0.7787,8.5239,101.3464,0.6209,6.0425,0.0000,85.5975,1733.1738,1.2943,76.1967,0.0000,6.6946,102.9231,0.8873,5.1178,0.0000,101.5813,1921.8196,3.9881,89.3682,0.0000,6.4827,102.6011,0.6000,5.0034,0.0000,5.0000,1.0000,3v51
8.9600,97.8356,1491.9839,2.4838,36.8819,2.4224,8.2592,95.1008,0.1413,2.5525,0.0000,95.4673,1447.7446,1.8011,33.7862,0.5785,8.5738,91.7331,0.1680,2.4819,0.0000,83.5357,1469.1219,1.3594,45.3560,0.2977,7.7942,87.3902,1.2482,2.4450,0.0000,84.4071,1415.3971,1.8892,33.7405,1.1340,7.8762,88.4494,1.2133,2.9257,0.0000,68.4222,1445.1239,1.3661,34.4438,0.0000,7.7143,89.4681,0.9213,2.3157,0.0000,72.2737,1256.8219,1.0795,38.0260,0.3250,9.6026,99.4838,0.9154,2.9267,0.0000,59.1479,1210.4613,0.6674,32.5851,0.0000,8.0273,91.1241,0.0286,2.0346,0.0000,64.5153,1141.0537,0.7752,32.0754,0.7201,7.9224,92.0750,0.3817,2.5156,0.0000,59.5035,1225.8679,0.6777,35.8599,0.4588,7.2452,90.5044,0.7286,2.1566,0.0000,4.0000,1.0000,3v5p
8.2200,106.9846,1739.5535,2.2935,52.8986,1.0689,17.3211,121.9783,0.1999,3.6948,0.0000,106.7311,1787.7247,3.5411,72.0335,0.7253,13.0780,126.9816,1.2337,4.0079,0.0000,90.2013,1774.2545,2.4073,58.3513,0.0000,17.3953,113.6692,0.5950,2.9906,0.0000,82.6864,1518.6096,1.0750,57.0621,0.0000,16.0360,115.3265,0.4307,2.9307,0.0000,66.1878,1259.7087,1.1944,48.8227,1.8310,19.0258,116.7978,0.1999,4.3000,0.0000,61.5682,1348.7672,0.5120,46.6907,0.3433,18.9160,121.1072,0.2098,3.4446,0.0000,60.5190,1349.6956,0.5768,43.0566,0.4367,18.5198,118.8654,0.1602,3.8282,0.0000,66.2566,1242.9121,0.3941,45.6866,0.2237,19.1213,116.1050,0.1090,4.5796,0.0000,67.9377,1333.1559,1.2213,38.7149,1.0244,22.2455,117.3794,0.8911,3.0523,0.7817,7.0000,1.0000,3v5t
5.5400,148.6948,1604.6190,5.6827,128.0311,3.2893,6.8168,52.5904,1.3615,13.3922,0.0000,148.6948,1604.6190,5.6827,128.0311,3.2893,6.8168,52.5904,1.3615,13.3922,0.0000,148.6948,1604.6190,5.6827,128.0311,3.2893,6.8168,52.5904,1.3615,13.3922,0.0000,148.6948,1604.6190,5.6827,128.0311,3.2893,6.8168,52.5904,1.3615,13.3922,0.0000,148.6948,1604.6190,5.6827,128.0311,3.2893,6.8168,52.5904,1.3615,13.3922,0.0000,148.6948,1604.6190,5.6827,128.0311,3.2893,6.8168,52.5904,1.3615,13.3922,0.0000,148.6948,1604.6190,5.6827,128.0311,3.2893,6.8168,52.5904,1.3615,13.3922,0.0000,148.6948,1604.6190,5.6827,128.0311,3.2893,6.8168,52.5904,1.3615,13.3922,0.0000,144.8840,1582.6285,9.2836,145.3228,2.9134,8.0709,51.3725,1.4374,14.1890,0.0000,2.0000,2.0000,3v78
7.2100,105.8413,1301.3287,2.4125,20.1239,3.9324,11.3074,115.8764,0.0525,9.4707,0.0000,65.9163,1206.2178,0.8764,35.7724,0.6907,11.3553,130.1871,0.0254,9.8470,0.0000,60.4125,1230.3674,0.7514,27.8446,0.5715,13.4350,130.5262,0.1283,10.1634,0.0000,72.2412,1272.1597,1.0665,24.2448,1.0135,9.1051,118.6097,0.3965,7.0968,0.0000,69.7107,1124.2257,0.8857,22.6671,1.6765,8.4949,115.0195,0.0703,6.7676,0.0000,67.0149,1262.1689,0.9271,13.6167,0.9930,15.7587,115.8551,0.4821,13.0721,0.0000,70.2508,1234.3625,1.1888,25.0043,0.1685,11.2183,128.6738,0.1405,7.9858,0.0000,67.5192,955.8498,0.6503,32.1335,0.7018,14.5833,137.2485,0.0992,10.7545,0.0000,53.2241,1183.4022,0.8330,18.7985,0.7135,12.5072,136.8835,0.2786,11.5733,0.0000,6.0000,1.0000,3v7t
8.5700,76.4301,1256.2057,1.5416,35.4420,2.6135,10.7383,77.1697,0.0285,1.8361,0.0000,81.4629,1183.0570,1.5594,23.3283,3.0212,7.0753,68.9768,0.0435,0.8149,0.0000,77.7562,1177.8448,1.4284,46.2200,1.9179,6.0045,58.3876,0.1115,0.8591,0.0000,73.9842,1176.3181,1.3260,43.9192,1.5140,5.9852,59.0249,0.0000,0.7458,0.0000,79.1090,1036.4504,1.2835,46.8338,2.0783,5.0113,60.9972,0.0000,0.5313,0.0000,69.0941,1156.9222,1.6889,21.6687,3.4668,6.1546,60.9588,0.0423,0.8393,0.0000,76.1961,1200.2349,1.2574,24.2010,1.7945,6.8711,68.2251,0.1085,0.7863,0.0000,67.9045,1086.8545,1.4660,34.2585,2.5315,5.2935,62.1244,0.0007,0.5775,0.0000,72.4031,1186.3801,1.0525,23.9435,1.0183,6.2175,69.5638,0.1932,0.5065,0.0000,7.0000,1.0000,3v7x
8.0700,73.1534,1053.6963,1.6410,45.1222,1.0408,1.1052,20.4187,0.0000,0.0000,0.0000,61.7118,1097.4473,1.3683,17.7595,1.2701,1.2181,21.8035,0.0000,0.0000,0.0000,53.7268,924.1251,2.0133,35.1690,2.8760,1.0374,21.0362,0.0000,0.0000,0.0000,50.1100,919.6520,0.6603,33.4502,1.1793,1.2186,21.8552,0.0000,0.0000,0.0000,48.7311,942.3785,0.8205,44.5043,0.0000,1.1358,20.4075,0.0000,0.0000,0.0000,52.2479,859.8373,1.6219,32.9820,2.1186,1.0579,20.9581,0.0000,0.0000,0.0000,39.2573,862.8884,0.7066,24.2838,1.7511,0.6918,20.7448,0.0000,0.0000,0.0000,51.5939,928.1307,2.0563,9.4596,2.9544,0.7729,20.2964,0.0000,0.0000,0.0000,39.3176,837.6290,1.1202,24.9640,2.1286,0.8964,19.8837,0.0000,0.0000,0.0000,2.0000,1.0000,3vbd
4.9600,85.0235,1060.2151,2.6138,30.8087,3.4925,12.9716,32.8353,0.3084,2.0637,0.8370,83.9631,1095.4998,2.3911,32.8616,2.7757,8.4741,36.7655,0.6866,1.8069,0.7421,50.3890,1008.4974,1.5854,17.0949,3.9689,11.1588,33.8807,0.6119,2.0607,1.4276,50.8893,1033.5781,1.8150,17.1022,4.3060,11.2890,33.7491,0.9067,2.4097,1.4740,53.6496,1039.8746,3.0072,17.2746,5.3287,11.2968,33.9945,0.7231,2.0000,1.3285,63.0507,1065.2993,2.0857,22.1134,3.1986,9.1814,36.5230,0.7079,1.4931,1.0000,84.6400,1063.3047,3.3892,26.9594,3.6698,9.2501,35.2967,0.5332,3.1299,0.4148,50.9217,1012.7018,1.0498,13.3021,2.7379,12.9210,32.5841,0.3185,1.7145,0.8757,56.0293,1050.9340,1.6008,11.5603,2.9706,10.6697,35.2099,0.6271,2.1951,1.3302,4.0000,1.0000,3veh
9.3400,136.5597,2236.2566,3.8336,76.2151,5.7397,26.9006,248.9290,0.4852,0.0075,0.0000,138.0063,2264.8452,4.7031,51.5112,6.4048,37.8129,288.8617,0.6889,7.2382,0.0000,111.7903,2217.8633,2.1500,57.8546,2.8844,33.7566,270.9380,0.7018,3.3491,0.0000,113.2148,2213.6653,3.4877,78.2168,3.9271,36.6486,271.4060,1.0299,0.0000,0.0000,111.4113,2214.9749,2.8930,52.5761,3.9798,36.2546,265.1122,0.8792,5.7953,0.0000,113.8571,1901.9961,1.9795,46.9576,2.5634,53.7560,333.1271,2.1365,14.9798,2.2375,137.9940,2060.8032,3.5099,56.0379,3.6205,40.6479,269.9882,1.1402,11.0799,0.0000,122.8274,2153.7520,2.9927,64.1217,2.2449,39.3406,242.5476,0.6935,7.3408,0.0000,130.2816,2123.2610,3.9979,61.0795,2.9691,40.6815,311.6391,1.7458,8.4581,1.2552,13.0000,1.0000,3vf5
9.1000,149.1863,2292.2222,3.3088,64.7984,4.0954,33.7043,288.0096,0.4777,4.1313,0.0000,135.7598,2271.6799,4.4653,57.5036,4.9227,42.3457,270.9060,0.8226,6.6308,0.0000,132.1537,2266.8657,2.4402,58.8298,3.5540,33.3963,270.0530,1.4605,3.9922,0.0996,148.9955,2260.2317,4.7997,70.7964,5.6177,29.8374,292.8393,1.6317,0.2648,0.1980,138.3017,2239.7549,3.3831,68.9544,3.4016,36.7649,271.7145,1.1992,0.0764,0.3385,136.2198,2305.2778,4.0384,63.7353,2.5935,52.4599,321.5704,1.7760,19.9558,0.0000,113.0327,2187.9448,2.0583,62.9605,3.0853,38.0366,260.8622,0.9152,4.1318,0.0000,133.2683,2205.2859,2.5289,65.9449,2.2614,42.4521,248.0581,0.9683,0.6919,0.0000,126.7405,2242.3440,2.1570,64.3924,1.8843,34.8938,257.9290,2.3341,8.0191,1.4637,13.0000,1.0000,3vf7
9.1900,138.2404,2270.8337,3.7900,64.5766,4.7380,27.9051,298.1189,0.5436,0.0000,0.0000,128.3029,2262.4338,3.2334,59.1453,2.1696,55.5904,310.9359,1.1596,21.8339,0.0750,135.0391,2281.0762,3.7612,61.3246,2.6818,42.9444,312.2577,0.4742,10.5033,0.0000,127.4436,2215.7041,3.3049,52.8201,4.3836,40.9817,279.8348,0.6001,5.5191,0.0000,128.9908,2194.1780,2.8995,70.6834,3.7943,25.6642,255.0715,0.4908,1.4695,0.0000,140.9585,2278.4753,4.7195,70.3793,3.8820,32.2783,329.6835,0.9920,0.0000,0.5330,112.1728,2204.2693,1.6971,55.9008,1.6635,45.9528,279.1399,0.9715,5.1002,0.3357,120.2559,2179.1184,3.6291,49.1627,3.2449,49.3260,309.7283,1.1442,19.1552,0.3386,121.7418,2135.4026,2.1753,60.6797,1.1172,36.0985,260.1470,1.0799,6.4193,0.8546,13.0000,1.0000,3vfa
9.0400,151.2651,2296.2212,3.9493,77.9890,3.7600,35.0294,324.1881,0.8943,0.0000,0.4552,137.3263,2291.2061,3.3651,65.9096,4.7228,26.0155,291.5646,0.4109,0.3541,0.0000,142.7457,2255.3767,4.5681,77.7602,5.3885,23.7719,260.7231,0.7941,0.2770,0.1927,129.7912,2241.7080,2.8081,57.9498,3.9523,35.5480,267.7607,1.2758,5.4978,0.1893,118.8115,2276.5076,2.1090,72.0782,1.7590,41.6872,283.2110,2.3745,4.7699,1.5796,128.5827,2180.6550,2.4699,70.9264,2.0147,40.0525,244.2764,0.7645,7.1105,0.0000,106.4174,2163.7319,1.9922,64.8717,3.2594,34.8833,268.7017,0.6954,4.0346,0.0000,133.2964,2186.3037,3.1547,69.2747,2.0486,45.1342,287.1934,2.5413,1.0621,2.3975,123.2709,2237.3982,2.6649,48.9289,2.5268,41.9836,280.7284,1.3937,8.0582,0.4530,13.0000,1.0000,3vfb
6.2400,56.6474,718.7499,1.6418,24.4038,3.2701,0.0000,0.0000,0.0000,0.0000,0.0000,56.6474,718.7499,1.6418,24.4038,3.2701,0.0000,0.0000,0.0000,0.0000,0.0000,56.6474,718.7499,1.6418,24.4038,3.2701,0.0000,0.0000,0.0000,0.0000,0.0000,50.8342,727.1107,1.4545,26.4743,1.9213,0.0000,0.0000,0.0000,0.0000,0.0000,48.8032,716.3549,1.7326,29.2791,1.2716,0.0000,0.0000,0.0000,0.0000,0.0000,40.4269,640.0449,1.5470,10.8405,2.8575,0.0000,0.0000,0.0000,0.0000,0.0000,45.9203,690.5485,0.7740,6.9470,0.3435,0.0000,0.0000,0.0000,0.0000,0.0000,54.0900,726.0745,2.7307,19.3515,1.3244,0.0000,0.0000,0.0000,0.0000,0.0000,47.7408,609.6531,2.3854,9.4019,2.3416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3vh9
7.4000,76.2424,1343.2856,1.0270,44.2954,0.9094,0.0000,0.0000,0.0000,0.0000,0.0000,84.6933,1370.4946,2.1728,31.4494,0.6172,0.0000,0.0000,0.0000,0.0000,0.0000,51.4636,1200.2020,0.4935,31.7184,0.3001,0.0000,0.0000,0.0000,0.0000,0.0000,56.3691,1211.1621,0.4944,13.9864,0.4063,0.0000,0.0000,0.0000,0.0000,0.0000,59.9584,1260.9198,1.7615,21.9335,0.9919,0.0000,0.0000,0.0000,0.0000,0.0000,55.9947,1193.4764,0.8045,15.4695,0.5610,0.0000,0.0000,0.0000,0.0000,0.0000,64.9286,1088.6764,1.1436,13.7461,0.9364,0.0000,0.0000,0.0000,0.0000,0.0000,53.3657,1099.3844,1.4581,18.7518,1.5674,0.0000,0.0000,0.0000,0.0000,0.0000,54.9867,1137.6047,1.0175,12.2752,0.6512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3vha
8.8900,86.1746,1449.0826,2.0903,55.0467,1.6451,0.0000,0.0000,0.0000,0.0000,0.0000,86.1746,1449.0826,2.0903,55.0467,1.6451,0.0000,0.0000,0.0000,0.0000,0.0000,86.1746,1449.0826,2.0903,55.0467,1.6451,0.0000,0.0000,0.0000,0.0000,0.0000,86.1746,1449.0826,2.0903,55.0467,1.6451,0.0000,0.0000,0.0000,0.0000,0.0000,86.1746,1449.0826,2.0903,55.0467,1.6451,0.0000,0.0000,0.0000,0.0000,0.0000,74.3033,1401.9830,3.4538,43.3131,0.8070,0.0000,0.0000,0.0000,0.0000,0.0000,69.1716,1353.9575,2.3102,18.9454,1.2951,0.0000,0.0000,0.0000,0.0000,0.0000,85.6898,1405.8324,3.5537,28.0449,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,69.4734,1165.0574,1.3610,14.8338,1.3190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3vhc
9.2800,79.4865,1373.6371,1.9443,52.9394,2.0450,0.0000,0.0000,0.0000,0.0000,0.0000,79.4865,1373.6371,1.9443,52.9394,2.0450,0.0000,0.0000,0.0000,0.0000,0.0000,79.4865,1373.6371,1.9443,52.9394,2.0450,0.0000,0.0000,0.0000,0.0000,0.0000,79.4865,1373.6371,1.9443,52.9394,2.0450,0.0000,0.0000,0.0000,0.0000,0.0000,79.4865,1373.6371,1.9443,52.9394,2.0450,0.0000,0.0000,0.0000,0.0000,0.0000,79.4865,1373.6371,1.9443,52.9394,2.0450,0.0000,0.0000,0.0000,0.0000,0.0000,79.4865,1373.6371,1.9443,52.9394,2.0450,0.0000,0.0000,0.0000,0.0000,0.0000,63.6647,1267.8339,2.7349,52.7763,0.8981,0.0000,0.0000,0.0000,0.0000,0.0000,65.3514,1157.5978,1.7107,42.7334,0.7724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3vhd
4.6000,92.8587,1363.0208,1.5603,73.8677,1.4694,4.8973,64.8158,0.0000,0.0000,0.0000,98.5891,1427.6302,1.9091,77.9997,0.4427,8.0674,57.3517,0.0371,1.7201,0.0000,95.8786,1336.2119,1.2114,66.5546,1.1673,4.9685,59.9002,0.0000,0.2604,0.0000,100.7873,1448.1909,2.8862,76.6196,0.6476,7.7874,60.2111,0.0073,1.5445,0.0000,85.6005,1340.7844,1.6684,51.6063,2.2802,5.7731,56.0206,0.0000,1.0000,0.0000,79.1219,1311.8656,1.3208,51.3403,1.9807,13.2567,59.8881,0.2123,5.2211,0.0000,75.1428,1348.8765,0.8371,54.5109,0.7308,6.0378,65.2434,0.0000,0.2488,0.0000,69.9814,1291.5438,0.6326,52.1362,1.0293,8.6477,74.5001,0.0690,0.2796,0.0000,82.7820,1363.8837,2.2386,56.4601,1.2334,6.4055,59.9324,0.0002,0.9829,0.0000,5.0000,1.0000,3vhk
