pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,gauss1_inter_3,gauss2_inter_3,repulsion_inter_3,hydrophobic_inter_3,hydrogenbonding_inter_3,gauss1_intra_3,gauss2_intra_3,repulsion_intra_3,hydrophobic_intra_3,hydrogenbonding_intra_3,gauss1_inter_4,gauss2_inter_4,repulsion_inter_4,hydrophobic_inter_4,hydrogenbonding_inter_4,gauss1_intra_4,gauss2_intra_4,repulsion_intra_4,hydrophobic_intra_4,hydrogenbonding_intra_4,gauss1_inter_5,gauss2_inter_5,repulsion_inter_5,hydrophobic_inter_5,hydrogenbonding_inter_5,gauss1_intra_5,gauss2_intra_5,repulsion_intra_5,hydrophobic_intra_5,hydrogenbonding_intra_5,gauss1_inter_6,gauss2_inter_6,repulsion_inter_6,hydrophobic_inter_6,hydrogenbonding_inter_6,gauss1_intra_6,gauss2_intra_6,repulsion_intra_6,hydrophobic_intra_6,hydrogenbonding_intra_6,gauss1_inter_7,gauss2_inter_7,repulsion_inter_7,hydrophobic_inter_7,hydrogenbonding_inter_7,gauss1_intra_7,gauss2_intra_7,repulsion_intra_7,hydrophobic_intra_7,hydrogenbonding_intra_7,gauss1_inter_8,gauss2_inter_8,repulsion_inter_8,hydrophobic_inter_8,hydrogenbonding_inter_8,gauss1_intra_8,gauss2_intra_8,repulsion_intra_8,hydrophobic_intra_8,hydrogenbonding_intra_8,gauss1_inter_9,gauss2_inter_9,repulsion_inter_9,hydrophobic_inter_9,hydrogenbonding_inter_9,gauss1_intra_9,gauss2_intra_9,repulsion_intra_9,hydrophobic_intra_9,hydrogenbonding_intra_9,nacttors,ninacttors,PDB
7.4200,131.7570,1888.2867,2.3489,74.9624,2.5943,34.2328,371.1307,1.1696,18.8239,0.0000,131.7570,1888.2867,2.3489,74.9624,2.5943,34.2328,371.1307,1.1696,18.8239,0.0000,131.7570,1888.2867,2.3489,74.9624,2.5943,34.2328,371.1307,1.1696,18.8239,0.0000,131.7570,1888.2867,2.3489,74.9624,2.5943,34.2328,371.1307,1.1696,18.8239,0.0000,131.7570,1888.2867,2.3489,74.9624,2.5943,34.2328,371.1307,1.1696,18.8239,0.0000,131.7570,1888.2867,2.3489,74.9624,2.5943,34.2328,371.1307,1.1696,18.8239,0.0000,131.7570,1888.2867,2.3489,74.9624,2.5943,34.2328,371.1307,1.1696,18.8239,0.0000,131.7570,1888.2867,2.3489,74.9624,2.5943,34.2328,371.1307,1.1696,18.8239,0.0000,99.7565,1774.2966,1.8166,61.5731,1.6407,23.5861,293.2956,1.8880,13.3774,0.0000,7.0000,1.0000,1t32
7.4200,69.3197,1001.7500,2.4979,20.9277,4.4463,1.7531,30.0591,0.3359,0.0000,0.0000,65.1498,962.8808,2.3873,17.5896,4.4889,1.9670,30.1588,0.1746,0.0000,0.0000,69.2379,1029.4965,1.9081,15.6296,2.8356,1.7612,30.0737,0.2817,0.0000,0.0000,69.2114,956.1931,2.1951,6.7637,2.6158,1.9563,30.0657,0.1844,0.0000,0.0000,71.5064,991.2545,1.7971,15.1784,1.6004,1.2907,30.0710,0.6826,0.0000,0.0000,54.2265,853.6890,2.5549,15.0490,3.8632,1.7871,30.0796,0.2944,0.0000,0.0000,42.0188,814.3531,1.2484,17.2980,2.2934,1.9231,30.0880,0.2239,0.0000,0.0000,52.2445,887.8452,1.9680,18.9192,1.5789,1.8516,30.0843,0.2888,0.0000,0.0000,44.4923,753.5877,1.2909,18.0170,2.2566,1.7110,30.1255,0.3062,0.0000,0.0000,2.0000,2.0000,2pou
7.4200,86.0994,1384.6982,1.0872,59.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.0994,1384.6982,1.0872,59.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.0994,1384.6982,1.0872,59.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.0994,1384.6982,1.0872,59.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.0994,1384.6982,1.0872,59.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.4723,1390.2087,2.2152,70.4067,0.9964,0.0000,0.0000,0.0000,0.0000,0.0000,87.7968,1445.3887,3.1099,53.2370,0.3113,0.0000,0.0000,0.0000,0.0000,0.0000,78.3070,1445.8920,3.9259,48.7097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7556,1407.0873,3.3940,41.8161,0.1498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2xys
7.4300,130.3425,1816.8196,5.1213,27.5470,12.8715,12.9184,131.5102,0.3740,0.0000,0.2496,134.5385,1821.2468,4.5003,34.4745,9.8846,18.3323,127.9133,0.0981,0.6434,0.0000,125.8734,1866.2218,5.2440,23.9093,10.3983,11.8731,124.3468,0.1666,0.0000,0.0000,129.6200,1866.0012,4.8621,26.7019,8.3217,20.1612,119.1012,0.2984,0.0000,0.0000,136.2167,1849.1449,5.3498,38.7620,8.4119,13.6881,119.0120,0.3887,0.0000,0.0000,125.3722,1886.3865,5.2369,26.8104,8.9153,19.0282,120.3508,1.4233,0.0000,0.7591,136.4892,1864.8022,4.6235,32.8020,5.6715,19.4355,122.8433,0.4051,0.3770,0.0000,124.4891,1865.3903,6.9841,36.9367,7.9436,22.9894,120.6202,0.1698,0.9645,0.3761,135.4873,1924.2780,7.5855,34.1797,8.6591,25.8410,110.4922,0.8546,0.8014,0.4080,16.0000,3.0000,1b5j
7.4300,151.4478,2288.0188,1.8178,59.3024,1.9172,16.2947,218.2930,0.5239,5.5844,0.0000,148.4004,2219.0427,1.4915,60.0472,2.0251,16.2141,224.7442,0.6245,5.8104,0.0000,145.1704,2251.9998,2.1295,66.4305,2.0600,19.9424,186.9491,0.5961,5.1294,0.0000,137.9697,2145.8738,1.9814,55.5878,1.8664,18.1259,213.1019,0.2973,6.8546,0.0000,129.9774,2057.4358,1.6769,56.5189,1.6723,19.2712,222.1704,0.3012,7.3133,0.0000,112.6381,1905.7163,1.0501,45.5843,0.6380,28.0154,302.0657,0.2302,8.0570,0.0000,120.3503,2017.5134,2.8316,58.1429,0.9435,24.9303,287.2275,0.1059,9.4460,0.0000,136.4074,2118.1809,2.0154,55.6321,1.0072,12.3648,184.3826,0.7713,4.3579,0.0000,111.3515,1922.9076,1.6914,42.0069,1.6826,20.7678,263.3801,0.3027,7.6361,0.0000,10.0000,2.0000,2bak
7.4300,63.7984,697.2309,3.5760,0.0000,8.4267,2.2307,8.3314,0.0062,0.0000,0.0000,63.4037,695.7234,3.3351,0.0000,8.0630,2.3509,8.2496,0.0112,0.0000,0.0000,62.9006,696.6602,3.5780,0.0000,8.3133,2.3841,8.3259,0.0124,0.0000,0.0000,66.3760,568.0127,3.0542,0.0000,7.7563,0.8960,9.6646,0.0000,0.0000,0.0000,63.2469,679.5087,2.1949,0.0000,5.0473,2.6866,7.0728,0.3586,0.0000,0.5665,69.4260,689.5268,3.0678,0.0000,5.9149,0.8488,9.8792,0.0000,0.0000,0.0000,62.9716,578.1757,3.6520,0.0000,7.5176,2.0528,9.0824,0.0000,0.0000,0.0000,61.8020,679.8798,2.5248,0.0000,4.6182,2.9755,7.4490,0.0616,0.0000,0.3316,51.2613,541.9857,2.0487,0.0000,5.9469,1.4945,9.3417,0.0000,0.0000,0.0000,3.0000,1.0000,2isw
7.4400,76.5244,749.3484,6.0688,0.0000,10.4343,0.9136,2.9825,0.0339,0.0000,0.0000,51.8230,710.5869,2.3576,0.0000,5.2979,1.0765,3.0158,0.0000,0.0000,0.0000,34.2109,567.8326,1.9010,0.0000,5.2859,1.0251,3.0344,0.0000,0.0000,0.0000,28.2946,644.5327,2.5028,0.0000,5.7872,1.0346,3.0211,0.0004,0.0000,0.0000,36.2890,542.9424,1.2204,0.0000,3.9622,2.6507,1.9865,0.0000,0.0000,0.0000,38.2187,663.7940,1.5602,0.0000,3.1682,1.0760,3.0109,0.0000,0.0000,0.0000,25.6955,562.4366,1.6629,0.0000,4.7308,2.6355,2.0344,0.0000,0.0000,0.0000,27.1214,548.4057,1.5328,0.0000,4.5577,2.6722,2.0075,0.0000,0.0000,0.0000,25.5709,593.7770,1.3230,0.0000,3.8883,0.8979,3.0396,0.0000,0.0000,0.0000,1.0000,5.0000,2f7o
7.4400,98.7561,1467.1638,4.0565,36.7201,4.9480,8.4257,114.9653,0.5785,7.6302,0.0000,90.2615,1449.3593,3.6300,36.6024,4.8616,9.1083,115.0211,0.6422,8.9742,0.0000,88.0533,1431.2411,3.2124,34.5404,4.4828,14.3215,121.5858,0.9669,10.6304,0.0000,107.7613,1364.6096,3.5265,41.8514,4.4118,8.4964,127.8434,1.0801,8.8469,0.0000,92.5737,1350.0857,2.5883,24.7387,2.6803,12.0200,107.5529,0.2611,7.3142,0.0000,96.4930,1442.2909,3.9274,25.5990,3.9017,11.1769,109.0298,1.2397,10.1878,0.0000,83.1342,1331.3225,2.2838,23.5234,2.6345,12.9542,109.3506,0.9834,10.4595,0.0000,63.8679,1077.4969,1.8012,37.1093,3.4065,14.4624,123.0825,0.4888,9.0323,0.0000,59.4107,1157.1184,0.9361,39.1663,1.0543,12.2782,112.8983,0.1160,6.9362,0.0000,7.0000,4.0000,2qbq
7.4400,149.5118,2464.9246,4.5758,68.9929,6.5805,48.9693,366.1714,1.6013,13.2946,0.0000,156.3843,2517.0596,6.6718,80.4735,5.5480,46.4006,370.4926,1.7654,10.3826,0.0000,127.3954,2498.1584,3.4060,63.4501,2.2095,54.3855,318.9903,4.8608,45.1891,1.3049,135.7455,2469.6206,2.8686,73.5603,1.8934,45.6518,313.8585,4.2994,16.1369,0.4774,139.1086,2479.5491,5.7796,74.0172,6.2397,52.5110,379.2330,5.2888,14.7467,0.0000,131.9860,2451.1250,4.1746,72.1920,2.8192,43.1637,318.8806,5.6382,31.2475,1.8752,120.4328,2410.0259,3.6790,76.4812,1.4120,42.3641,323.6189,3.3256,19.3989,0.6172,148.4187,2336.3276,5.9959,85.7570,1.7184,48.4882,313.5317,2.3228,24.0052,0.0000,127.9504,2395.6038,3.4235,73.8334,0.3487,49.2638,317.9182,2.9094,17.2105,0.0000,12.0000,0.0000,2r38
7.4400,141.8024,2140.8564,1.8009,67.3074,2.6536,17.6210,125.9218,0.1512,5.6725,0.0000,138.2412,2092.9446,1.1277,87.5525,1.0049,11.4239,135.5275,0.0878,5.6895,0.0000,143.2069,2071.0269,1.4402,72.2718,1.3539,14.1426,150.0855,0.0696,5.9963,0.0000,155.1414,2124.0210,2.3760,60.9749,2.9096,18.0342,146.6952,1.1230,7.9492,0.0000,147.4329,2014.9716,1.7514,74.7897,1.0771,12.9247,172.0821,0.2452,6.1610,0.0000,141.2550,2132.6912,2.1727,71.3831,2.3218,11.8029,122.4352,0.6664,5.7634,0.0000,138.6798,1974.9708,1.5984,70.9103,1.9451,15.9846,147.7568,0.2595,5.6652,0.0000,133.8097,1927.6501,1.5027,70.5759,1.7263,14.4903,149.0226,0.0488,6.0298,0.0000,133.8012,1978.8964,1.7514,59.6807,2.3070,13.6974,137.1953,0.1436,7.1703,0.0000,8.0000,0.0000,1ciz
7.4400,111.3408,1579.4537,4.3188,43.4483,5.6709,9.2174,133.8074,0.4585,13.7431,0.0000,106.5236,1567.3621,3.7098,36.8282,5.2129,9.8009,139.7137,0.3738,14.2029,0.0000,113.2604,1497.5807,3.0371,21.5664,5.0104,10.5956,130.2475,0.4047,14.8942,0.0000,93.1687,1601.4819,3.4583,38.6816,5.1325,9.8315,162.1539,0.7489,14.1772,0.0000,94.0055,1505.0475,2.1625,15.9101,4.4311,10.0217,153.7462,0.1162,13.2309,0.0000,92.9569,1430.8500,2.0178,29.8249,2.8838,10.0918,157.1730,0.0965,13.5748,0.0000,83.4258,1459.7515,1.2203,25.8358,2.3297,9.3829,165.3546,0.1764,14.1780,0.0000,89.4789,1375.6312,1.9386,14.2592,4.1712,10.1021,159.3971,0.4106,14.8639,0.0000,72.1948,1425.0814,1.7359,38.9877,2.8331,10.1603,235.0432,0.8840,17.5292,0.0000,6.0000,2.0000,1qb9
7.4400,118.6494,1771.5114,3.1223,30.5498,5.1574,12.9849,124.9550,0.5211,4.5522,0.0000,118.6494,1771.5114,3.1223,30.5498,5.1574,12.9849,124.9550,0.5211,4.5522,0.0000,118.6494,1771.5114,3.1223,30.5498,5.1574,12.9849,124.9550,0.5211,4.5522,0.0000,92.2247,1498.5729,2.4414,19.2597,4.4897,13.1959,170.4349,0.6300,6.0590,0.0000,89.7443,1355.7188,2.6068,38.8474,3.9763,12.9375,126.7063,0.4409,5.6453,0.0000,88.7891,1693.5299,3.1516,18.6508,3.3632,13.2602,122.4301,0.8885,5.9294,0.0000,79.7413,1562.6283,1.6047,11.8031,2.1110,13.1423,162.1248,0.3609,4.7530,0.0000,80.1801,1518.6724,2.2379,32.8040,2.5985,12.3830,124.4493,0.7369,5.4468,0.0000,91.1024,1277.9462,2.2523,54.9615,1.7106,13.2904,127.9350,0.3295,4.5677,0.0000,4.0000,2.0000,1vzq
7.4400,61.8518,1023.7657,2.1112,8.3717,5.1868,10.7735,100.5922,0.2077,0.0000,0.3076,49.9588,1140.2709,1.4693,9.0851,3.4213,9.2519,75.9811,0.3582,0.0000,0.9268,58.4619,973.5443,3.2365,4.0366,6.9755,9.3117,78.7641,0.6230,0.0000,1.2176,63.9800,1122.0018,0.7934,8.8774,1.2011,9.9750,102.4033,1.1074,0.0000,1.8915,55.0352,1093.1029,1.1423,4.8340,2.8190,11.7283,98.9032,0.3811,0.0000,0.6764,56.9077,1037.8348,2.1185,13.0578,4.1961,10.5464,103.4180,0.5323,0.0000,0.6664,57.5769,1004.5261,2.5520,7.3335,5.4343,9.7901,86.6217,0.2481,0.0000,0.3196,59.4877,1074.1782,0.8484,5.6608,1.8241,10.3115,98.9468,0.7501,0.0000,1.3673,49.9492,1070.3455,2.1862,13.3419,3.9893,10.9172,100.0665,0.4448,0.0000,0.7576,5.0000,4.0000,2oxn
7.4400,70.9574,738.6233,4.6978,0.0000,9.2270,1.2640,2.0110,0.4548,0.0000,0.0000,54.8284,720.2673,2.3060,0.0000,5.0618,1.3947,2.5243,0.0000,0.0000,0.0000,29.1149,640.8707,2.3311,0.0000,5.7260,1.5133,2.5176,0.0000,0.0000,0.0000,31.8642,574.8173,1.7063,0.0000,4.8317,1.3948,2.5250,0.0000,0.0000,0.0000,33.4689,566.9498,1.6024,0.0000,4.4907,1.2370,2.4953,0.0070,0.0000,0.0000,28.8603,538.6299,1.9865,0.0000,5.0973,2.8723,1.9236,0.0000,0.0000,0.0000,31.2089,597.1475,0.9957,0.0000,2.9238,1.5208,2.5161,0.0000,0.0000,0.0000,30.2677,615.3627,2.0638,0.0000,4.2372,1.5239,2.5111,0.0000,0.0000,0.0000,29.5911,597.8465,1.1943,0.0000,3.0801,1.5268,2.5124,0.0000,0.0000,0.0000,1.0000,5.0000,3dx0
7.4400,75.6334,1246.8345,1.6844,73.4847,2.7113,20.3328,143.1801,0.9456,14.2084,0.0000,59.5796,1162.1393,1.0438,62.3409,0.0000,24.1552,142.0751,0.2295,11.2141,0.0000,58.4398,1076.4631,1.8359,46.5252,2.7722,16.2350,144.8036,0.4523,9.2532,0.0000,45.6540,1069.4043,0.5866,39.0982,0.7601,23.2945,141.7674,0.2461,11.8943,0.0000,46.3780,1081.4539,1.0660,46.3925,0.8036,19.4903,144.2258,0.2298,9.8385,0.0000,69.4503,1082.4443,1.2249,40.3477,0.8946,16.3051,145.8002,1.0292,10.2401,0.0000,48.5990,1067.4338,0.8257,30.1845,1.4751,15.5908,146.2766,0.5286,9.7700,0.0000,53.4147,989.5892,0.9734,42.3207,1.4406,23.1243,137.8263,1.1258,14.6444,0.0000,64.3235,885.5834,1.4594,37.6125,1.7511,21.9145,142.5722,0.3974,12.1500,0.0000,4.0000,3.0000,3lbl
7.4500,117.8454,1279.1038,3.6262,65.2528,3.6022,12.6256,71.9739,1.1827,11.7417,0.0000,117.0146,1287.7992,3.8762,62.1847,3.1562,13.7655,70.2629,0.8283,11.5987,0.0000,109.4419,1252.4556,3.1102,43.4510,1.7188,14.6282,70.4792,0.2753,11.5634,0.0000,80.8214,1239.8295,3.8350,20.6046,3.4480,14.0996,71.7825,0.2139,11.6718,0.0000,72.2812,1137.3389,1.4157,16.5292,1.3201,14.4689,69.8483,0.3841,11.5714,0.0000,60.7362,1131.1019,2.2001,22.0631,2.6496,14.4639,70.6290,0.3069,11.5662,0.0000,57.9551,1123.0585,2.1377,19.2797,2.8737,13.7330,71.8439,0.2802,11.6654,0.0000,70.7146,1146.4819,1.4607,17.3911,1.1749,13.2488,72.0704,0.5412,11.6939,0.0000,96.8178,1205.2072,4.2733,37.4192,1.8460,13.7271,70.8888,0.5761,11.5902,0.0000,2.0000,1.0000,1n0s
7.4500,85.9389,969.9141,1.8279,29.1818,3.2201,15.1795,79.1711,1.1582,0.0000,1.9334,94.2832,893.0071,1.6742,19.3192,3.7264,14.7343,83.7056,0.9857,0.0000,1.5748,76.0854,978.3882,1.8307,30.1673,3.4754,14.8358,74.4463,1.1260,0.0000,1.9765,76.1200,940.3197,1.3767,30.7227,2.3099,18.6906,76.6624,1.2865,0.0000,2.5701,78.6598,896.2103,1.8890,29.9977,3.7780,10.9529,80.9202,0.7009,0.0000,1.3054,75.3056,844.7419,1.4646,23.0958,3.6069,16.9083,82.5349,1.0762,0.0000,2.0090,81.5533,876.9409,1.6339,25.5481,3.1846,13.3116,86.1870,0.5579,0.0000,1.0430,91.4047,901.1165,1.7292,18.1655,3.3408,8.3591,75.4720,0.9348,0.0000,1.5142,94.6202,892.3847,1.8225,22.5118,2.5872,7.0631,78.1434,0.8397,0.0000,1.7840,5.0000,6.0000,2ccb
7.4600,73.6549,1200.3069,2.5782,0.0000,5.6835,18.9714,77.5416,1.0577,0.0000,2.0178,79.1939,1169.9331,2.2035,0.0000,4.4435,11.5028,75.4892,1.3221,0.0000,2.4611,59.0468,1101.0986,2.2573,0.0000,6.0264,5.8158,91.9437,0.4921,0.0000,0.8165,63.7317,1014.8076,2.4682,0.0000,6.1711,10.2125,78.0677,0.2091,0.0000,0.0000,54.7719,1011.7867,2.1591,0.0000,5.0620,11.5083,86.1888,0.9486,0.0000,2.0536,63.7934,954.8325,1.2194,0.0000,3.6169,10.1399,73.3806,0.6416,0.0000,1.4966,63.7208,981.6461,1.8554,0.0000,4.6930,8.1374,71.8742,0.7718,0.0000,1.4065,58.8675,1013.0378,1.6397,0.0000,3.8901,11.2786,74.1263,0.7406,0.0000,1.5501,59.9155,997.8768,1.8066,0.0000,4.5032,12.9225,71.8613,0.7418,0.0000,1.1901,4.0000,3.0000,3kyg
7.4600,136.2233,1490.4235,2.4167,55.2198,2.4962,12.2323,75.9902,0.2797,0.0000,0.5557,118.2196,1439.6167,2.6090,51.4913,4.3186,8.3253,64.4340,0.2395,0.0000,0.0000,124.6931,1433.4493,2.3043,47.0060,3.3643,5.7803,66.5330,0.1858,0.6667,0.0000,118.8610,1407.5891,2.4135,44.0006,2.6771,8.8893,58.2339,0.2318,0.6132,0.0000,132.2104,1482.0728,3.3897,34.1847,2.9588,8.3244,72.7670,0.3986,1.0000,0.0000,113.6717,1413.8256,2.0223,39.3126,2.0745,7.1484,58.1991,0.1751,0.1729,0.0000,101.8004,1237.8224,3.6358,33.1623,5.6399,22.6006,89.5422,0.9298,1.0518,0.1991,81.1364,1159.7456,1.6959,34.8636,3.8717,16.9912,80.8728,0.3710,1.2898,0.5251,83.9165,1117.5105,2.6643,40.4508,6.2920,6.3469,65.2310,0.3568,0.9109,0.0000,9.0000,0.0000,1yei
7.4600,144.8078,1691.6582,3.0749,66.9452,3.1981,18.6496,109.3777,0.3414,5.0430,0.0000,140.4773,1608.5552,3.0204,66.2837,4.5699,9.7759,90.3283,0.1532,0.9883,0.0000,134.3690,1621.1747,3.3334,68.2834,4.6735,17.9781,83.9385,0.4607,1.3209,0.4579,138.1700,1630.7241,2.0988,63.0686,2.2990,12.5671,86.9419,0.1187,1.7808,0.0000,124.7885,1563.1639,2.5644,61.6292,3.7670,7.2537,80.2056,0.2789,1.4919,0.0000,131.0375,1565.7305,2.6682,69.7457,2.7027,6.4225,74.2183,0.1241,0.5577,0.0000,119.5435,1509.8885,1.2473,63.6841,1.5401,7.1720,82.9160,0.1278,1.8798,0.0000,111.4047,1530.3888,1.5834,65.3774,2.1357,10.0669,81.8037,0.2109,1.7893,0.0000,119.3677,1504.8296,1.4953,64.9046,1.4143,12.9662,81.9176,0.1784,3.5984,0.0000,13.0000,0.0000,1yej
7.4600,81.9199,1039.9133,2.3418,8.3192,5.2588,3.1822,56.3860,0.1362,0.0000,0.0000,67.2545,1033.5344,1.8212,6.9463,3.4194,4.8959,58.6064,0.0000,0.0000,0.0000,67.5132,962.1100,1.4074,7.5207,3.4569,4.2568,61.6708,0.0962,0.0000,0.0000,67.6889,1033.2141,1.5871,1.8699,2.5333,4.3083,63.0187,0.1486,0.0000,0.0000,62.2874,1014.0101,0.5104,7.8930,0.6567,4.5625,59.0297,0.0048,0.0000,0.0000,46.7360,964.1138,1.0267,5.0300,3.1044,3.1427,52.4033,0.0561,0.1312,0.0000,64.7763,973.9614,1.9635,7.2128,2.9103,4.2939,62.9363,0.0977,0.0000,0.0000,46.7787,932.5013,1.0818,2.5880,2.5884,4.1282,57.4101,0.0000,0.0000,0.0000,41.8892,894.0984,1.1572,5.6748,2.7300,3.9292,57.1901,0.0000,0.0000,0.0000,3.0000,1.0000,1sqo
7.4600,91.4974,1298.0007,4.7149,13.1354,10.8361,12.5210,66.8362,0.2944,0.8003,0.0000,87.8036,1404.5746,4.9925,5.7801,10.0623,18.1564,57.5442,0.2748,0.0000,0.4205,91.0791,1324.5911,5.3689,8.2901,11.1242,12.8824,69.7908,0.0546,0.2411,0.0000,90.8641,1356.2260,4.1523,9.2895,8.7252,10.3737,66.0991,0.0121,0.6430,0.0000,87.7665,1336.9153,4.4910,12.5065,9.1972,8.1746,69.7775,0.2833,0.5070,0.5732,84.4081,1332.2913,5.2096,14.4744,9.4169,18.6458,62.3959,0.1500,1.9786,0.0000,96.6898,1359.4937,3.7760,8.4870,7.1300,8.4401,67.0472,0.1934,0.0000,0.3705,84.5029,1383.9019,3.8188,9.9705,7.5519,13.9014,56.7490,0.3893,0.0000,0.3498,81.4217,1249.4541,3.1869,14.5258,7.9010,6.1744,68.1729,0.0473,0.6094,0.0000,10.0000,1.0000,3fed
7.4600,130.0546,1503.4375,3.8661,69.1953,2.4613,2.4404,52.2674,0.0380,0.8412,0.0000,126.9366,1494.4476,5.1294,63.7157,1.9663,2.5483,55.9193,0.0739,0.2905,0.0000,124.2902,1464.6287,4.3133,64.1142,0.0000,1.3724,57.8279,0.0757,1.5401,0.0000,119.2361,1489.5006,4.7065,55.2158,0.6108,1.5291,58.0641,0.0000,0.1305,0.0000,132.7016,1499.2905,5.6489,71.3766,0.0000,5.0262,53.2324,0.4637,0.9182,0.0000,127.1381,1502.5542,6.7091,67.7289,1.0894,7.5110,56.3293,0.1580,3.2398,0.0000,123.6880,1515.3416,7.3917,66.0518,2.3662,4.5580,50.9057,0.3329,0.1721,0.0000,136.7875,1498.3229,8.2924,72.9664,1.3443,5.0705,72.6785,0.3039,3.2801,0.0000,126.6403,1512.8201,7.4187,65.5551,2.4427,4.7056,52.9855,1.1613,1.0449,0.0000,6.0000,0.0000,2g71
7.4600,83.9821,1331.3608,4.2332,0.0000,7.6410,8.2082,51.0227,0.2861,0.0000,0.8655,70.9144,1263.5909,2.8755,0.0000,6.5538,9.5734,50.7314,0.3394,0.0000,0.8819,74.7084,1317.4927,3.8504,0.0000,7.2460,4.6735,50.1695,0.2873,0.0000,0.6704,93.1159,1269.1359,4.2529,0.0000,6.7180,5.7530,51.6680,0.2438,0.0000,0.7045,86.2170,1306.8804,3.8129,0.0000,6.3934,4.4111,51.3762,0.0873,0.0000,0.2844,59.7383,1192.2382,2.4255,0.0000,6.5401,5.1355,51.9840,0.0080,0.0000,0.0000,81.5338,1210.4805,3.2164,0.0000,5.9999,6.1325,50.7709,0.3000,0.0000,0.4432,70.7862,1159.0610,3.6225,0.0000,7.7513,6.8169,52.1264,0.1102,0.0000,0.0000,72.1953,1137.5564,3.2444,0.0000,6.6542,10.3692,54.6151,0.5185,0.0000,0.7328,5.0000,4.0000,2p53
7.4600,84.5714,1383.9712,2.7250,0.0000,5.7148,13.8218,80.5004,0.2586,0.0000,0.0000,71.2211,1323.4545,2.2261,0.0000,5.3629,10.6744,90.3555,0.3925,0.0000,0.0000,75.6605,1365.0939,1.9773,0.0000,3.9650,11.7765,71.0521,0.9919,0.0000,0.9338,72.3850,1335.5432,1.6960,0.0000,3.5214,7.6016,72.4409,0.2057,0.0000,0.4389,66.0101,1282.5812,2.0475,0.0000,5.2905,14.9967,85.4574,0.5901,0.0000,0.0000,73.3054,1290.4147,1.4452,0.0000,3.4427,10.8715,78.5230,0.1688,0.0000,0.1213,82.7580,1244.1783,1.5540,0.0000,3.5362,7.4023,87.7261,0.1739,0.0000,0.0000,76.7997,1272.2018,1.3138,0.0000,2.2821,13.1931,80.8497,0.1981,0.0000,0.2703,57.0527,1210.5771,1.3560,0.0000,3.7460,10.8670,66.1599,0.4336,0.0000,1.1890,4.0000,4.0000,3ocz
7.4700,169.4979,2178.1770,5.2510,45.5446,7.5596,12.7440,149.4545,0.1301,7.5909,0.0000,169.4979,2178.1770,5.2510,45.5446,7.5596,12.7440,149.4545,0.1301,7.5909,0.0000,169.4979,2178.1770,5.2510,45.5446,7.5596,12.7440,149.4545,0.1301,7.5909,0.0000,169.4979,2178.1770,5.2510,45.5446,7.5596,12.7440,149.4545,0.1301,7.5909,0.0000,169.4979,2178.1770,5.2510,45.5446,7.5596,12.7440,149.4545,0.1301,7.5909,0.0000,169.4979,2178.1770,5.2510,45.5446,7.5596,12.7440,149.4545,0.1301,7.5909,0.0000,169.4979,2178.1770,5.2510,45.5446,7.5596,12.7440,149.4545,0.1301,7.5909,0.0000,169.4979,2178.1770,5.2510,45.5446,7.5596,12.7440,149.4545,0.1301,7.5909,0.0000,162.4228,2172.8535,6.6622,44.4089,6.2672,12.0214,149.9308,0.4263,7.5551,0.0000,7.0000,3.0000,1xh4
7.4700,184.6068,2653.2891,5.7424,13.0995,11.1743,43.6339,318.0807,1.7236,0.5533,0.0000,172.6821,2468.7354,6.4018,13.5805,12.3865,45.4134,302.9118,1.9846,0.5588,0.9145,179.3107,2490.0190,6.7891,13.0929,12.7788,43.5268,275.6835,1.6783,0.5333,0.4018,166.3179,2530.9099,6.3250,14.9275,12.1028,48.1663,286.7301,1.6523,0.5613,0.2847,153.9101,2203.4653,4.7643,5.0891,11.2490,44.1274,396.7414,0.7932,1.1386,0.0000,168.1620,2481.2979,5.8175,13.5853,10.1403,42.6685,318.1857,1.6637,0.5336,0.3287,138.2382,2150.5171,5.2664,3.0183,11.3761,59.9169,469.9305,1.3796,1.2349,0.6721,157.6436,2168.3115,4.8141,0.0000,12.0212,36.7350,342.4106,0.9981,1.2878,0.0000,144.9003,2130.6313,5.2717,2.1561,11.9508,45.1673,353.0879,1.0046,0.7354,0.5527,17.0000,3.0000,5tmp
