pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,nacttors,ninacttors,PDB
4.6200,58.4812,961.0087,2.9460,0.0000,6.9909,7.8711,69.0608,0.9918,0.0000,2.3409,48.3553,869.1011,1.7398,0.0000,5.1596,8.8608,68.1067,0.5884,0.0000,1.7742,4.0000,7.0000,4ad3
8.3000,77.7092,1012.1087,0.8630,40.3487,0.7648,0.0000,0.0000,0.0000,0.0000,0.0000,81.5231,1082.9711,3.2641,49.2267,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4afg
9.5400,135.4828,1655.1160,3.5774,114.9566,2.9190,6.7798,87.6816,0.5169,6.3419,0.7017,126.5946,1620.0176,2.5104,108.0922,2.5239,5.7765,79.6292,0.5987,4.5938,0.9772,6.0000,1.0000,4afh
8.9600,131.9801,1686.7432,2.9087,91.2680,3.5439,4.7047,92.5708,0.3607,6.2449,0.0000,100.2653,1473.3131,2.3229,55.8212,2.2429,8.3684,88.9584,0.0481,6.0490,0.0000,5.0000,0.0000,4ag8
10.7000,132.1695,1747.5923,2.7198,92.0586,1.7433,4.4268,91.8184,0.6291,6.2408,0.0000,101.9845,1490.0812,2.4446,56.2377,1.9673,8.4950,87.5770,0.1192,6.3583,0.0000,5.0000,0.0000,4agc
3.6500,40.4731,616.1640,1.7486,10.1205,2.2772,3.7617,12.1903,0.1055,0.0000,0.4634,56.2774,632.1590,1.1575,19.4110,0.0000,4.2882,11.7469,0.7026,0.0000,1.0000,2.0000,1.0000,4agl
3.9800,75.1974,926.6191,1.2510,24.3619,0.0000,6.4215,51.9679,0.0612,6.6086,0.0000,69.9049,929.6664,0.7277,23.1432,0.0000,10.3228,51.0756,1.3389,5.4837,1.0000,5.0000,1.0000,4agm
3.9700,88.6867,1001.7637,1.2684,32.6934,1.1063,8.7454,70.5524,0.1154,6.1033,0.4193,94.1126,998.6345,1.4473,29.4694,1.4225,7.4561,67.9478,0.6795,6.1477,1.0000,7.0000,2.0000,4agn
4.8100,108.6557,1321.6105,1.3685,35.9838,0.5454,11.8092,94.8340,0.9984,6.1563,1.0000,107.9025,1235.1298,1.1165,34.2328,0.6471,15.2187,109.8519,1.4307,8.4816,1.0000,10.0000,1.0000,4ago
4.6900,81.8112,1137.0236,1.7761,31.2088,0.7874,11.2424,103.4626,0.4100,11.4604,0.0000,71.2371,1167.5533,1.3763,35.3794,0.0000,8.8797,112.3543,0.1641,10.4591,0.0000,9.0000,1.0000,4agp
5.0100,101.8298,1251.1007,0.8733,40.1810,0.6734,10.9712,86.5067,1.0928,7.5621,1.0000,105.3075,1176.7961,1.2353,45.7368,0.3736,8.4459,91.0853,0.2004,8.1508,0.5146,9.0000,1.0000,4agq
2.9200,68.1743,667.6475,1.4897,0.0000,1.9135,0.0000,0.0000,0.0000,0.0000,0.0000,55.8532,658.1457,2.0250,0.0000,3.0716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,4ai5
3.6600,64.8257,630.5464,1.3569,0.0000,1.9593,0.0000,0.0000,0.0000,0.0000,0.0000,46.6930,660.6842,0.9576,0.0000,1.8778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,4aia
3.8900,79.7510,905.8601,1.0750,22.9929,2.4225,4.2155,47.4438,0.0886,2.4157,0.0000,83.7097,920.2848,1.1974,18.3595,2.2728,5.4006,42.9357,0.0118,1.3930,0.0000,7.0000,0.0000,4aj4
3.6800,60.4811,971.7228,3.9590,20.6669,7.4668,9.2016,23.7753,0.2595,0.0000,0.0000,67.8052,964.8620,2.5258,26.1655,3.5408,7.5388,22.7107,0.5863,0.0000,0.0000,4.0000,0.0000,4aje
3.5500,77.4028,1092.2781,2.0771,22.4181,3.9306,7.5419,45.8555,0.1220,0.7288,0.0000,66.7054,1142.6023,2.3239,22.8477,4.8520,10.7814,41.7179,0.7206,0.7435,0.0000,6.0000,0.0000,4aji
3.8000,78.2412,1262.6464,1.7107,20.1819,2.1136,3.9765,42.9062,0.0045,1.3295,0.0000,76.4990,1284.4546,2.1036,14.3458,2.9779,3.9718,42.4751,0.0319,1.3513,0.0000,5.0000,0.0000,4ajl
7.2800,95.6962,1309.8412,1.6895,49.7701,1.2812,0.9389,9.5083,0.0000,0.0000,0.0000,95.6962,1309.8412,1.6895,49.7701,1.2812,0.9389,9.5083,0.0000,0.0000,0.0000,1.0000,0.0000,4alx
8.4000,124.7432,1681.5262,2.5767,46.2804,3.3485,7.7498,116.1581,0.0000,2.7625,0.0000,114.2698,1610.4030,2.0433,34.9709,2.1135,7.0511,116.7055,0.0005,2.3499,0.0000,3.0000,0.0000,4aoi
7.9600,115.7295,1563.5831,1.6036,46.6122,1.6832,5.9091,94.4155,0.0568,1.3978,0.0000,107.5002,1511.1814,1.8658,39.0525,1.6036,4.8136,96.8051,0.1803,1.0105,0.0000,3.0000,1.0000,4ap7
5.4000,152.9758,2710.7705,2.7685,44.7313,4.2064,52.8260,423.9388,0.5468,9.1555,0.0000,113.4956,2540.4883,3.9189,33.9953,8.3182,59.3445,477.1386,0.6608,4.7517,1.3443,22.0000,2.0000,4aph
7.1900,111.7024,1909.4789,1.9007,58.9635,2.1734,8.8027,153.1680,0.3912,6.4589,0.0000,107.1002,1943.4934,1.6873,43.1121,2.0850,8.7777,182.3886,0.2713,5.4963,0.0000,6.0000,0.0000,4app
6.1700,79.6748,755.9638,2.2390,0.0000,4.7598,4.4166,6.7168,0.0623,0.0000,0.2654,76.6357,743.8110,3.8048,0.0000,7.1837,1.9311,7.0215,0.4875,0.0000,0.9975,4.0000,2.0000,4aq4
6.0500,106.7901,1496.2234,1.7576,37.5837,2.5281,16.2879,90.4553,0.7908,3.1568,1.4761,88.5979,1570.3866,2.6149,29.0602,4.1970,11.9399,83.6000,0.1051,1.6335,0.1627,7.0000,0.0000,4ara
5.8900,107.1714,1500.1515,3.6956,48.9864,3.5613,17.0090,90.2916,1.2478,2.8416,1.6380,104.6919,1520.8384,3.0387,41.7704,3.4749,15.6297,92.0171,1.2463,2.5241,0.6496,7.0000,0.0000,4arb
7.1300,66.5522,1300.7935,1.0612,35.4307,1.5944,20.2861,88.7988,1.0274,0.0000,0.7147,64.9937,1279.8506,1.7194,28.9056,2.7884,20.0194,89.4796,0.6908,0.0000,0.5182,6.0000,1.0000,4arw
6.4000,65.5013,1042.1875,1.5670,26.1190,2.1723,5.5781,33.2033,0.1369,0.0000,0.0000,66.5774,1033.4238,1.7365,26.3790,2.4609,5.8082,32.8249,0.1865,0.0000,0.0000,2.0000,2.0000,4as6
9.2800,130.3180,1955.5471,3.5155,74.5875,3.7036,8.6204,98.7888,1.0956,8.5992,0.0000,121.8323,1951.7083,3.2994,63.6790,3.7921,8.7317,94.8451,1.4813,8.6201,0.0000,6.0000,0.0000,4asd
11.0000,130.3210,1892.0027,2.9941,63.9633,3.7207,7.8865,102.1202,0.8026,4.6139,0.0000,116.2658,1916.7590,2.6126,49.0245,0.5523,10.9631,108.3345,0.5313,4.9691,0.0000,6.0000,0.0000,4ase
7.5500,85.8965,1583.8145,0.9375,38.0390,1.0113,20.2440,122.7930,1.3232,0.0000,0.5796,74.4592,1611.9709,1.5719,31.9942,2.5129,20.8205,118.8479,1.2645,0.0000,0.5899,5.0000,0.0000,4asj
7.7400,72.0106,1073.2769,3.8703,28.8809,8.1280,6.4466,59.0311,0.4901,0.6988,0.0000,72.7141,1033.5151,3.8639,32.0279,7.7200,4.9650,57.9912,0.6292,0.6975,0.6663,5.0000,5.0000,4auy
6.9800,84.2815,1097.8364,2.7365,40.1953,5.5886,5.4399,63.6541,0.2041,0.7443,0.5718,81.0864,1106.4425,3.5935,41.2577,6.3992,3.6566,54.2215,0.2693,0.7408,0.7205,6.0000,4.0000,4av0
7.0300,83.2403,1003.7485,3.4024,18.2251,7.8597,5.1482,61.7098,0.0800,0.3674,0.3432,74.9917,983.2007,3.4834,10.7912,8.4297,4.1290,51.4577,0.0916,0.3766,0.4035,5.0000,4.0000,4av4
7.2100,96.8741,1177.4834,3.3337,51.2959,7.0115,5.7673,80.5728,0.0699,7.3707,0.3717,92.1175,1191.9564,3.9685,50.0079,8.2436,6.6169,82.6271,0.0677,7.4186,0.0000,6.0000,4.0000,4av5
7.2300,76.3589,1016.1144,3.3035,16.6428,7.8388,8.4884,51.4202,0.0426,1.5491,0.2947,65.9060,991.2774,3.2344,13.7122,7.7699,6.8758,57.0547,0.0392,1.4846,0.2659,8.0000,4.0000,4avh
7.6300,82.5809,1155.5039,3.4247,37.2681,7.9407,10.7980,72.3896,0.1633,1.9887,0.4611,84.7955,1184.7894,3.6285,35.2307,8.0044,8.9010,58.1400,0.2055,2.0486,0.4840,12.0000,4.0000,4avi
7.4400,84.1231,1256.8907,4.1914,20.1642,9.8300,11.9354,88.8919,0.4102,0.0000,0.2296,88.9051,1215.2191,4.0723,17.4448,9.6333,11.2822,94.4352,0.2714,0.0000,0.2854,7.0000,5.0000,4avj
9.5700,128.7997,1830.7554,3.1139,59.7014,5.5935,36.5651,248.6210,1.6347,8.5592,1.3381,109.4284,1706.5477,3.3098,52.5817,5.0179,44.6180,232.0090,1.4562,14.4716,1.2737,11.0000,0.0000,4ax9
3.3300,86.1049,1075.2423,2.1175,34.2778,2.1347,3.5364,21.3341,0.2955,4.2302,0.0000,81.7549,1098.7704,1.6088,39.2741,0.3257,2.6117,24.4198,0.0747,3.0418,0.0000,2.0000,1.0000,4b0b
7.3000,165.2975,2126.4058,4.2587,0.0000,7.7447,14.2705,145.1759,0.1273,0.0000,0.0000,122.7378,1903.0619,4.2356,0.0000,7.4998,15.8419,148.0623,0.5760,0.0000,1.4300,9.0000,5.0000,4b1j
7.8900,77.4262,1074.7460,1.2312,46.9103,2.3321,5.4881,46.5166,0.0699,0.7487,0.0000,84.1345,1077.0077,1.6073,34.7183,2.2788,4.0406,52.2567,0.0029,0.8848,0.0000,6.0000,1.0000,4b5d
7.0000,91.6616,1502.7388,4.7497,29.7552,8.2692,10.1340,63.9784,0.0160,2.1610,0.0000,87.1595,1513.4044,4.8784,22.6465,9.0038,9.2412,65.4896,0.0370,2.1738,0.0000,4.0000,3.0000,4b6o
7.1300,125.1306,1738.8762,6.4434,37.6392,9.0377,14.6656,90.1589,0.3672,2.6230,0.0000,125.0697,1736.2626,6.5419,37.6771,9.0799,14.6481,90.1695,0.3676,2.6238,0.0000,3.0000,3.0000,4b6p
5.8500,99.1971,1522.5391,5.6736,36.2791,8.4128,8.2019,63.0094,0.0703,1.5458,0.0000,99.3698,1523.7994,5.8770,36.4021,8.1176,8.4412,64.2198,0.0422,1.6000,0.0000,4.0000,3.0000,4b6r
6.0100,111.5795,1720.1962,5.1165,35.4412,8.8288,12.9865,89.6246,0.5086,2.5958,0.0000,111.8122,1721.6552,5.1698,35.7836,8.5310,12.6805,90.1102,0.5180,2.5850,0.0000,3.0000,3.0000,4b6s
7.2100,114.3495,1465.4624,2.5104,39.9567,1.4729,17.1510,101.5030,1.0704,14.8684,0.0000,83.0656,1374.6157,1.5394,24.4041,2.1930,17.1554,97.2410,0.2600,12.8998,0.0000,8.0000,0.0000,4b73
7.6600,119.3345,1610.1187,3.2310,36.9062,4.1889,16.4045,122.5639,0.9619,14.1448,0.5957,117.3744,1587.8544,1.5510,39.7658,1.4973,19.3902,113.1768,1.2386,14.6841,0.3691,10.0000,1.0000,4b74
4.5400,70.9677,1012.4010,0.8473,29.5331,0.6265,6.6544,34.4526,0.1038,4.8005,0.0000,57.3243,993.2562,1.0176,22.9424,1.4353,7.9374,36.1882,0.0343,4.0641,0.0000,3.0000,1.0000,4b76
7.9500,73.4947,1051.3632,2.6281,12.8434,5.1976,16.1087,57.6017,0.0945,4.6915,0.0000,73.3367,1061.8521,2.9268,12.2444,5.7041,14.4282,59.1527,0.1595,4.8794,0.0000,6.0000,1.0000,4b7j
9.6400,68.0022,1012.2159,1.9421,15.4161,4.3706,15.6200,58.1247,0.2967,5.4361,0.2589,56.4276,1044.9368,1.3226,7.4414,3.3214,17.2734,56.1946,0.1063,7.0541,0.0000,6.0000,1.0000,4b7r
8.0500,136.0775,1766.0557,6.1043,39.2131,10.7868,30.0289,315.0480,1.2180,4.3765,2.4069,124.9606,1611.0841,4.8555,44.5033,9.7253,24.0103,330.1734,0.3689,6.1245,1.0458,12.0000,3.0000,4b8y
6.1700,108.3129,1360.3208,3.5840,56.8287,4.8123,15.0910,117.8471,0.4694,4.5736,0.0000,77.0518,1161.7301,1.3783,62.4383,0.9993,13.3500,135.8075,0.4548,3.0526,0.3657,5.0000,2.0000,4b9k
4.1700,170.3847,2643.9639,2.5987,67.9044,5.4614,48.5773,437.1524,0.8139,8.6001,1.3447,150.6133,2510.7056,3.3257,56.4685,7.3632,54.8670,474.4339,1.2836,9.8718,1.4367,28.0000,1.0000,4b9w
7.6200,65.7961,1395.8730,1.1074,42.1229,1.2795,2.6894,66.2710,0.0000,0.0000,0.0000,76.6639,1289.0356,0.7318,22.3468,1.6515,4.9833,108.5507,0.0583,0.0000,0.0000,4.0000,0.0000,4dbm
5.1000,131.0430,1173.7920,7.2338,0.0000,14.9983,10.2347,107.4385,0.2985,0.0000,0.1301,105.1574,1070.0203,5.5609,0.0000,10.7915,12.7710,112.8236,0.2923,0.0000,0.4694,6.0000,3.0000,4dcs
5.0100,90.1848,1262.1184,2.2825,24.1481,4.6680,3.2693,77.9295,0.5839,2.0660,0.0000,88.4561,1284.3165,2.6087,20.1351,4.9205,4.0168,84.0574,0.5186,2.0836,0.0000,4.0000,0.0000,4dds
5.6200,96.7720,1224.8796,2.6593,26.8879,4.8300,3.1550,65.5495,0.5339,4.5365,0.0000,93.7873,1347.0746,2.7563,27.4813,2.1013,3.1508,68.1290,0.2744,4.4326,0.0000,4.0000,0.0000,4ddy
5.8900,86.2491,1231.5619,2.4542,18.0910,3.9524,4.9050,64.6469,0.1624,1.3937,0.0000,70.7635,1034.4307,2.3418,13.0089,4.9755,4.5779,66.7702,0.3207,1.9028,0.7537,3.0000,0.0000,4de0
5.9600,83.4565,1107.3901,2.2156,23.4260,3.8183,3.7237,59.2189,0.0331,1.7330,0.0000,70.1594,1126.6370,2.8127,17.0320,5.1749,3.5626,59.5837,0.3844,1.8787,0.0000,3.0000,0.0000,4de1
4.1200,84.7426,1207.0200,2.5445,22.3970,4.9180,5.9458,65.7828,0.5944,1.6852,0.0000,81.6929,1123.6223,1.8196,11.8383,3.4265,6.7615,75.1252,0.0896,1.7550,0.0000,5.0000,0.0000,4de2
5.5200,87.4403,1181.5938,3.1348,21.3698,4.8082,3.7159,50.1949,0.2990,2.0920,0.0000,85.8505,1112.4830,3.1200,22.1130,5.4252,3.7652,51.6084,0.4832,1.9518,0.0000,3.0000,0.0000,4de3
6.3100,54.7759,1213.9698,1.5196,41.4150,1.5003,2.8143,34.1681,0.0000,2.9267,0.0000,55.9667,1214.9534,1.5507,42.1591,1.4153,2.8806,34.1589,0.0000,2.9337,0.0000,1.0000,3.0000,4der
5.8500,71.2748,1196.7625,3.9561,40.3395,3.9456,1.9593,31.2147,0.0000,2.7725,0.0000,69.3619,1187.7574,3.8353,40.2400,3.8483,2.0399,31.2047,0.0000,2.7827,0.0000,1.0000,2.0000,4des
5.6800,56.6197,1214.1249,2.7057,34.2645,2.3448,3.5173,40.6396,0.4935,1.7916,0.0000,57.2640,1215.6117,2.7595,34.3068,2.3305,3.5010,40.6428,0.4766,1.7794,0.0000,1.0000,4.0000,4det
5.6400,69.5187,1170.2260,3.5233,32.5204,4.9450,2.4910,38.8753,0.0000,2.6056,0.0000,66.7322,1162.3542,3.1168,32.4070,4.3915,2.4924,38.8734,0.0000,2.6084,0.0000,1.0000,3.0000,4deu
7.0000,57.1139,1231.0507,3.1553,38.5667,0.7954,2.6071,39.3786,0.0000,2.0392,0.0000,56.0829,1220.6860,3.0890,38.1342,0.8139,2.6787,39.3600,0.0000,2.0548,0.0000,1.0000,4.0000,4dew
7.4600,63.9926,1009.3673,0.8899,30.8937,1.4098,4.3529,51.9641,0.0652,0.0000,0.0000,65.0587,1061.2096,0.9808,23.9723,1.1191,4.4877,51.7927,0.0094,0.0000,0.0000,3.0000,0.0000,4dff
11.7400,140.2640,2316.3743,3.6152,68.0058,5.0458,33.4599,305.0237,0.3945,0.7444,0.0000,152.7394,2284.9241,4.5368,64.7346,5.7393,28.5467,309.4817,0.5115,0.4889,0.0000,15.0000,1.0000,4dfg
4.4800,48.3244,659.4382,0.6598,6.9282,1.2913,0.6792,26.1837,0.0000,0.0000,0.0000,46.0951,562.8018,0.9920,11.1223,2.2497,0.7469,25.6193,0.0000,0.0000,0.0000,2.0000,0.0000,4dhl
11.5200,128.9292,2172.1946,1.7043,69.0339,1.1357,53.0897,263.5964,1.3028,0.0000,0.8274,123.2328,2168.7920,2.9682,50.3379,2.3265,65.5563,282.7245,1.1490,26.8276,0.0000,17.0000,1.0000,4djo
10.5500,137.5560,2101.9773,2.1539,55.2438,3.2445,38.8050,229.3348,0.5688,7.3754,0.0000,130.6949,2127.0745,3.5581,66.7116,2.3426,65.4694,273.5811,1.0247,20.2046,0.1234,17.0000,1.0000,4djp
10.3200,125.0243,2173.5498,3.3504,49.8080,3.7887,59.7831,276.1218,0.9305,22.4996,0.0000,140.0462,2079.7302,2.5139,49.6358,3.6092,42.3423,252.8416,0.8492,1.0600,0.0000,16.0000,1.0000,4djq
11.5200,126.6872,2133.8264,3.4614,59.3712,3.5971,34.8337,293.0331,0.7756,10.9817,0.0000,109.6055,2100.3083,2.1465,56.2019,2.3798,42.6106,290.9181,1.0098,21.0186,0.0000,14.0000,1.0000,4djr
5.4400,64.7148,981.8896,1.6814,69.9541,2.8091,9.4731,52.9355,0.6254,9.6039,0.0000,58.9378,984.2117,0.7919,71.8820,0.0000,10.1486,52.7774,0.6156,9.9430,0.0000,2.0000,1.0000,4dju
6.7200,94.1894,1433.2026,2.4628,60.3663,3.2129,11.4546,133.1753,0.4948,13.5396,0.0000,68.2391,1325.1748,1.4216,50.7119,3.0043,11.7662,130.8317,0.4661,13.3036,0.0000,4.0000,1.0000,4djv
6.2800,68.3471,1263.3131,1.3691,52.5203,2.7420,10.1072,109.6188,0.5923,10.6117,0.0000,65.5971,1184.8678,1.2461,65.0870,2.4142,10.3173,107.7152,0.6823,11.1446,0.0000,3.0000,1.0000,4djw
7.2300,70.8193,1231.8243,1.1511,40.6814,1.8953,9.1777,92.5692,0.2255,6.5736,0.0000,70.7634,1137.6360,0.8107,53.7700,0.7129,10.2970,78.2064,0.2553,5.4905,0.0000,3.0000,1.0000,4djx
2.9600,57.4935,692.5559,0.8449,17.0935,1.1654,5.3367,8.5033,0.1142,0.0000,0.0000,59.6557,663.3230,0.8927,19.4838,1.2212,4.1448,9.3014,0.1446,0.0000,0.0000,2.0000,1.0000,4dst
2.8200,37.9630,512.0980,0.4696,26.4723,0.7687,0.0000,0.0000,0.0000,0.0000,0.0000,38.1339,518.1762,0.2031,24.8272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4dsu
4.4300,49.3811,637.7286,0.9927,18.0354,1.8554,1.4479,27.7710,0.0000,2.7545,0.0000,37.2438,694.3056,0.4960,15.5874,0.8879,1.1927,27.2140,0.0000,2.7140,0.0000,2.0000,0.0000,4dsy
5.1800,104.9478,1551.7955,2.0022,27.8388,2.1972,4.7749,79.2383,1.4311,0.0000,0.0000,116.6978,1562.5876,2.1461,26.8172,1.1449,4.5038,83.2147,1.3973,0.0000,0.0000,6.0000,0.0000,4duh
9.2400,126.9885,1672.1384,3.4388,68.4084,4.0853,23.8247,151.7705,0.2377,19.1792,0.0000,123.7091,1670.7140,2.5719,72.3891,4.2616,15.7175,106.4104,0.5135,6.9201,0.0000,12.0000,1.0000,4dv8
4.4000,127.0589,2384.9651,2.9105,0.0000,5.1390,31.5981,368.1306,0.5493,0.0000,0.2298,124.9255,2368.9805,3.5863,0.0000,7.2366,29.5193,331.2430,1.5550,0.0000,0.7987,12.0000,5.0000,4dy6
7.4800,86.7354,949.2164,3.4458,22.5725,6.6744,7.9718,22.7601,0.1108,2.0000,0.0000,74.3790,947.0439,2.0968,18.6090,4.3329,8.9283,22.1810,0.7774,2.0000,0.2559,4.0000,0.0000,4e0w
7.1200,84.6574,945.3422,4.0387,20.9381,8.3008,7.1950,23.0669,0.2039,2.0000,0.0000,65.9705,971.4994,2.5425,26.6996,5.0593,8.6284,23.1532,0.1913,2.0000,0.0000,4.0000,0.0000,4e0x
4.9700,46.1543,572.9142,1.5310,22.6096,2.4859,0.3043,4.3547,0.0000,0.0000,0.0000,46.6923,570.2598,1.6629,22.8870,2.5064,0.2994,4.3665,0.0000,0.0000,0.0000,1.0000,1.0000,4e3g
7.0500,43.7647,535.1891,0.6495,20.5071,1.4752,0.0000,0.0000,0.0000,0.0000,0.0000,43.0808,537.9152,0.6393,20.4822,1.4622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4e3h
5.1100,38.2883,571.2191,0.7153,28.9221,1.5873,0.0000,0.0000,0.0000,0.0000,0.0000,38.3433,565.6229,0.6071,28.7067,1.4490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4e49
8.7700,90.6042,1446.1290,1.0786,17.9999,1.9898,5.5224,58.7328,0.5605,4.7524,0.0000,101.8953,1456.2495,2.4546,23.2319,1.0527,6.3650,66.5476,0.7390,4.6676,0.0000,2.0000,0.0000,4e4l
9.0500,85.4770,1482.5143,1.1712,20.9227,1.8366,7.5648,67.6630,0.2876,4.3206,0.0000,79.0589,1395.6809,1.6642,18.8244,2.4842,7.6895,76.6009,0.3554,3.3840,0.0000,4.0000,0.0000,4e4n
7.6600,114.9339,1598.3361,2.3369,19.8921,2.3195,9.1226,79.9080,0.3997,6.9118,0.0000,109.2541,1600.0831,3.1960,19.7418,1.3164,14.4029,87.9566,2.1945,7.5248,0.0000,3.0000,0.0000,4e5w
6.4800,153.2823,2151.3059,2.2784,91.5176,3.3750,55.7721,454.4498,2.0253,2.0258,3.6300,142.1339,2053.9790,2.7485,83.4042,4.5650,58.4174,535.3951,3.2346,4.1633,4.0383,22.0000,1.0000,4e67
8.9200,94.1550,1420.4048,1.8521,19.0336,1.6434,4.6170,63.4138,0.0439,3.1938,0.0000,78.6608,1419.8801,1.8413,16.6925,1.7019,6.2790,68.3262,0.4330,1.0189,0.0000,2.0000,0.0000,4e6d
8.3600,89.6378,1506.9954,0.7770,23.6892,0.6097,6.2824,70.8664,0.3502,5.1555,0.0000,94.5218,1494.3225,1.4853,23.1792,1.1845,6.0236,67.0901,0.3183,4.4687,0.0000,3.0000,0.0000,4e6q
7.7000,139.2281,2057.7139,3.7178,57.0966,5.8449,20.4225,215.9236,0.4970,8.4518,0.0000,146.0291,1853.4062,3.2196,59.6831,5.8463,26.0457,264.7825,1.3877,12.7700,0.0000,10.0000,2.0000,4e7r
5.2400,167.7485,2617.5645,5.0233,32.9205,9.5328,76.1780,585.8867,4.0035,19.0968,2.4567,164.5837,2826.5591,5.4710,52.3370,6.4156,86.2668,673.0271,5.1426,11.2020,2.4579,25.0000,2.0000,4e81
5.8200,61.4302,1243.0798,1.4102,60.8893,0.5975,9.1431,43.1736,0.4389,8.3231,0.0000,59.2418,1245.3007,1.2912,61.7007,0.5343,8.4053,42.1799,0.5037,8.1823,0.0000,6.0000,0.0000,4e9u
6.4400,81.8620,1395.2780,1.0649,100.0553,0.5953,22.1974,111.3998,0.3095,26.0357,0.0000,80.7040,1400.5944,1.2732,96.4822,0.6024,22.9607,109.4985,0.0985,22.8357,0.0000,9.0000,0.0000,4ea1
6.4400,92.9984,1446.8397,2.2047,102.2266,1.0782,24.1176,97.4397,0.3194,25.3237,0.0000,89.8162,1439.2610,1.3573,91.9861,0.5955,22.2851,98.5072,0.1854,23.4310,0.0000,9.0000,0.0000,4ea2
8.0000,74.5052,1214.7434,1.5443,20.2462,1.1299,5.6210,33.4668,0.1720,6.0000,0.0000,65.6244,1202.0444,1.6522,16.9919,1.0654,5.6242,33.4482,0.1585,6.0000,0.0000,1.0000,0.0000,4ehz
8.7400,69.2364,1259.1730,1.4700,24.6379,2.4042,5.4636,41.7680,0.5279,8.2914,0.0000,68.6515,1238.8105,1.4887,21.2181,0.9617,5.3660,40.9553,0.4895,8.6169,0.0000,1.0000,1.0000,4ei4
4.4200,102.5728,1328.7410,4.0371,0.0000,4.3754,6.9133,53.8232,0.0580,0.0000,0.0000,88.1678,1322.9154,2.9616,0.0000,3.8540,4.3838,63.4101,0.3224,0.0000,0.0000,3.0000,3.0000,4ek9
3.5200,126.4584,1618.6362,3.8551,19.3396,7.9427,7.1267,75.3914,0.1482,1.3810,0.3806,104.7415,1609.8583,5.8163,20.3463,7.8829,6.6671,72.3824,0.8789,1.4252,1.4864,5.0000,4.0000,4eky
4.4900,96.7747,1574.1624,2.6129,12.1701,6.3064,7.7124,68.2309,0.0773,2.0000,0.3068,88.9909,1563.1162,2.8118,13.1719,5.6591,7.1945,67.3704,0.3670,1.8036,0.8502,4.0000,4.0000,4el0
5.3700,115.2889,1376.8735,4.4036,11.5904,8.2401,5.2673,54.4728,0.2333,0.0000,0.6154,94.4977,1361.0928,7.1123,11.2081,8.3181,4.7790,54.0719,0.9927,0.0000,1.4637,2.0000,4.0000,4el5
5.5200,36.5386,736.3896,1.7006,13.1453,4.2752,4.4597,10.1528,0.2930,0.0000,0.7633,45.5103,728.3446,2.0184,12.4224,4.3529,1.5558,12.6168,0.4862,0.0000,0.9961,3.0000,2.0000,4en4
8.7000,71.7380,1122.6072,1.2382,67.1134,1.6589,18.9718,110.4323,0.6896,6.5414,0.0000,57.9854,1155.0490,2.2819,54.2251,1.4711,20.2056,106.2785,0.5955,6.4150,0.0000,6.0000,0.0000,4eo6
8.1500,71.8143,1113.8696,1.3143,65.2538,1.9812,18.9797,109.4258,0.5897,2.9862,0.0000,52.2827,1065.2610,0.8888,34.8634,0.5626,19.6597,108.4898,0.5254,3.0040,0.0000,6.0000,0.0000,4eo8
4.3000,33.5380,727.5514,0.6884,0.0000,1.9669,0.0000,0.0000,0.0000,0.0000,0.0000,33.7322,713.8816,0.8917,0.0000,2.2562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4eoh
3.4700,67.9420,1183.5369,1.3926,37.5557,2.2688,7.8641,77.1891,0.0895,0.1466,0.0000,68.5736,1134.8079,1.5336,37.1662,2.7042,7.3297,76.9746,0.0794,0.2736,0.0000,4.0000,0.0000,4epy
9.4000,87.0606,1346.5428,0.5393,69.5872,0.0000,24.7035,186.1819,1.4878,27.9249,0.0000,72.1464,1437.6256,0.9826,56.7455,0.3505,30.9741,184.2041,2.9914,33.3248,0.2547,7.0000,1.0000,4erf
5.0500,78.2942,559.5576,2.3453,22.8060,2.1729,2.8972,1.2493,0.0300,0.0000,0.2468,70.4181,542.8351,3.2948,27.3682,4.1144,0.7181,1.9358,0.0000,0.0000,0.0000,3.0000,1.0000,4euo
6.7000,80.3911,1151.8784,2.9063,17.1443,7.0406,23.7357,87.9186,1.4701,0.0000,3.8482,79.5318,1181.0930,2.7455,12.5089,6.9150,21.3554,95.0044,1.1018,0.0000,2.9758,9.0000,3.0000,4ewn
