pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,nacttors,ninacttors,PDB
7.1600,71.6674,710.4131,2.8340,8.2632,5.6929,2.2474,4.5464,0.0016,0.0000,0.0000,64.5413,738.0685,1.6366,11.1572,1.3392,3.2793,4.5467,0.0351,0.0000,0.0000,4.0000,2.0000,3f3d
7.1600,121.3226,1467.9780,2.6917,51.8284,5.0212,15.8470,134.3542,0.2431,11.7150,0.6243,125.6520,1456.0845,3.0191,54.7861,5.3253,15.2031,143.2052,0.0514,11.3348,0.0000,10.0000,4.0000,1f0u
7.1700,117.8410,1507.2379,0.6639,52.8741,0.2505,6.5466,78.3071,0.4507,0.5894,0.0000,119.1898,1484.6027,0.8325,49.8093,0.2824,10.5380,89.6815,0.4592,1.0641,0.0000,10.0000,3.0000,2doo
7.1700,88.2807,1236.0818,2.2929,61.4440,2.0519,20.8366,139.5868,0.5918,22.2420,0.0000,89.4799,1172.9270,1.8797,63.5118,1.5019,20.5278,136.4147,0.5767,21.8286,0.0000,5.0000,3.0000,2i6b
7.1700,94.5810,1257.9705,3.6093,12.8550,6.9002,7.1606,67.9665,0.2722,4.4190,0.7453,91.0157,1164.7775,3.1621,18.5348,5.9321,12.3202,76.1490,0.6741,6.8431,0.0000,4.0000,2.0000,1o2h
7.1700,102.7229,1415.3442,2.9022,38.1345,5.5467,8.9252,99.4173,0.0571,4.9338,0.0000,95.9902,1428.6973,2.2923,31.9831,4.7211,11.1668,105.8067,0.1384,4.8258,0.0000,6.0000,3.0000,1g36
7.1800,125.0550,2132.6477,2.9037,62.4329,4.2330,31.9379,252.1506,0.9075,12.3317,0.0000,127.3098,2137.5090,2.8411,62.2081,4.0985,30.5029,249.9026,0.9433,12.3513,0.0000,10.0000,6.0000,2q63
7.1800,87.7685,1416.2634,1.0948,59.5958,1.3038,7.0102,117.9673,0.2919,1.5337,0.0000,95.8951,1346.9183,1.7442,66.6565,0.8538,6.1061,96.5913,0.2730,1.5673,0.0000,4.0000,1.0000,2xj2
7.1900,76.5137,760.5951,3.0617,2.3176,6.0256,4.8374,7.6325,0.1066,0.0000,0.0000,78.1347,768.8843,4.7091,2.6508,7.5551,0.9061,11.9794,0.0000,0.0000,0.0000,3.0000,1.0000,1hsl
7.1900,115.6161,1932.1931,1.9644,134.4459,2.8695,3.3515,74.3430,0.2983,8.4548,0.0000,125.6906,1921.9722,4.1976,146.3987,1.5608,5.9635,82.6467,1.0280,13.4046,0.0000,3.0000,5.0000,1fcx
7.1900,64.9279,1145.1404,0.4255,55.4364,0.0000,10.6935,93.7895,0.0651,7.1117,0.0000,61.2731,1127.8230,0.5371,56.3626,0.2942,11.6440,97.8383,0.1032,7.5095,0.0000,5.0000,2.0000,1q7a
7.1900,76.6702,1065.2854,1.8518,18.8206,3.8747,3.6284,32.9495,0.0430,0.0000,0.2499,76.5815,1126.7329,1.8352,16.4741,3.6350,3.2847,31.2056,0.0000,0.0000,0.0000,4.0000,1.0000,3f19
7.1900,63.6495,694.9721,3.2051,0.0000,6.7367,0.6863,2.1763,0.0000,0.0000,0.0000,52.1958,701.1386,3.5992,0.0000,7.9048,0.5956,2.3218,0.0000,0.0000,0.0000,1.0000,3.0000,2j7h
7.1900,85.9539,966.0706,2.5658,9.5227,5.7502,3.1284,36.8476,0.2392,0.1398,0.6986,74.8775,923.6517,2.6347,6.9622,5.6929,2.9130,37.4020,0.1615,0.0000,0.5742,2.0000,2.0000,1gi4
7.1900,75.8386,1345.6213,2.8930,0.0000,6.7186,8.2544,59.9575,0.3034,0.0000,1.0080,77.1762,1303.2261,3.8354,0.0000,9.0487,3.7864,68.2806,0.0761,0.0000,0.0000,5.0000,2.0000,1me7
7.1900,76.6027,1308.1259,3.2890,0.0000,8.5969,5.4638,68.1590,0.0622,0.0000,0.0000,73.6648,1335.1823,2.7028,0.0000,6.5357,8.5749,60.5086,0.2681,0.0000,0.9289,5.0000,2.0000,1me8
7.1900,118.6366,2134.7009,5.2539,10.7869,7.4218,67.1284,400.7538,3.7099,0.0000,6.2558,149.7443,2166.0928,5.2181,4.0037,7.8555,67.6493,416.3508,4.9031,0.0000,5.0965,14.0000,16.0000,3nsn
7.2000,140.4597,1727.6702,8.4944,11.5866,17.0799,18.8073,145.9426,1.1876,0.1052,0.0000,112.7363,1729.7687,8.7809,9.3682,12.9288,20.6400,139.8320,0.9940,1.5230,0.5080,9.0000,1.0000,2pqb
7.2000,108.7647,997.3803,3.1491,44.0837,2.5317,5.6466,37.0645,0.3588,0.0000,0.0000,87.7740,1067.0190,1.7629,16.2462,2.0616,7.9302,41.4511,0.2272,0.0000,0.0000,4.0000,0.0000,3c79
7.2000,94.8487,1403.2856,3.0666,13.1538,6.1586,18.4993,174.8020,0.3965,3.0000,0.0000,78.4344,1374.3755,2.6876,3.7166,7.1492,22.2129,204.3752,0.7121,2.7972,0.0000,11.0000,3.0000,3k2f
7.2000,90.4390,1120.6165,1.2699,49.0763,1.6314,3.5923,47.9017,0.0012,0.9930,0.0000,90.8254,1113.5516,1.1949,46.9264,1.6214,3.1538,48.2228,0.0000,0.9272,0.0000,9.0000,2.0000,3mz6
7.2100,80.0125,979.1152,1.5857,21.9556,3.2967,3.3196,29.6781,0.2890,0.0000,0.6383,82.9040,1034.3805,2.4923,21.8338,3.8167,4.0392,28.8002,0.0452,0.0000,0.2980,4.0000,1.0000,3f1a
7.2100,50.7023,585.8284,2.5508,0.0000,4.4740,0.2818,2.2901,0.0000,0.0000,0.0000,50.6025,596.5046,1.6133,0.0000,2.9557,0.2616,2.2941,0.0000,0.0000,0.0000,1.0000,1.0000,3s77
7.2200,63.5505,833.5465,0.4815,53.0096,0.7446,4.5292,20.0111,0.0678,4.5391,0.0000,72.8664,843.7761,1.2057,50.1374,0.8340,4.6094,20.3368,0.0178,4.4847,0.0000,7.0000,1.0000,3cyz
7.2200,122.3298,1509.6228,2.6578,134.9784,1.8853,17.4078,61.7525,0.0363,28.3520,0.0000,119.6586,1469.2118,1.5649,124.8037,1.1428,18.3472,53.7695,0.2153,24.3751,0.4908,16.0000,2.0000,3dzt
7.2200,59.3502,638.2731,1.4064,0.0000,2.6414,2.3022,1.1112,0.4170,0.0000,0.0000,59.4274,636.9333,1.4192,0.0000,2.6670,2.2665,1.0953,0.4521,0.0000,0.0000,2.0000,3.0000,1sw2
7.2200,97.5356,1479.1382,4.3392,46.8917,4.5558,16.8138,107.1586,1.1061,1.0927,0.5609,80.8063,1312.3407,2.4020,32.3279,3.8870,15.6593,96.2077,0.4807,3.1731,0.1779,5.0000,1.0000,3m96
7.2200,160.3863,2668.6165,4.1780,84.6794,9.6166,78.3911,513.9003,1.5295,13.2506,2.8221,164.9731,2697.7864,4.1166,82.9208,8.1293,62.6640,532.2758,2.4081,14.3771,2.9823,29.0000,2.0000,1gvx
7.2200,48.7164,543.5295,2.3416,3.3640,4.9123,1.1785,4.9697,0.0000,0.0000,0.0000,44.1674,531.7292,1.3702,4.5787,3.3608,2.3654,4.0720,0.0000,0.0000,0.0000,3.0000,3.0000,1lan
7.2200,56.4130,802.0560,1.9891,0.0121,4.6764,0.3570,5.5496,0.3149,0.0000,0.8017,93.7761,905.0007,4.1847,14.3304,4.0893,1.0071,5.1255,0.0000,0.0000,0.0000,1.0000,4.0000,2epn
7.2200,158.1868,2487.9651,3.8081,71.4325,8.0428,101.1902,734.9959,2.5915,11.9922,4.7940,167.0395,2788.0591,5.0367,75.4601,9.8856,79.8757,484.7564,1.1792,3.5203,2.2715,29.0000,2.0000,2er6
7.2200,158.8192,2348.0955,5.6181,56.7072,8.3556,48.3515,297.5694,1.5521,14.0569,2.4848,139.3266,2294.5168,4.3740,58.5790,7.7311,54.8815,281.6400,1.3246,16.9469,1.8904,22.0000,13.0000,2h6t
7.2200,75.0328,1247.9551,1.5021,31.8727,2.0974,4.3055,35.3813,0.0987,0.3453,0.2525,69.4339,1223.5095,1.6122,27.2630,1.6676,4.9389,36.1970,0.1818,0.0957,0.0000,1.0000,1.0000,3k99
7.2200,118.0381,1470.1936,2.3525,51.6721,3.3466,17.1297,175.5903,0.8594,3.9631,0.0000,86.5416,1483.5920,2.1673,44.5704,1.7320,16.4098,174.2056,0.3238,5.9596,0.0000,7.0000,2.0000,3m35
7.2300,69.1390,956.5405,2.4374,17.1384,5.0105,10.9987,57.4808,0.5256,8.9467,0.9523,67.1393,935.3781,2.3778,35.8383,4.5352,9.6107,53.4765,0.3558,5.6786,0.5995,7.0000,5.0000,3f8e
7.2400,123.6847,1235.8555,1.7316,43.3653,1.4578,10.2875,100.6008,0.5760,5.5729,0.0000,112.9610,1211.1643,1.7154,40.0073,0.9146,8.0809,107.4114,0.1974,5.3720,0.0000,4.0000,0.0000,3o84
7.2400,100.2355,1600.2734,2.0909,42.4832,3.8457,12.9031,111.8849,0.3965,4.9653,0.0000,87.7753,1397.6921,1.9044,25.6532,3.6875,15.6411,133.9520,0.7364,7.6359,0.0000,4.0000,1.0000,1oyt
7.2400,81.9621,1076.3313,2.1624,37.6064,4.5935,9.9901,106.0165,0.1328,0.7270,0.0000,86.7903,1083.5139,2.4388,37.7775,4.6973,10.1231,107.1806,0.1998,0.8055,0.0000,7.0000,1.0000,3ikg
7.2400,146.7665,1706.5063,2.5287,70.0357,3.4443,32.2959,201.7648,0.9626,7.1619,0.0000,140.5405,1667.7202,2.4796,65.0908,3.7705,26.5206,202.2778,0.9567,8.2461,0.0000,11.0000,4.0000,1g2l
7.2400,39.6397,752.3155,0.3840,17.6133,0.5994,0.0000,0.0000,0.0000,0.0000,0.0000,40.0736,753.8442,0.2540,17.7428,0.3317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1y4z
7.2400,113.3247,1889.5742,2.9840,60.8823,4.2834,38.9585,202.5711,0.6467,4.5708,0.0000,109.0804,1881.9421,2.7544,54.4731,3.3392,43.4811,194.6197,0.5219,12.2044,0.1095,13.0000,2.0000,2psv
7.2400,98.7217,1263.8149,0.8873,53.5150,0.3344,10.5626,119.7537,0.4580,7.1829,0.0000,88.1555,1198.5438,1.5232,53.2063,1.5433,18.8186,109.2534,0.2142,8.6973,0.0000,7.0000,1.0000,3n3g
7.2500,119.2763,1557.1737,4.5665,20.7895,10.9748,12.2707,91.8789,0.0239,0.0000,0.0000,121.0567,1621.7361,4.3723,30.8136,6.8460,20.3063,81.2568,0.5190,0.3580,0.9130,13.0000,4.0000,1jet
7.2500,83.6078,976.1980,5.8093,0.0000,8.3431,0.6117,4.8319,0.4934,0.0000,1.0000,42.9112,896.5405,1.5760,0.0000,3.9388,1.2886,4.7200,0.1112,0.0000,0.4763,1.0000,4.0000,2ces
7.2500,232.3138,3247.3975,5.7861,58.6125,9.1300,63.8347,465.8230,2.1746,1.1213,1.8278,216.7197,3305.5432,4.6599,53.9779,5.5896,75.0206,559.6525,2.6688,5.0039,2.8319,24.0000,5.0000,2qbw
7.2500,121.2264,1882.9414,2.2295,63.8641,3.1181,9.0993,97.0258,1.5406,8.5606,0.0000,110.5697,1824.7386,1.9735,63.3651,2.9067,9.7156,108.3212,1.6910,8.6943,0.0000,6.0000,1.0000,3gcs
7.2500,94.3900,1442.3553,2.7351,53.8815,2.9728,12.1107,123.0948,0.6083,2.4657,0.0000,97.0838,1360.3215,2.8926,58.1256,2.9726,16.8297,166.1230,1.1946,4.6225,0.0000,6.0000,2.0000,2ole
7.2600,125.7849,1922.6230,3.9323,36.9411,8.6432,74.7956,425.5444,2.2585,6.8889,4.8360,124.4791,1889.7397,3.3393,34.8836,7.2367,71.3549,503.9585,2.6937,4.8500,5.2683,24.0000,2.0000,3ifo
7.2600,68.1436,856.2891,0.9998,64.3083,0.2007,1.4445,23.9622,0.0000,0.2119,0.0000,51.9555,830.8842,0.6018,38.4689,0.6742,14.5172,13.2152,0.0854,11.9464,0.0000,5.0000,1.0000,3cz1
7.2600,95.0466,1740.6577,2.1748,13.3010,4.9891,20.1835,112.7987,0.8538,2.2865,0.9191,100.6451,1538.0049,1.9003,36.9545,4.9052,10.8350,132.0771,0.1209,0.4255,0.0000,9.0000,3.0000,1dhi
7.2600,140.4186,2077.5684,4.3075,75.4468,4.2840,21.2516,238.6389,1.3163,6.5057,0.2340,138.7929,2071.3730,5.9611,83.2707,5.1080,24.0896,246.9233,1.0638,7.6680,0.2713,8.0000,8.0000,1mrx
7.2600,102.3428,1496.7211,4.2458,36.2477,5.5478,7.6900,68.0490,0.3795,0.3911,0.0000,99.0074,1521.9144,3.0759,47.8694,2.0943,7.4317,66.0514,0.2226,0.3669,0.0000,3.0000,1.0000,2qzr
7.2600,129.6544,1207.5298,4.5578,22.6766,8.0291,2.7093,24.9206,0.0093,0.0000,0.0000,106.6739,1167.5017,2.8533,23.2708,3.3501,4.9358,22.3989,0.0893,0.0000,0.0000,3.0000,3.0000,3gc5
7.2700,68.2685,1379.1414,0.9827,80.3319,1.9764,31.2336,110.0006,0.0856,48.5709,0.0000,71.5490,1394.3379,0.5317,84.8041,0.7683,32.2913,97.7164,0.3122,53.9431,0.0000,14.0000,1.0000,1fdq
7.2800,85.7608,1427.5808,3.1973,1.1307,6.9708,13.0524,86.5203,0.3833,0.0000,0.5502,85.4813,1463.6279,3.7540,7.2768,4.8453,15.9697,86.1202,0.4017,0.0000,0.2433,4.0000,2.0000,3a6t
7.2800,140.8465,1973.6479,5.2609,44.7498,11.5384,14.8569,149.7798,0.5296,0.0000,0.4532,141.0189,2054.8015,3.4982,43.1416,5.7863,20.9112,139.0513,1.0647,0.5416,0.8297,15.0000,3.0000,1b40
7.2800,81.6498,819.4211,2.0791,42.3106,3.3709,1.4840,8.4062,0.0000,0.0000,0.0000,75.5581,818.7889,3.5455,46.9892,3.5125,3.6464,5.0774,0.4317,0.0000,0.0000,2.0000,1.0000,2pql
7.2800,59.4511,755.1460,1.6566,34.3492,2.5055,0.2107,12.6734,0.0000,0.0000,0.0000,43.7011,766.8544,1.1415,41.1924,2.0697,0.2258,12.6561,0.0000,0.0000,0.0000,1.0000,1.0000,2qoa
7.2800,102.2051,1336.9928,1.8469,55.9220,3.1585,0.0000,0.0000,0.0000,0.0000,0.0000,102.8649,1327.9193,1.2171,53.3205,1.5684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,3fl5
7.2800,79.9106,689.3428,3.1398,0.0000,3.9663,0.0000,0.0000,0.0000,0.0000,0.0000,80.3892,694.2512,3.1258,0.0000,2.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3o7u
7.2800,126.1282,2182.6189,2.5866,97.3671,4.7998,40.7699,292.8614,0.8840,7.8719,0.4064,125.7001,2169.5452,2.6350,93.2312,5.1899,41.4980,295.3081,0.8254,8.2088,0.2646,15.0000,7.0000,1hii
7.2800,89.6914,988.7676,5.4677,0.0000,7.5067,0.3619,5.1524,0.4901,0.0000,1.0000,55.4162,828.4071,2.8682,0.0000,5.2103,0.3697,5.1597,0.4727,0.0000,0.9822,1.0000,4.0000,2ceq
7.2800,118.9739,2196.6709,2.6470,69.0648,2.6789,38.1878,265.4406,0.4602,9.9953,0.0000,122.1887,2138.2673,2.2865,85.9365,0.3621,36.9306,263.8545,0.7789,4.4248,0.6393,12.0000,2.0000,2qhz
7.2900,111.1810,1768.4170,2.7328,26.8600,6.9773,28.4556,229.4672,0.7204,8.6214,0.5700,109.1567,1746.0612,4.9728,36.7331,9.4740,30.7545,226.4867,1.1326,12.8671,1.0467,13.0000,5.0000,3ccz
7.3000,63.7882,1118.2850,1.5846,31.6628,3.5843,8.1373,46.8015,0.0181,2.8201,0.1918,63.2877,1114.5995,1.8006,31.1242,4.0943,7.8845,46.9194,0.0229,2.8003,0.0936,4.0000,4.0000,2uxi
7.3000,87.4979,1334.2089,1.5336,63.5930,2.0613,13.2888,134.1381,1.3262,7.8257,1.0000,84.1201,1284.3064,1.5452,62.3136,0.0000,11.4138,137.2795,0.7991,8.6225,0.6424,5.0000,3.0000,3p5o
7.3000,66.1951,790.5454,2.6638,21.1778,3.0221,2.7777,1.4340,0.8292,0.0000,0.0000,69.4063,790.1753,3.6026,22.4549,3.3178,2.5489,1.4408,0.9481,0.0000,0.0000,1.0000,2.0000,1sw1
7.3000,99.9210,993.6253,3.3492,12.0157,6.8879,3.5219,42.5438,0.8498,1.9805,1.0000,92.0680,1044.5505,3.5939,12.3103,6.5184,3.9260,42.0762,0.0119,1.6097,0.1560,2.0000,3.0000,1o3h
7.3000,97.2714,995.6740,2.8105,11.7507,6.0204,3.1813,42.8389,0.7199,1.9423,1.0000,88.9594,1031.2998,2.9760,11.1181,5.9366,3.5588,40.9619,0.0466,1.6358,0.3084,2.0000,3.0000,1o3i
7.3000,106.6607,1185.7034,2.1704,42.1823,3.9737,14.7539,163.5319,1.3590,2.7158,0.0000,66.7008,1112.2365,2.5461,14.2313,5.1519,28.7748,162.2683,0.6478,7.7993,0.0000,6.0000,5.0000,2i3i
7.3000,63.1537,703.8652,3.7604,0.0000,9.0188,2.1413,7.5918,0.0000,0.0000,0.0000,69.4761,706.8182,2.3307,0.0000,5.2883,3.2371,6.8806,0.3104,0.0000,0.6825,3.0000,1.0000,3c52
7.3000,112.8600,1571.2101,1.5513,60.8211,2.5662,28.6923,188.6625,0.7678,5.1802,0.8450,110.6768,1525.8406,3.3201,60.3885,5.7948,32.7730,193.9962,0.6277,4.9390,0.0000,13.0000,2.0000,1tmn
7.3000,144.1541,2169.0918,3.2201,62.3478,5.2225,30.5561,260.6707,1.0685,8.6653,0.0000,129.2820,2227.4172,4.4046,62.6171,3.2891,57.3918,275.6752,1.8816,14.4811,0.0000,12.0000,4.0000,2qi1
7.3000,73.8854,1288.4501,1.7310,35.7502,0.4282,7.6949,75.2706,0.1044,0.0925,0.0000,63.5762,1210.1293,1.7240,11.1877,3.1468,7.6459,75.4234,0.1009,0.1580,0.0000,3.0000,1.0000,3n0n
7.3000,65.5444,947.2607,1.7790,35.3914,3.1576,4.9116,42.0651,0.0070,1.2118,0.0000,61.0797,1035.0659,1.1941,14.8027,2.6098,5.3229,44.7001,0.0085,1.4341,0.0000,4.0000,1.0000,3r16
7.3000,112.1568,1349.1434,2.1922,26.6321,3.4034,25.3969,180.4574,0.9433,0.5363,0.6171,109.6364,1305.7958,3.2095,27.8391,4.0150,31.1597,182.7974,2.0315,3.2355,1.1626,8.0000,2.0000,4sga
7.3100,99.5205,1715.0452,1.6726,67.4600,3.3039,34.0503,209.9572,0.3289,45.3314,0.0000,100.8681,1696.2137,1.9097,81.6319,2.3301,35.0211,235.4087,0.3280,38.5573,0.0000,14.0000,2.0000,1o1s
7.3200,108.2850,1240.6024,5.9490,5.6334,8.1563,5.6082,33.8338,0.4551,0.0000,0.0000,69.0003,1253.7460,1.9984,2.4250,3.8598,3.6228,32.9816,0.1803,0.0000,0.4141,4.0000,5.0000,2j7e
7.3200,97.8273,1396.1542,2.6546,47.6606,4.7519,21.8891,132.4936,0.4668,7.0714,0.5800,89.5577,1333.8406,3.6210,49.0617,6.2509,27.2066,121.5095,0.4224,10.3932,0.0000,11.0000,5.0000,3m6q
7.3200,109.5084,1410.6628,3.7200,54.4285,5.6208,17.8468,119.2775,0.2018,1.6573,0.0000,105.0022,1417.4149,3.5245,52.9697,4.4299,14.7877,103.5073,0.4751,1.9650,0.0000,11.0000,3.0000,1qf1
7.3200,75.7963,1696.2557,1.0040,53.0528,1.7370,7.4067,75.3623,0.3695,1.3829,0.4236,81.0869,1727.8257,1.1003,48.5035,1.3366,4.7259,65.2084,0.2513,1.3728,0.0000,8.0000,0.0000,1ydt
7.3200,124.0444,2134.8950,2.0313,72.7386,1.6924,16.1840,110.4337,0.6022,6.6714,0.0000,118.8582,2212.9729,4.7899,89.7638,2.1524,24.5056,130.7731,1.4034,10.1877,0.0000,10.0000,2.0000,3ipu
7.3200,118.7675,2320.6680,2.5160,78.8918,5.0141,37.0097,319.6450,1.6238,10.3158,0.3901,126.5403,2255.2690,2.7705,99.0019,5.2375,42.8520,312.0340,2.7569,6.6076,0.5865,13.0000,4.0000,3pww
7.3300,66.1128,729.4338,2.7585,36.3733,5.0268,2.5962,3.7137,0.1002,0.0000,0.0000,66.1048,721.6911,2.4595,20.6371,2.4501,2.0031,4.3046,0.0127,0.0000,0.0000,3.0000,3.0000,3gjd
7.3300,115.5521,1490.9020,1.8331,66.2594,3.8579,20.9097,132.7460,0.4185,11.5573,0.0000,119.0092,1544.6421,2.7778,32.4979,5.5155,19.0877,109.3369,0.2776,6.3352,0.0000,10.0000,0.0000,2r2m
7.3300,92.7364,1299.4125,1.3253,56.6809,1.9587,16.1723,150.3217,0.7138,0.5700,0.6459,121.2304,1519.7712,1.1589,19.6275,0.0000,9.6015,107.4492,0.0507,1.0000,0.0000,5.0000,1.0000,2j2u
7.3400,63.3289,815.5853,0.8843,26.0478,0.8168,2.5755,11.2984,0.0000,2.0000,0.0000,61.9528,816.3267,1.0750,24.5164,0.5609,2.4429,11.3366,0.0053,2.0000,0.0000,1.0000,1.0000,1uw6
7.3400,76.3778,1348.0464,1.2731,65.1203,2.0797,7.2149,120.6375,0.1324,6.7035,0.0000,74.0857,1387.2212,1.5504,60.9640,0.6312,10.1341,131.0924,0.1776,6.8641,0.0000,5.0000,1.0000,2ydw
7.3400,118.8465,1912.6262,3.0088,50.6752,2.3221,31.9337,242.9069,1.5819,8.4029,1.3599,120.2997,1890.3143,2.7539,49.1301,2.7028,16.0859,225.7823,1.1814,6.8236,0.8269,13.0000,7.0000,2fgi
7.3400,109.8345,1514.7843,3.2325,50.1967,5.8141,44.1304,202.2139,0.7988,45.4622,0.0000,100.1156,1471.6058,2.8801,62.5343,5.0035,44.0332,213.8978,0.8221,46.2825,0.0000,10.0000,1.0000,2gv6
7.3400,105.0325,1478.8474,3.9139,26.0937,6.8485,19.6392,98.8360,0.9450,0.0000,0.7825,103.8787,1348.6014,3.8120,18.7738,7.1207,13.0060,70.2197,0.5326,0.0000,0.0000,5.0000,4.0000,2vvs
7.3400,99.6919,1215.2930,2.8951,45.4937,4.7113,17.5925,160.2265,0.8136,2.3065,0.0000,106.6491,1199.3795,3.7719,46.2701,4.1895,19.8516,186.9800,0.9726,1.2617,0.0000,7.0000,5.0000,3f7i
7.3500,124.0223,1677.1136,5.3110,32.0136,11.8058,14.6884,116.0233,0.4750,0.0000,0.3501,129.8556,1684.1899,6.0997,37.9994,8.0381,22.8305,101.8567,0.0944,1.0057,0.0000,14.0000,5.0000,1qkb
7.3500,59.6216,970.2546,1.9775,28.2940,3.6658,2.9847,24.1189,0.2649,0.0000,0.0000,52.3414,873.9429,1.2938,36.6524,2.9217,2.9001,24.3182,0.2546,0.0000,0.0000,2.0000,1.0000,1ttm
7.3500,143.1131,2244.5146,3.3581,59.2554,6.2862,31.0074,308.5527,0.9269,4.1250,1.5554,137.2606,2177.9626,3.6709,64.8149,6.7615,33.9138,313.4150,0.6974,5.7003,0.6925,19.0000,2.0000,1mhw
7.3600,69.7144,979.3563,2.5297,22.2469,5.2053,0.7984,27.0296,0.0000,0.0000,0.0000,69.7538,986.7878,2.1841,27.4411,4.1832,1.5862,28.7530,0.0148,0.0000,0.0000,5.0000,0.0000,1swg
7.3600,130.9593,2332.3904,3.0583,83.7347,4.3017,21.7495,298.7023,0.3153,2.9883,0.0000,124.1715,2253.0825,3.2064,71.0923,4.9431,22.1433,304.8932,0.7105,10.7821,0.0000,12.0000,5.0000,1k6p
7.3700,77.4000,1035.5310,4.9863,0.0000,11.0046,28.5329,134.4182,0.3516,0.0000,0.8010,64.6088,962.7732,4.1375,0.0000,10.4052,33.6052,133.7609,1.4174,0.0000,1.0045,8.0000,2.0000,1fao
7.3700,115.2857,1606.2698,4.4963,14.2994,11.1727,14.2861,101.7728,0.3229,0.0000,1.0997,117.8433,1596.6603,5.1559,13.4494,11.6641,15.0924,91.1259,0.3348,0.0000,0.5483,14.0000,4.0000,1b51
7.3700,94.0818,1214.9716,1.9629,22.6564,3.4221,22.8755,73.0989,0.2771,0.0000,0.3678,80.2841,1201.6276,1.5224,22.8947,2.7203,25.6854,69.6750,0.1404,0.0000,0.3175,10.0000,2.0000,1cnx
7.3700,81.1758,910.3691,4.1629,14.4763,7.9275,4.1994,16.7819,0.0406,0.0000,0.0000,84.3619,901.2501,3.9959,14.9347,7.2411,5.6302,16.4380,0.0004,0.0000,0.0000,3.0000,2.0000,3dp4
7.3700,113.0538,1123.7325,2.7552,47.4560,4.2320,25.6407,191.7843,0.6138,12.0956,0.3177,107.5715,1132.3401,2.3485,43.6806,4.2604,19.5922,165.1310,0.5957,10.4720,0.5870,9.0000,4.0000,3f7g
7.3700,114.1653,1418.3997,3.0852,45.2787,6.5634,12.6455,81.4741,0.0726,0.0000,0.0000,118.6454,1403.0549,3.8434,46.2025,7.0544,14.5811,82.8014,0.0397,0.0000,0.0000,9.0000,5.0000,3q43
7.3800,122.2181,1733.5875,3.8901,83.6312,5.9278,21.6133,182.8546,0.2908,1.1499,0.0000,132.7688,1971.0210,3.4454,58.0766,3.8699,20.6546,154.9157,0.5485,0.5470,0.0000,11.0000,2.0000,1qf0
7.3800,145.6155,2140.8987,3.6099,71.6398,3.9166,32.7872,271.7650,1.2707,7.6805,0.0000,133.2908,2129.2786,3.0477,69.7890,2.8383,31.6662,249.6543,0.4692,11.3109,0.0000,12.0000,3.0000,2qi0
7.3900,139.0696,1818.5953,1.2872,63.5983,1.1463,18.7661,172.2399,0.2734,9.6075,0.0000,145.3618,1753.1680,1.4598,67.4730,0.6503,17.7953,163.8227,0.4821,12.7108,0.0000,11.0000,1.0000,1d3p
7.3900,55.3887,956.3495,0.6854,43.3064,0.4262,3.6616,33.1408,0.0000,3.4415,0.0000,52.0221,946.5228,0.6288,41.6622,0.5162,4.0419,33.8467,0.0000,3.4149,0.0000,2.0000,1.0000,3p5l
7.3900,101.7573,1115.7296,5.9302,12.5060,9.4330,7.0137,30.0281,0.3898,0.0000,0.0000,92.4186,1130.9987,4.4952,12.2617,6.7996,11.0284,28.4863,0.5272,0.0000,0.0000,7.0000,0.0000,2hzy
7.3900,183.9681,2857.9221,4.8107,92.2123,8.3711,95.0509,841.5085,1.4254,7.1630,2.6036,181.2450,2876.5884,3.9597,91.4268,6.9923,92.9345,835.9455,4.0653,7.1414,6.3065,33.0000,7.0000,3ds9
7.4000,73.2943,737.3862,5.1553,0.0000,10.0523,0.0000,0.0000,0.0000,0.0000,0.0000,62.4570,759.8695,5.9596,0.0000,7.6194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,1drj
7.4000,140.0409,1772.2318,7.9747,49.0939,12.3493,30.2540,486.9132,3.8171,0.0000,7.2503,138.6561,1748.1564,7.8848,49.5166,11.8315,29.8378,489.7743,3.5555,0.0000,7.0582,6.0000,6.0000,2xuz
7.4000,82.6917,1135.0869,2.1609,20.3684,4.7215,10.0117,54.1806,0.4979,0.0000,0.7857,85.0771,1131.2935,1.3836,18.7686,2.9741,13.0309,48.2590,0.3499,0.0000,0.6330,6.0000,2.0000,3f18
7.4000,91.3739,1290.0419,6.4033,0.0000,11.6545,29.1962,133.3096,0.8358,0.0000,0.9781,77.1257,1189.5675,3.7009,0.0000,8.6454,30.2919,131.4620,1.6558,0.0000,1.6831,8.0000,2.0000,1b55
