pbindaff,6.6_1,7.6_1,8.6_1,16.6_1,6.7_1,7.7_1,8.7_1,16.7_1,6.8_1,7.8_1,8.8_1,16.8_1,6.16_1,7.16_1,8.16_1,16.16_1,6.15_1,7.15_1,8.15_1,16.15_1,6.9_1,7.9_1,8.9_1,16.9_1,6.17_1,7.17_1,8.17_1,16.17_1,6.35_1,7.35_1,8.35_1,16.35_1,6.53_1,7.53_1,8.53_1,16.53_1,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,6.6_2,7.6_2,8.6_2,16.6_2,6.7_2,7.7_2,8.7_2,16.7_2,6.8_2,7.8_2,8.8_2,16.8_2,6.16_2,7.16_2,8.16_2,16.16_2,6.15_2,7.15_2,8.15_2,16.15_2,6.9_2,7.9_2,8.9_2,16.9_2,6.17_2,7.17_2,8.17_2,16.17_2,6.35_2,7.35_2,8.35_2,16.35_2,6.53_2,7.53_2,8.53_2,16.53_2,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
8.4000,3636.0000,973.0000,1108.0000,75.0000,850.0000,225.0000,265.0000,21.0000,319.0000,84.0000,104.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,122.2584,1534.4313,3.2464,56.6555,5.2929,20.2009,123.4245,0.3248,2.7496,0.3364,3389.0000,902.0000,1027.0000,76.0000,837.0000,225.0000,265.0000,20.0000,322.0000,82.0000,107.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.8452,1421.2119,3.0485,42.6078,4.4898,12.9340,114.2100,0.1946,0.0000,0.4008,0.1111,2zda
6.3700,2918.0000,834.0000,1041.0000,83.0000,641.0000,184.0000,220.0000,19.0000,249.0000,71.0000,90.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.1080,1358.1207,2.9780,43.7106,4.4873,16.1102,104.5636,0.6086,2.7360,0.8512,2840.0000,796.0000,993.0000,93.0000,646.0000,187.0000,219.0000,19.0000,250.0000,70.0000,90.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.8995,1297.6115,2.7878,27.4100,4.3600,11.1098,105.5087,0.4788,1.2851,0.9093,0.1176,2zdk
6.4000,2729.0000,765.0000,967.0000,89.0000,638.0000,187.0000,218.0000,19.0000,342.0000,94.0000,119.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.8145,1327.2582,2.8277,39.1765,4.4163,15.2126,99.8254,0.3310,0.6799,0.6265,2582.0000,739.0000,913.0000,83.0000,441.0000,128.0000,156.0000,14.0000,328.0000,96.0000,127.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.8122,1193.0793,1.2457,43.2264,2.1689,12.0312,107.6459,0.6582,2.4863,0.5795,0.1176,2zdl
6.4100,2829.0000,788.0000,990.0000,89.0000,638.0000,184.0000,219.0000,19.0000,339.0000,96.0000,121.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.9589,1353.4346,3.7088,40.1455,5.8095,13.5999,103.4947,0.1968,0.0000,0.4745,2738.0000,765.0000,944.0000,98.0000,635.0000,185.0000,217.0000,19.0000,339.0000,97.0000,122.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.4196,1309.0339,3.1157,22.1637,5.3766,10.3369,106.2903,0.2829,0.0000,0.7074,0.1176,2zdm
6.2500,2819.0000,793.0000,1008.0000,88.0000,640.0000,187.0000,216.0000,19.0000,252.0000,70.0000,88.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.4103,1335.3273,2.9347,42.9065,5.0519,15.6685,98.4069,0.3046,2.2045,0.5815,2707.0000,768.0000,958.0000,88.0000,610.0000,176.0000,210.0000,17.0000,266.0000,74.0000,92.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.4849,1253.1582,2.8149,40.9509,4.2095,11.4640,107.0212,0.8607,1.6243,0.8748,0.1176,2zdn
5.1700,2757.0000,743.0000,854.0000,69.0000,453.0000,118.0000,147.0000,12.0000,317.0000,81.0000,105.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,219.0000,56.0000,65.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.3803,1192.2412,1.4800,37.0702,1.7017,10.4693,76.8856,0.3195,0.4096,0.7777,2569.0000,707.0000,801.0000,63.0000,466.0000,121.0000,155.0000,10.0000,313.0000,88.0000,100.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,160.0000,45.0000,45.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.8385,1156.3429,1.8853,37.7303,1.8952,7.8960,88.5804,0.1803,0.0014,0.1503,0.1538,2zfp
6.5400,2869.0000,795.0000,1000.0000,87.0000,733.0000,209.0000,247.0000,21.0000,240.0000,65.0000,86.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.1083,1381.7223,2.6186,39.2396,4.7490,13.5475,108.8817,0.1217,0.0000,0.1933,2861.0000,809.0000,1002.0000,92.0000,588.0000,165.0000,207.0000,19.0000,179.0000,52.0000,67.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.7085,1292.0306,1.9504,49.2905,2.6589,12.4330,114.6049,0.2791,1.0046,0.3999,0.1176,2zfs
6.5200,2692.0000,745.0000,947.0000,85.0000,735.0000,210.0000,249.0000,21.0000,253.0000,74.0000,86.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.7233,1342.5376,2.3349,38.5361,4.5281,10.6033,97.3935,0.3457,0.0000,0.6851,2613.0000,720.0000,903.0000,89.0000,738.0000,210.0000,248.0000,21.0000,254.0000,74.0000,85.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.9567,1301.2074,2.2162,19.5969,4.7093,10.3237,98.2423,0.3608,0.0000,0.7585,0.1176,2zft
6.7400,2883.0000,775.0000,895.0000,69.0000,848.0000,229.0000,266.0000,21.0000,321.0000,81.0000,100.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,107.2513,1295.0151,3.6444,37.6282,5.6083,13.7988,88.7489,0.2650,0.7803,0.5342,2756.0000,731.0000,863.0000,73.0000,904.0000,238.0000,274.0000,25.0000,256.0000,75.0000,87.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.7348,1292.3624,3.1022,20.0759,4.6035,10.6379,86.4359,0.6446,0.2790,0.5806,0.1250,2zgx
7.7000,2878.0000,778.0000,739.0000,14.0000,0.0000,0.0000,0.0000,0.0000,1560.0000,430.0000,407.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7444,1335.5640,1.8773,32.8124,2.4031,0.0000,0.0000,0.0000,0.0000,0.0000,2889.0000,781.0000,735.0000,14.0000,0.0000,0.0000,0.0000,0.0000,1565.0000,430.0000,404.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.4922,1334.4337,1.8786,33.2751,2.2832,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,2zjw
5.4800,1914.0000,532.0000,582.0000,2.0000,1024.0000,277.0000,312.0000,2.0000,1782.0000,441.0000,514.0000,0.0000,0.0000,0.0000,0.0000,0.0000,359.0000,85.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.5092,1676.2986,3.4612,0.0000,7.9881,19.5665,108.5150,0.2975,0.0000,0.4887,1815.0000,501.0000,566.0000,1.0000,886.0000,251.0000,275.0000,0.0000,1828.0000,455.0000,531.0000,1.0000,0.0000,0.0000,0.0000,0.0000,350.0000,82.0000,98.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.9143,1650.9319,4.2648,0.0000,8.6434,22.4245,94.5774,1.3616,0.0000,1.0318,0.1176,2zkj
7.6000,2638.0000,920.0000,788.0000,41.0000,185.0000,63.0000,57.0000,3.0000,962.0000,311.0000,279.0000,13.0000,128.0000,52.0000,49.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,165.0000,54.0000,50.0000,2.0000,0.0000,0.0000,0.0000,0.0000,93.1096,1428.1615,3.6683,33.8780,5.9844,13.8904,135.3818,1.1243,10.2180,0.0000,2388.0000,803.0000,737.0000,26.0000,143.0000,39.0000,43.0000,1.0000,995.0000,306.0000,279.0000,12.0000,149.0000,52.0000,53.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,144.0000,49.0000,44.0000,2.0000,0.0000,0.0000,0.0000,0.0000,93.6382,1305.3470,3.8388,46.0509,5.6197,19.5203,131.9376,0.8191,10.2537,0.0000,0.1250,2zmm
7.8900,2624.0000,883.0000,799.0000,28.0000,70.0000,21.0000,24.0000,1.0000,940.0000,298.0000,268.0000,11.0000,140.0000,50.0000,49.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.0000,49.0000,43.0000,2.0000,0.0000,0.0000,0.0000,0.0000,95.9046,1314.8984,2.9942,52.6698,4.2021,22.4526,179.9742,1.2717,23.3202,0.0000,2921.0000,1019.0000,868.0000,44.0000,92.0000,34.0000,28.0000,2.0000,957.0000,308.0000,272.0000,12.0000,130.0000,51.0000,49.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,157.0000,48.0000,50.0000,2.0000,0.0000,0.0000,0.0000,0.0000,90.6643,1441.8809,4.2845,43.4715,5.3662,18.6253,184.1479,1.1796,23.9138,0.0000,0.1111,2zn7
7.7600,3893.0000,1034.0000,993.0000,10.0000,867.0000,234.0000,227.0000,2.0000,1158.0000,329.0000,310.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,135.6318,1854.0294,3.2707,58.6374,5.4780,44.4305,406.7867,0.9611,0.3835,1.1800,3942.0000,1142.0000,1015.0000,7.0000,902.0000,285.0000,241.0000,0.0000,1168.0000,327.0000,306.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.9814,1661.8500,1.9432,41.0900,3.7268,81.1456,574.2889,0.6883,13.5231,0.0000,0.0465,2zpk
6.8200,4062.0000,1043.0000,1267.0000,25.0000,222.0000,57.0000,70.0000,2.0000,2759.0000,716.0000,891.0000,18.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,133.2029,2130.5076,8.8864,14.2724,17.7594,30.0699,208.7750,2.2374,2.0000,4.4797,4033.0000,1050.0000,1254.0000,28.0000,220.0000,55.0000,69.0000,2.0000,2726.0000,712.0000,876.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,131.2716,2081.9756,7.6469,15.3230,17.0201,31.6594,211.7236,2.1939,2.0000,3.4505,0.0606,2zq0
6.5600,3031.0000,851.0000,1052.0000,92.0000,733.0000,211.0000,256.0000,21.0000,249.0000,70.0000,90.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,122.6538,1435.2837,3.4605,49.1768,5.1073,15.6221,117.8446,0.5174,0.9508,0.8784,3013.0000,842.0000,1052.0000,93.0000,735.0000,211.0000,253.0000,21.0000,248.0000,71.0000,92.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.3497,1423.1726,3.2844,50.9644,4.9019,13.9472,114.6281,0.4399,0.2476,0.7218,0.1176,2zq2
7.7900,1656.0000,440.0000,425.0000,11.0000,449.0000,114.0000,108.0000,4.0000,726.0000,185.0000,181.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.3452,805.7737,5.2538,11.5408,9.6245,0.5278,4.1412,0.0000,0.0000,0.0000,1494.0000,386.0000,342.0000,14.0000,458.0000,121.0000,112.0000,4.0000,579.0000,147.0000,137.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0536,652.1292,0.9228,5.8803,2.3048,0.3892,3.9669,0.2913,0.0000,0.7711,0.2500,2zwz
10.6000,3315.0000,873.0000,859.0000,27.0000,607.0000,152.0000,153.0000,6.0000,907.0000,231.0000,226.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.6446,1357.5403,5.8147,21.1433,10.4583,5.7429,67.9583,0.3194,0.0000,0.0000,3191.0000,832.0000,799.0000,31.0000,588.0000,160.0000,145.0000,6.0000,925.0000,242.0000,233.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.3072,1271.4557,5.5281,34.0487,9.6283,7.4377,58.6808,0.4159,0.0000,0.8214,0.1538,2zx6
10.4900,3062.0000,789.0000,750.0000,29.0000,628.0000,162.0000,147.0000,5.0000,933.0000,242.0000,232.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.5257,1246.9320,5.0256,31.7345,8.5072,5.8771,54.3554,0.1409,0.0000,0.4997,2824.0000,758.0000,745.0000,25.0000,493.0000,136.0000,130.0000,5.0000,694.0000,180.0000,200.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.0508,1031.9729,2.6161,10.9138,6.0836,2.2934,54.8504,0.0689,0.0000,0.3751,0.1818,2zx7
9.6400,2817.0000,755.0000,734.0000,25.0000,294.0000,86.0000,86.0000,3.0000,891.0000,227.0000,243.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.2498,1034.8311,2.5895,12.7018,5.6233,1.7876,55.2489,0.1945,0.0000,0.6300,2722.0000,754.0000,719.0000,26.0000,282.0000,84.0000,82.0000,3.0000,918.0000,227.0000,238.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.7534,1050.2804,2.1461,20.8892,4.8304,5.1627,55.0599,0.7708,0.0000,1.3437,0.1818,2zx8
5.2200,1835.0000,496.0000,467.0000,11.0000,223.0000,61.0000,55.0000,1.0000,670.0000,181.0000,170.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.7437,783.5458,2.1415,25.7667,5.4935,1.0915,6.0047,0.5025,0.0000,0.0000,1739.0000,464.0000,423.0000,13.0000,218.0000,59.0000,53.0000,2.0000,660.0000,186.0000,168.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.1177,731.5370,0.8480,9.2213,2.9688,1.7505,6.4259,0.0000,0.0000,0.0000,0.2857,2zxd
8.8200,3967.0000,1111.0000,1237.0000,51.0000,383.0000,103.0000,118.0000,5.0000,981.0000,263.0000,296.0000,13.0000,0.0000,0.0000,0.0000,0.0000,175.0000,51.0000,54.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.5355,1551.7413,2.6221,58.2819,4.2084,22.8517,160.2043,0.5995,14.3072,0.0000,3799.0000,1067.0000,1184.0000,47.0000,377.0000,105.0000,112.0000,5.0000,980.0000,257.0000,293.0000,13.0000,0.0000,0.0000,0.0000,0.0000,176.0000,52.0000,53.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.6660,1471.1394,2.0726,49.0971,4.2345,20.7774,166.8880,0.1048,6.0973,0.0000,0.0870,2zxg
7.4000,3869.0000,924.0000,1032.0000,47.0000,203.0000,53.0000,58.0000,3.0000,1004.0000,253.0000,306.0000,15.0000,0.0000,0.0000,0.0000,0.0000,190.0000,53.0000,56.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.5728,1488.4528,2.5322,83.6608,3.6254,12.1047,79.8754,0.5259,6.3773,0.8404,3869.0000,929.0000,1032.0000,45.0000,202.0000,52.0000,59.0000,3.0000,977.0000,257.0000,291.0000,12.0000,0.0000,0.0000,0.0000,0.0000,174.0000,52.0000,57.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.1761,1466.5996,2.3439,86.5634,3.3305,10.0582,80.5385,0.2271,6.3707,0.1727,0.1111,2zy1
6.1400,5208.0000,1382.0000,1444.0000,34.0000,0.0000,0.0000,0.0000,0.0000,4359.0000,1135.0000,1215.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136.3662,2446.2866,4.8217,0.0000,8.6990,18.4149,145.9171,0.9930,0.0000,3.0269,5222.0000,1380.0000,1450.0000,36.0000,0.0000,0.0000,0.0000,0.0000,4372.0000,1137.0000,1214.0000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.1928,2446.5857,5.5163,0.0000,7.4103,17.4060,134.9635,1.7486,0.0000,4.3432,0.0625,2zym
4.5400,2058.0000,567.0000,552.0000,13.0000,453.0000,130.0000,133.0000,2.0000,2107.0000,569.0000,575.0000,14.0000,0.0000,0.0000,0.0000,0.0000,181.0000,47.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.8581,1500.3643,5.3568,5.8190,9.9653,14.0360,66.6231,1.0265,0.0000,0.0000,2049.0000,570.0000,562.0000,13.0000,477.0000,129.0000,128.0000,2.0000,2121.0000,572.0000,569.0000,16.0000,0.0000,0.0000,0.0000,0.0000,182.0000,46.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.3142,1503.2791,4.6485,3.8882,7.6827,14.2419,66.9955,1.4548,0.0000,0.0000,0.1667,2zz1
4.0000,1897.0000,526.0000,551.0000,4.0000,857.0000,233.0000,250.0000,3.0000,1817.0000,539.0000,565.0000,2.0000,0.0000,0.0000,0.0000,0.0000,427.0000,129.0000,134.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,117.2192,1671.0168,2.6045,0.0000,4.7195,17.0532,123.1490,0.4962,0.0000,0.0000,1949.0000,539.0000,564.0000,7.0000,891.0000,242.0000,261.0000,3.0000,1939.0000,568.0000,594.0000,7.0000,0.0000,0.0000,0.0000,0.0000,464.0000,138.0000,142.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.6603,1694.3320,3.6059,0.0000,6.0641,14.4794,145.0314,0.5820,0.0000,0.0000,0.1000,3a1c
4.1200,1804.0000,504.0000,520.0000,6.0000,904.0000,239.0000,262.0000,3.0000,1797.0000,537.0000,587.0000,9.0000,0.0000,0.0000,0.0000,0.0000,360.0000,110.0000,123.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.5576,1530.9508,2.3876,0.0000,5.3475,14.3221,116.5331,0.9498,0.0000,1.1335,1757.0000,496.0000,514.0000,4.0000,904.0000,241.0000,262.0000,3.0000,1652.0000,490.0000,519.0000,8.0000,0.0000,0.0000,0.0000,0.0000,321.0000,94.0000,101.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.2007,1504.7434,2.9774,0.0000,5.8964,11.2409,108.0384,0.7533,0.0000,1.1935,0.1250,3a1d
