pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
7.1500,2178.0000,577.0000,653.0000,45.0000,1016.0000,262.0000,313.0000,22.0000,1097.0000,291.0000,329.0000,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,114.0384,1279.3081,5.0862,0.0000,8.2425,7.2797,48.0343,0.2679,0.0000,0.0000,0.2000,2fqx
7.1600,3316.0000,932.0000,1148.0000,88.0000,562.0000,155.0000,188.0000,15.0000,290.0000,87.0000,100.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.6379,1464.2795,2.8006,51.8028,5.1518,16.4483,134.1289,0.2446,11.7510,0.6183,0.0769,1f0u
7.1700,3096.0000,871.0000,1088.0000,87.0000,936.0000,269.0000,321.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.8052,1426.4305,3.5421,38.7926,6.2641,9.2245,101.8078,0.0550,5.1381,0.0000,0.1176,1g36
7.1700,2834.0000,781.0000,961.0000,88.0000,533.0000,151.0000,181.0000,12.0000,274.0000,74.0000,93.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.9059,1256.1439,3.6485,14.5116,6.7782,7.2803,67.8975,0.2908,4.4946,0.7700,0.1667,1o2h
7.1900,1942.0000,539.0000,703.0000,65.0000,671.0000,190.0000,225.0000,17.0000,132.0000,37.0000,47.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.4388,961.0913,2.6494,9.2559,5.9309,3.1254,36.8453,0.2386,0.1387,0.6978,0.2500,1gi4
7.1900,1558.0000,456.0000,526.0000,33.0000,717.0000,220.0000,250.0000,12.0000,1597.0000,455.0000,502.0000,34.0000,0.0000,0.0000,0.0000,0.0000,203.0000,60.0000,62.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.8740,1311.1737,4.0188,0.0000,9.3016,4.7402,67.9004,0.0735,0.0000,0.0000,0.1429,1me7
7.1900,1604.0000,462.0000,514.0000,29.0000,823.0000,221.0000,241.0000,15.0000,1558.0000,451.0000,501.0000,25.0000,0.0000,0.0000,0.0000,0.0000,197.0000,57.0000,66.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.0941,1310.8875,3.4546,0.0000,6.7966,7.8800,69.3936,0.0885,0.0000,0.4250,0.1429,1me8
7.1900,1173.0000,327.0000,312.0000,5.0000,464.0000,120.0000,119.0000,2.0000,713.0000,190.0000,192.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.3835,698.0325,3.0865,0.0000,6.5061,0.7117,2.1488,0.0000,0.0000,0.0000,0.2857,2j7h
7.2200,6248.0000,1474.0000,2321.0000,0.0000,1328.0000,318.0000,508.0000,0.0000,1448.0000,326.0000,520.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,158.4024,2713.8774,3.9899,90.7596,8.7627,79.0938,538.7640,1.9851,16.7765,3.3539,0.0323,1gvx
7.2200,1233.0000,292.0000,378.0000,7.0000,250.0000,58.0000,78.0000,2.0000,503.0000,120.0000,152.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.2525,637.2557,1.3556,0.0000,2.3437,2.2020,1.1110,0.3361,0.0000,0.0000,0.2222,1sw2
7.2200,6186.0000,1473.0000,2297.0000,0.0000,1327.0000,305.0000,488.0000,0.0000,1660.0000,379.0000,620.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,176.4851,2758.1340,5.1056,75.6799,10.2563,74.8803,503.8691,0.9598,6.3493,2.0455,0.0323,2er6
7.2400,3903.0000,1111.0000,1225.0000,102.0000,1042.0000,294.0000,326.0000,24.0000,253.0000,70.0000,71.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,147.5712,1702.9644,2.7159,69.7102,3.3176,37.9570,199.9601,0.8712,8.9119,0.0000,0.0714,1g2l
7.2400,3799.0000,997.0000,1173.0000,86.0000,680.0000,191.0000,228.0000,17.0000,320.0000,77.0000,93.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,158.0000,37.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0100,1603.0216,2.1275,42.2644,3.8905,12.9259,111.8889,0.3804,4.9597,0.0000,0.1818,1oyt
7.2500,3319.0000,859.0000,1018.0000,32.0000,1104.0000,299.0000,354.0000,11.0000,892.0000,228.0000,267.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.6361,1558.7886,4.8774,20.2264,11.4123,10.6844,95.6193,0.0251,0.0000,0.0000,0.0625,1jet
7.2500,1807.0000,491.0000,493.0000,8.0000,448.0000,119.0000,113.0000,2.0000,936.0000,250.0000,249.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.1838,980.9493,5.9082,0.0000,8.4409,0.6023,4.8337,0.5098,0.0000,1.0000,0.2500,2ces
7.2600,5223.0000,1415.0000,1541.0000,5.0000,593.0000,159.0000,174.0000,0.0000,999.0000,262.0000,289.0000,1.0000,183.0000,48.0000,56.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,140.5930,2077.4929,4.2596,75.4297,4.2615,21.2818,239.3306,1.3598,6.5642,0.2424,0.0769,1mrx
7.2600,1562.0000,379.0000,458.0000,5.0000,133.0000,30.0000,34.0000,0.0000,340.0000,88.0000,105.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,206.0000,52.0000,61.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.1954,744.0114,0.7604,11.5822,1.3001,5.2287,40.5654,0.0259,0.0000,0.0000,0.3333,2f8i
7.2700,4103.0000,1085.0000,1186.0000,55.0000,0.0000,0.0000,0.0000,0.0000,419.0000,108.0000,113.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79.0280,1411.3519,1.0045,82.5490,1.9129,21.6097,120.8370,0.1289,41.7171,0.0000,0.0645,1fdq
7.2800,4648.0000,1224.0000,1423.0000,48.0000,1109.0000,283.0000,351.0000,11.0000,892.0000,226.0000,272.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,144.4384,1987.0420,5.4834,44.4360,11.6212,14.7769,143.4570,0.4889,0.0000,0.3971,0.0571,1b40
7.2800,5290.0000,1470.0000,1611.0000,14.0000,890.0000,251.0000,272.0000,4.0000,883.0000,239.0000,278.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,128.5049,2146.1948,2.4499,89.0408,5.1320,39.5144,292.2093,0.3798,7.2965,0.0000,0.0513,1hii
7.2800,2217.0000,674.0000,594.0000,7.0000,399.0000,111.0000,101.0000,1.0000,1091.0000,332.0000,290.0000,2.0000,0.0000,0.0000,0.0000,0.0000,146.0000,44.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,115.2708,1213.8243,2.6824,55.6467,4.7715,15.7036,90.1700,0.0259,4.7307,0.0000,0.0909,1kel
7.3000,2194.0000,610.0000,764.0000,70.0000,531.0000,145.0000,182.0000,13.0000,152.0000,39.0000,51.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,128.0000,30.0000,37.0000,5.0000,0.0000,0.0000,0.0000,0.0000,99.9043,990.5229,3.3464,12.4920,6.8735,3.5334,42.5392,0.8521,1.9810,1.0000,0.2222,1o3h
7.3000,2192.0000,624.0000,761.0000,71.0000,530.0000,150.0000,179.0000,13.0000,146.0000,40.0000,52.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.0000,30.0000,37.0000,5.0000,0.0000,0.0000,0.0000,0.0000,96.5216,1001.8268,3.1449,12.1014,6.5330,3.2121,42.8219,0.7645,1.9491,1.0000,0.2222,1o3i
7.3000,1668.0000,403.0000,497.0000,0.0000,238.0000,60.0000,72.0000,0.0000,494.0000,116.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.1180,790.0756,2.6605,21.1649,3.0249,2.7695,1.4337,0.8333,0.0000,0.0000,0.3333,1sw1
7.3000,2532.0000,628.0000,612.0000,15.0000,623.0000,150.0000,153.0000,2.0000,329.0000,79.0000,81.0000,1.0000,73.0000,19.0000,19.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.7188,1188.4980,2.2028,42.4223,3.9941,14.7701,162.8553,1.3522,2.7173,0.0000,0.1053,2i3i
7.3200,3363.0000,904.0000,1075.0000,13.0000,362.0000,93.0000,106.0000,1.0000,666.0000,181.0000,211.0000,1.0000,181.0000,53.0000,58.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.3252,1415.5529,3.5958,54.5847,5.5693,15.8752,116.1938,0.1778,1.6265,0.0000,0.0741,1qf1
7.3200,2512.0000,665.0000,651.0000,12.0000,451.0000,120.0000,115.0000,2.0000,1386.0000,366.0000,354.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.7849,1250.0509,6.0085,5.6456,8.2581,5.0623,35.5665,0.4053,0.0000,0.0000,0.1333,2j7e
7.3300,2518.0000,722.0000,804.0000,67.0000,516.0000,158.0000,166.0000,13.0000,613.0000,182.0000,196.0000,18.0000,104.0000,31.0000,32.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,133.0000,29.0000,48.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.4819,1279.1976,1.1143,56.4991,1.9289,16.0185,151.4405,0.7300,0.5844,0.6028,0.1538,2j2u
7.3400,2156.0000,535.0000,626.0000,30.0000,428.0000,107.0000,124.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1900,832.9594,0.5935,27.2306,0.0000,2.4066,11.3447,0.0086,2.0000,0.0000,0.4000,1uw6
7.3400,4585.0000,1202.0000,1274.0000,33.0000,1113.0000,295.0000,319.0000,4.0000,547.0000,140.0000,148.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116.8577,1903.4908,2.9081,50.8277,2.3686,26.3299,246.0707,1.2108,8.9704,0.8354,0.0571,2fgi
7.3400,3284.0000,847.0000,1024.0000,80.0000,1072.0000,291.0000,339.0000,26.0000,275.0000,69.0000,83.0000,8.0000,98.0000,22.0000,27.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.4061,1514.4247,3.2320,50.3750,5.8719,44.5208,205.3837,0.9089,46.2880,0.0000,0.0870,2gv6
7.3500,4776.0000,1405.0000,1553.0000,89.0000,726.0000,215.0000,250.0000,19.0000,633.0000,183.0000,213.0000,13.0000,56.0000,21.0000,23.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.5392,2017.5511,2.6812,46.0985,3.5633,70.9579,404.5915,1.2468,48.2766,1.9558,0.0476,1mhw
7.3500,3763.0000,974.0000,1160.0000,37.0000,1113.0000,287.0000,347.0000,11.0000,886.0000,225.0000,261.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.7058,1684.7251,5.1544,30.9606,11.7833,14.0984,107.4577,0.4884,0.0000,0.3709,0.0571,1qkb
7.3600,1800.0000,474.0000,517.0000,0.0000,398.0000,100.0000,111.0000,0.0000,475.0000,118.0000,131.0000,0.0000,218.0000,53.0000,59.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.9853,992.1512,2.2618,23.8353,4.3862,0.5175,25.5216,0.0000,0.0000,0.0000,0.1667,1swg
7.3700,3277.0000,845.0000,999.0000,32.0000,1088.0000,282.0000,339.0000,11.0000,1104.0000,284.0000,326.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,114.4456,1607.3507,4.2496,14.3600,10.8575,14.7246,100.4300,0.2171,0.0000,0.8779,0.0588,1b51
7.3700,2514.0000,688.0000,602.0000,11.0000,643.0000,171.0000,156.0000,3.0000,1006.0000,271.0000,241.0000,4.0000,247.0000,68.0000,61.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.4609,1176.6769,2.1729,22.7300,4.2174,20.9232,73.0979,0.1914,0.0000,0.4310,0.0833,1cnx
7.3700,601.0000,179.0000,122.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1814.0000,540.0000,381.0000,0.0000,0.0000,0.0000,0.0000,0.0000,422.0000,119.0000,86.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.5931,1035.3308,4.9707,0.0000,10.9512,28.5946,134.3932,0.3381,0.0000,0.7911,0.1000,1fao
7.3800,4484.0000,1161.0000,1701.0000,1.0000,614.0000,148.0000,245.0000,0.0000,1388.0000,340.0000,516.0000,0.0000,0.0000,0.0000,0.0000,0.0000,176.0000,41.0000,58.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,131.1206,2007.0840,3.2238,72.6064,6.8208,51.0809,272.0334,0.9606,4.5413,1.0024,0.0426,1bxq
7.3800,4562.0000,1265.0000,1465.0000,21.0000,361.0000,100.0000,103.0000,2.0000,920.0000,249.0000,312.0000,3.0000,148.0000,48.0000,52.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,132.8742,1972.2717,3.5204,58.0585,3.9112,20.7406,155.5778,0.5403,0.5494,0.0000,0.0769,1qf0
7.3900,2951.0000,853.0000,890.0000,49.0000,365.0000,102.0000,105.0000,5.0000,498.0000,139.0000,150.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79.2180,1309.5306,1.9115,58.8711,2.3299,35.3908,206.1866,0.2728,11.3712,0.0000,0.0667,1b11
7.3900,4875.0000,1338.0000,1517.0000,116.0000,399.0000,111.0000,121.0000,9.0000,453.0000,128.0000,132.0000,12.0000,159.0000,44.0000,49.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,143.9156,1841.9779,1.2872,63.1613,0.7240,20.5867,166.4791,0.5989,9.6157,0.0000,0.0800,1d3p
7.4000,724.0000,215.0000,212.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2211.0000,637.0000,605.0000,0.0000,0.0000,0.0000,0.0000,0.0000,502.0000,142.0000,139.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,95.3177,1307.6066,7.3206,0.0000,12.6412,28.3838,134.1485,0.9210,0.0000,0.8348,0.1000,1b55
7.4000,1160.0000,347.0000,375.0000,5.0000,0.0000,0.0000,0.0000,0.0000,1167.0000,348.0000,367.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4140,734.7391,5.1493,0.0000,10.0348,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1drj
7.4000,3194.0000,909.0000,1130.0000,97.0000,710.0000,202.0000,251.0000,21.0000,400.0000,115.0000,146.0000,12.0000,91.0000,26.0000,30.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2767,1450.3425,3.0924,41.2676,5.7318,18.9019,210.4978,0.9076,0.0018,0.0000,0.1111,1k1m
7.4000,2458.0000,662.0000,585.0000,14.0000,0.0000,0.0000,0.0000,0.0000,1539.0000,383.0000,348.0000,15.0000,240.0000,62.0000,54.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,135.0983,1405.6088,4.9174,61.7828,3.3253,0.9369,24.3495,0.5656,0.0000,1.0000,0.3333,1oar
7.4000,3049.0000,854.0000,959.0000,74.0000,709.0000,191.0000,215.0000,14.0000,117.0000,37.0000,43.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.7521,1240.9261,2.9498,10.2146,5.6826,2.6480,53.6075,0.3081,1.5768,0.0000,0.1667,1owh
7.4000,3292.0000,827.0000,893.0000,53.0000,202.0000,48.0000,65.0000,4.0000,765.0000,191.0000,201.0000,13.0000,53.0000,16.0000,22.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.0000,25.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.7838,1206.3114,2.1517,54.8689,2.0425,27.7120,207.8851,2.0446,6.1852,2.0682,0.1538,1r6n
7.4000,3881.0000,1074.0000,1269.0000,19.0000,333.0000,96.0000,104.0000,1.0000,969.0000,270.0000,303.0000,4.0000,177.0000,47.0000,54.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.7054,1780.5236,4.8371,81.8803,5.6932,19.9833,124.2928,0.5751,2.3647,0.8588,0.0556,1y3g
7.4000,5800.0000,1605.0000,1713.0000,7.0000,1099.0000,305.0000,320.0000,2.0000,886.0000,240.0000,266.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124.0000,31.0000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.5919,2449.6880,2.3934,54.1575,4.8272,36.6491,314.1779,0.7157,5.5483,0.0000,0.0606,2bpy
7.4000,2532.0000,643.0000,615.0000,10.0000,602.0000,142.0000,141.0000,4.0000,474.0000,114.0000,118.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,107.2829,1251.6538,3.4844,47.9838,4.4556,26.7637,155.1172,0.4676,0.1726,0.2792,0.0833,2i3h
7.4100,443.0000,121.0000,111.0000,5.0000,231.0000,59.0000,62.0000,3.0000,1245.0000,338.0000,327.0000,16.0000,0.0000,0.0000,0.0000,0.0000,203.0000,55.0000,52.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.4843,756.8753,5.3574,0.0000,11.0853,2.3001,8.9931,0.0267,0.0000,0.0000,0.2222,1ik4
7.4200,4920.0000,1322.0000,1526.0000,84.0000,194.0000,52.0000,61.0000,4.0000,730.0000,211.0000,239.0000,13.0000,0.0000,0.0000,0.0000,0.0000,136.0000,42.0000,48.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,131.9254,1887.2800,2.3738,75.2246,2.6039,34.2779,371.0801,1.1668,18.8446,0.0000,0.1176,1t32
7.4300,3758.0000,973.0000,1158.0000,38.0000,1325.0000,351.0000,416.0000,13.0000,1125.0000,285.0000,341.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,132.8307,1823.8856,5.2868,26.8150,12.9547,13.7776,128.9742,0.4103,0.0000,0.3046,0.0541,1b5j
7.4400,4859.0000,1231.0000,1262.0000,27.0000,493.0000,114.0000,128.0000,2.0000,713.0000,180.0000,190.0000,4.0000,173.0000,47.0000,45.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,142.0463,2139.2476,1.8095,67.3065,2.6662,17.6323,126.5283,0.1525,5.6696,0.0000,0.1111,1ciz
7.4400,3686.0000,1023.0000,1290.0000,124.0000,689.0000,187.0000,231.0000,19.0000,90.0000,26.0000,29.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.1975,1595.7347,3.9414,43.3635,5.4708,9.1102,132.9388,0.5774,14.0315,0.0000,0.1250,1qb9
