pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
7.0600,71.1786,523.0692,4.7186,7.5640,5.6001,1.0000,1ui0
7.0700,64.2096,719.4340,5.4623,3.4438,2.4799,0.2500,1ydd
7.0800,53.5002,1104.0448,2.2688,19.9783,2.8851,0.1333,1xpz
7.0900,171.5727,1832.4564,7.4544,48.7990,2.8450,0.0769,1lpg
7.1000,138.4967,1747.3563,7.2723,20.8687,11.1834,0.0526,1b32
7.1000,154.5267,2290.0132,4.2304,66.7069,4.1462,0.0645,2il2
7.1200,124.0091,1600.4434,7.7154,15.2382,10.4507,0.0588,1b05
7.1200,122.2847,1630.1571,6.4137,18.7041,10.8079,0.0571,1b52
7.1200,133.7760,1943.4189,9.3905,50.8807,10.8479,0.0465,1nz7
7.1200,149.3487,2561.8467,10.8046,5.4513,16.4159,0.0465,1xd0
7.1300,106.9918,1221.0685,4.7637,13.0508,6.7421,0.2000,1o3d
7.1300,109.7559,1207.5220,8.0461,0.0000,8.8220,0.1429,2j7d
7.1500,112.3683,1936.4059,4.2056,27.8756,7.4185,0.0400,1fch
7.1500,88.8369,1406.1342,3.8938,31.1986,2.9915,0.1538,1pxn
7.1500,56.4227,927.6346,2.7076,38.9011,0.0000,0.4000,1zog
7.1500,113.8725,1276.4419,5.1420,0.0000,8.0268,0.2000,2fqx
7.1600,129.4997,1413.9325,3.8126,42.7147,5.3143,0.0769,1f0u
7.1700,103.9354,1415.5446,4.1847,35.1000,4.2677,0.1176,1g36
7.1700,106.4370,1256.6006,5.7347,18.4513,6.7350,0.1667,1o2h
7.1900,84.5703,977.3494,3.4999,7.1531,6.4839,0.2500,1gi4
7.1900,88.4913,1323.8092,5.7606,0.0000,8.8816,0.1429,1me7
7.1900,83.0932,1254.7598,5.8472,0.0000,8.9861,0.1429,1me8
7.1900,71.5831,689.3636,5.3168,0.0000,8.4000,0.2857,2j7h
7.2200,143.0350,2610.6467,4.0660,67.6450,8.5408,0.0323,1gvx
7.2200,58.4673,639.2362,1.9346,0.0000,2.7951,0.2222,1sw2
7.2200,155.2207,2804.7349,7.6450,66.5816,7.1367,0.0323,2er6
7.2400,152.4134,1751.4058,4.7552,72.6346,3.7229,0.0714,1g2l
7.2400,103.0967,1621.4814,2.9901,40.8506,4.1520,0.1818,1oyt
7.2500,122.5353,1539.4592,6.2806,21.3538,9.9536,0.0625,1jet
7.2500,95.5863,973.4213,8.0611,0.0000,8.7953,0.2500,2ces
7.2600,137.1486,2072.6460,6.3915,72.0553,5.2102,0.0769,1mrx
7.2600,32.8125,562.4348,3.0335,23.8753,0.5630,0.3333,2f8i
7.2700,62.9389,1307.1075,9.4107,56.3895,1.4942,0.0645,1fdq
7.2800,148.5301,1983.6722,7.3724,47.8410,10.4082,0.0571,1b40
7.2800,108.9157,2119.7092,4.0207,79.6212,7.1157,0.0513,1hii
7.2800,108.4398,1221.6223,4.9582,56.2492,5.7527,0.0909,1kel
7.3000,100.8239,1004.0035,4.4103,13.1752,6.9400,0.2222,1o3h
7.3000,100.9264,1027.9877,4.6154,12.9705,6.7449,0.2222,1o3i
7.3000,64.3671,785.3656,3.4690,20.9947,3.2739,0.3333,1sw1
7.3000,109.5562,1200.7740,3.1578,44.9645,3.3142,0.1053,2i3i
7.3200,103.9307,1439.0896,6.0292,53.0278,5.7523,0.0741,1qf1
7.3200,111.0871,1270.2588,8.6083,4.1348,9.1248,0.1333,2j7e
7.3300,127.8068,1537.8656,3.5823,22.0219,0.4222,0.1538,2j2u
7.3400,57.7251,796.7828,1.8976,24.0562,0.0000,0.4000,1uw6
7.3400,110.2411,1787.2590,5.5487,43.5802,2.7244,0.0571,2fgi
7.3400,99.6610,1432.5565,4.7849,9.6187,6.6991,0.0870,2gv6
7.3500,121.8176,1952.8284,4.2412,34.8503,4.1504,0.0476,1mhw
7.3500,124.6442,1674.5980,7.2587,29.0746,11.8813,0.0571,1qkb
7.3600,73.5717,1001.4309,4.1095,29.1524,4.4101,0.1667,1swg
7.3700,117.7894,1589.9142,6.0558,14.3039,10.3541,0.0588,1b51
7.3700,66.2087,1036.6539,1.9271,22.0548,1.8734,0.0833,1cnx
7.3700,81.1943,1059.8160,7.2204,0.0000,12.6809,0.1000,1fao
7.3800,142.0416,2033.9773,5.4142,65.5144,5.7689,0.0426,1bxq
7.3800,120.1073,1771.6179,5.5672,80.9945,5.1940,0.0769,1qf0
7.3900,57.6837,1049.1592,2.1864,24.7329,3.6278,0.0667,1b11
7.3900,123.5001,1721.8579,1.5414,57.8443,0.9261,0.0800,1d3p
7.4000,107.9274,1319.1741,10.1843,0.0000,12.1294,0.1000,1b55
7.4000,74.1131,739.2638,5.4069,0.0000,9.8032,0.3333,1drj
7.4000,108.6583,1469.6884,5.0852,23.8734,7.0126,0.1111,1k1m
7.4000,128.6668,1305.9270,6.6210,88.6093,1.2184,0.3333,1oar
7.4000,78.3403,1164.3352,3.4354,11.2547,5.2966,0.1667,1owh
7.4000,107.0219,1258.0275,4.4044,61.0322,2.2443,0.1538,1r6n
7.4000,102.6288,1431.0709,5.3127,52.0645,7.4076,0.0556,1y3g
7.4000,110.1532,2331.5828,2.6757,56.1839,5.1997,0.0606,2bpy
7.4000,100.9143,1249.7827,4.1062,44.6477,4.3761,0.0833,2i3h
7.4100,66.1831,749.8219,8.9936,0.0000,12.6771,0.2222,1ik4
7.4200,134.3401,1919.9528,4.3096,68.9781,2.8310,0.1176,1t32
7.4300,138.7746,1818.3484,7.0399,27.3326,11.8520,0.0541,1b5j
7.4400,141.2679,2039.5205,5.1681,63.4470,2.5565,0.1111,1ciz
7.4400,107.9447,1558.0841,6.0158,23.4578,5.7065,0.1250,1qb9
7.4400,100.3286,1514.3651,6.6064,10.1809,9.5786,0.0800,1sc8
7.4400,67.6944,766.4860,8.7971,0.0000,11.9209,0.2222,2f7o
7.4500,101.7282,1249.5520,4.2431,20.2159,4.3367,0.1111,2ccb
7.4600,93.2503,1097.6593,3.5229,7.2331,4.9951,0.2222,1sqo
7.4600,114.9841,1419.3362,2.7513,50.9385,3.6932,0.1000,1yei
7.4600,128.9030,1542.4612,4.3313,60.9189,4.2494,0.0714,1yej
7.4700,215.0108,2770.8872,11.3483,17.5842,12.9779,0.0513,5tmp
7.4800,160.6306,2569.8481,9.1941,86.0315,9.5337,0.0417,1iiq
7.4900,143.1208,1919.2786,5.5212,47.7101,3.9818,0.0741,2hh5
7.5200,77.2141,623.6866,3.9011,12.0329,7.8003,0.1667,1lah
7.5200,117.2686,1818.5581,5.4291,79.3428,5.4379,0.0588,1lf2
7.5200,85.7669,1685.4896,1.8917,64.4794,2.8331,0.2222,1lke
7.5200,91.8157,1276.3375,5.1826,22.5108,8.6519,0.1176,1mmq
7.5200,73.3786,1197.7732,4.6636,22.8357,7.8795,0.2000,2mas
7.5400,99.3144,1566.1523,7.9987,19.2335,2.3994,0.0870,2f1g
7.5500,113.9861,1508.6234,4.8459,29.4069,6.7519,0.0909,1k1j
7.5500,153.1334,1609.8395,4.2087,61.7981,3.0513,0.0952,1lpk
7.5500,96.4363,1551.2230,7.2465,22.0284,5.1792,0.0667,1tlp
7.5500,77.4272,898.2174,4.6639,5.9991,8.1409,0.2000,1v0l
7.5500,112.7953,1796.7260,5.8613,14.0829,8.5620,0.0588,1vj9
7.5700,93.9692,1168.4709,3.7839,62.4447,4.4122,0.0870,1a0q
7.5700,104.8654,1959.4351,8.4331,120.5111,1.9746,0.0556,1m13
7.5700,97.1007,1142.2889,8.5681,3.0717,16.5222,0.1429,1q95
7.5700,136.4994,1967.0344,7.6892,3.6689,7.6261,0.0625,1qhc
7.5700,141.6149,2356.4414,4.0666,81.6535,5.4495,0.0645,2avs
7.6000,162.4118,2687.2393,6.0247,78.0005,9.7380,0.0714,1bwa
7.6000,144.5962,1567.6705,4.8856,65.1730,3.2968,0.1250,1lpz
7.6200,133.5954,1170.8981,7.9030,0.0000,13.5546,0.1250,1fzq
7.6200,100.1903,1404.9202,5.4964,34.2795,6.8601,0.1429,1yqy
7.6200,147.9252,2696.7507,6.7786,61.3466,8.9215,0.0299,2aoe
7.6300,81.1841,1126.7981,3.0007,4.4550,5.7955,0.2222,1c1r
7.6400,86.8884,1311.8369,4.5667,9.6609,5.6260,0.1538,1c1v
7.6400,118.7368,1424.4912,2.7116,69.8998,1.0000,0.1053,1uvt
7.6400,91.0843,1475.8781,6.1574,26.7531,5.4213,0.1333,966c
7.6600,121.7505,1477.5771,3.9752,36.7585,2.0000,0.1538,1f0r
7.6600,116.1216,1592.9443,5.8856,43.7340,5.1679,0.0465,1ppk
7.6600,57.9103,1025.8129,2.0487,26.4482,3.4711,0.0667,5fiv
7.6700,96.5934,2226.9536,3.5817,55.1369,4.8114,0.0588,2bpv
7.6800,110.4694,1365.4836,6.1626,19.5437,6.8228,0.1667,1o2q
7.6800,95.1915,1375.3733,2.7788,54.1717,3.6591,0.0909,1t4v
7.6800,57.7193,851.1942,6.1549,0.0000,10.3476,0.0667,1w1g
7.7000,121.4590,2748.0156,7.0003,52.0178,6.4163,0.0308,1bai
7.7000,194.0300,2894.9973,7.5008,82.5609,13.4208,0.0299,1fzm
7.7000,109.2916,1972.0620,13.6184,41.4655,7.0244,0.0455,1gno
7.7000,169.5383,2556.9951,9.7196,88.6376,10.2547,0.0435,1izh
7.7000,126.8169,2183.2781,3.6655,81.0971,5.4902,0.0769,1mes
7.7000,148.5902,2633.6021,12.9348,34.3016,12.0070,0.0541,1oz0
7.7000,68.5984,1084.6880,3.7860,8.3714,4.8385,0.3333,1uou
7.7000,117.8628,1607.2291,7.1632,9.5450,9.2139,0.0690,1vja
7.7000,212.5714,2687.5278,13.7635,17.3174,17.4540,0.0513,4tmk
7.7200,141.3814,2269.5188,5.3333,85.7294,6.2019,0.0833,1ajv
7.7200,136.7321,2088.1128,4.2776,59.7728,3.1198,0.1111,1caq
7.7200,65.0110,1093.4546,3.5719,21.5180,1.7604,0.0714,1cnw
7.7200,119.8335,1637.6134,4.1583,78.5364,1.8571,0.0541,1j4r
7.7200,69.4014,678.8798,4.6076,4.2577,7.9503,0.2857,1oif
7.7400,125.0040,1355.2640,4.0739,35.3536,2.0000,0.1667,1f0s
7.7400,87.1546,2006.8385,8.6119,56.1416,4.7308,0.0444,1heg
7.7400,121.3664,1831.4170,4.8500,86.1539,4.4475,0.0588,1lee
7.7400,129.6185,1526.9874,4.7820,48.8898,1.3766,0.1538,1nfu
7.7400,111.6449,1477.2065,4.5635,23.8701,5.1377,0.1250,1qbo
7.7400,76.4423,1439.8457,3.4581,67.1289,0.5398,0.0465,1qiw
7.7400,111.6000,1512.9139,3.6632,67.2206,0.8250,0.1111,1rd4
7.7400,107.6237,2061.4871,3.3496,77.2681,5.0545,0.0556,1sbg
7.7400,92.7131,1252.0204,8.7209,49.8010,9.4766,0.0909,1txr
7.7400,86.0540,1046.1327,3.2387,22.1052,2.6478,0.1429,1usn
7.7400,64.1952,765.5933,4.8397,31.9800,3.3757,0.4000,2adu
7.7600,84.8291,948.0004,2.7329,18.1484,1.9704,0.4000,2ccc
7.7700,171.3493,2202.2908,7.1296,39.6104,8.6047,0.1053,1xh9
7.8000,125.4398,1484.8817,14.4350,20.3453,17.3774,0.1111,1x8t
7.8200,128.2072,1678.2476,7.1163,30.2669,10.9333,0.0556,1b6h
7.8200,87.7458,1178.9413,3.8991,49.5793,6.4498,0.1818,1nf8
7.8200,142.0459,1826.2059,7.7788,28.3013,13.5110,0.0625,1njs
7.8200,83.9617,1599.2415,3.7493,56.5867,1.8633,0.5000,1nvs
7.8200,110.0689,1728.3674,3.0351,49.6412,4.1236,0.1111,2cf9
7.8200,118.1039,1440.8259,2.1187,18.9689,0.2507,0.1538,2j34
7.8500,141.4093,2738.4910,7.0474,61.3570,7.0264,0.0308,1a94
7.8500,117.4796,1648.2742,3.8789,46.8743,2.9603,0.1429,1b8y
7.8500,61.4067,1065.2668,1.8346,21.4792,1.4557,0.0625,1cny
7.8500,87.8223,1716.8928,6.5148,39.4578,5.5785,0.1333,1jwt
7.8500,101.9852,834.7882,4.5812,11.8734,9.1878,0.1538,1laf
7.8500,99.3518,1400.1085,7.4648,33.2059,11.0425,0.0870,1lbf
7.8500,124.3714,1855.3870,5.9169,9.8675,8.2744,0.0625,2gv7
7.8900,180.0402,2810.6326,7.9977,96.9604,9.8164,0.0370,1fzo
7.8900,106.9410,1384.8508,7.2522,16.8061,6.1623,0.2000,1gj7
7.8900,227.3900,2020.0215,11.3558,0.0000,12.1800,0.0606,1h2t
7.9100,120.0436,2172.0176,3.2337,74.3122,5.2153,0.0833,1ajx
7.9200,130.3995,2484.0549,4.6578,48.0813,8.1796,0.0606,1b6j
7.9400,129.9560,1407.1652,3.1353,88.4795,0.6498,0.2857,2ewa
7.9600,141.7577,2118.9417,7.0906,53.7769,9.6780,0.0556,1epo
7.9600,141.4755,2352.1399,5.4969,77.9766,7.2358,0.0741,1g2k
7.9600,100.5170,2202.0862,8.9276,63.3636,5.3009,0.0714,1hvh
8.0000,84.4441,1470.1277,2.3405,41.9288,0.3660,0.1333,1a4k
8.0000,105.8988,1139.0569,7.7681,2.5230,13.4199,0.1667,1dqn
8.0000,76.6282,1322.9760,2.2793,67.6973,2.4556,0.0800,1fkg
8.0000,94.5336,1185.1412,3.6973,39.8907,3.4009,0.1111,1gaf
8.0000,122.7259,1953.7749,6.4133,15.1543,11.9831,0.0588,1gai
8.0000,124.2231,1601.1886,9.2280,40.7874,11.8769,0.0714,1qin
8.0000,113.6364,1911.8602,3.6586,50.0739,2.7710,0.1333,1r0p
8.0000,127.0731,1675.5934,7.4427,48.8708,4.6439,0.0952,1tkb
8.0000,76.6443,1416.2037,3.2209,79.4258,2.3749,0.0645,1vyg
8.0000,62.2350,882.7221,4.4221,0.0000,8.9135,0.2222,8abp
8.0000,60.4936,872.3627,5.1716,0.0000,8.4607,0.2222,9abp
8.0100,82.7542,939.9423,3.2653,18.2406,2.1540,0.5000,2cc7
8.0400,102.1255,1578.9390,3.8565,43.0173,4.9303,0.0588,5tmn
8.0500,105.5198,2127.8794,4.9649,67.7089,7.9404,0.0513,1hih
8.0500,47.2724,1139.6165,2.0353,54.3354,2.5949,0.0606,1vyf
8.0500,116.5469,2255.3970,2.7462,84.5974,2.8557,0.0606,2bqv
8.0800,114.3345,2065.9629,5.5865,54.4705,10.0554,0.0444,1siv
8.0800,63.6670,1030.9691,2.7064,28.4580,3.7168,0.0667,6fiv
8.1000,56.5491,1495.0751,0.5067,68.9715,0.0000,0.0833,1erb
8.1000,185.2424,2934.0820,7.3518,90.6441,11.0764,0.0299,1fzj
8.1000,100.9735,1112.6492,7.5580,16.8576,7.2614,0.2500,1ghy
8.1000,36.2425,433.7941,3.8058,10.3712,2.8217,0.3333,1l6m
8.1000,161.8922,2660.7571,12.6385,82.0914,10.9120,0.0408,1ody
8.1000,118.6436,1978.4290,5.5792,75.0961,3.3887,0.1333,1stc
8.1000,105.7225,1711.8080,2.8536,59.5229,3.7655,0.1333,2cf8
8.1100,102.0390,1828.7438,3.7133,63.8459,3.7791,0.1818,1nvr
8.1300,68.8926,878.6593,7.4817,14.7472,2.3724,0.1429,2arm
8.1400,136.1093,2403.1697,6.6221,66.4149,8.5968,0.0667,1g35
8.1400,134.2353,1743.5356,2.6849,88.1188,2.5382,0.1667,1yqj
8.1500,85.4333,1352.5938,2.9604,68.1894,2.2626,0.0800,1fkh
8.1500,180.9315,2718.4985,7.5006,102.2270,8.8550,0.0625,1w5v
8.1500,128.0885,1811.5026,7.8737,48.8329,8.5125,0.0500,2d1n
8.1500,131.8723,1787.0896,2.8457,95.6508,3.3494,0.0426,2fxu
8.2000,76.4613,1236.9672,3.7317,11.3323,6.2069,0.1667,1owd
8.2100,107.3921,1193.9739,4.6711,7.4642,7.9101,0.2222,2ff1
8.2200,93.0098,1010.3241,1.6408,42.1997,1.4945,0.2222,1efy
8.2200,66.1239,1001.5259,5.5689,19.4505,7.8083,0.1111,1h1d
8.2200,95.3053,1556.1018,3.4647,22.1759,3.6084,0.1333,1h1s
8.2200,114.4895,1537.0127,2.8467,22.2236,0.1412,0.1538,2cji
8.2400,69.8245,742.6041,3.8708,3.6449,4.2579,0.2500,1ydb
8.2500,80.1623,1209.2845,3.0341,8.8587,4.7039,0.2222,1c1u
8.2500,50.6146,841.2188,3.7084,32.1768,1.5422,0.1818,1g4o
8.3000,104.9325,2071.7268,4.3323,47.3469,6.2983,0.1000,1b6l
8.3000,63.2002,1111.4294,1.7619,49.2947,1.0177,0.0870,1qbq
8.3000,130.6891,1573.0153,4.6144,46.4256,5.6331,0.1429,1rej
8.3000,97.0981,1366.1483,3.4822,53.8703,4.7294,0.1111,1tom
8.3100,110.4891,2046.5779,6.9467,47.9968,6.2775,0.0667,2hs2
8.3300,91.0594,1585.7870,2.4958,57.2749,4.2713,0.1000,1hwr
8.3400,139.9688,1571.7823,11.4343,6.8051,15.8026,0.1667,1bzy
8.3500,121.1425,1660.4495,3.7467,82.6937,2.5341,0.0667,1mj7
8.3800,104.7365,1511.7681,5.1115,50.6678,6.9870,0.0833,1k21
8.3800,102.7340,1542.8542,2.0833,42.1760,2.3695,0.1053,1mu6
8.3900,161.1546,2483.7083,10.5078,73.2589,6.8058,0.0426,1lzq
8.4000,106.0679,1982.9348,9.0832,47.2741,8.8956,0.0444,1aaq
8.4000,112.1789,2242.3396,4.1783,78.1178,5.6384,0.0667,1b6m
8.4000,149.4644,2478.6555,6.7110,81.1506,7.6411,0.0741,1fq5
8.4000,121.5354,1618.1786,4.7032,48.2054,6.6829,0.0909,1k22
8.4000,115.2244,2257.0063,4.7568,77.7226,5.2879,0.0667,1mtr
8.4000,186.6199,2841.9019,8.1270,104.6751,9.2225,0.0625,1w5x
8.4000,146.2946,1746.4041,4.6588,30.4176,5.5025,0.0714,1w7x
8.4000,99.5591,2094.6855,4.7501,64.3023,5.0441,0.0800,1z1h
8.4000,133.0646,2285.9854,10.9272,47.9716,4.0676,0.0444,1zpa
8.4100,37.9125,749.7852,0.6493,35.0119,0.0000,0.6667,1e4h
8.4100,52.3294,934.5818,3.9251,30.2905,1.5239,0.1818,1g48
8.4100,61.1448,981.3185,6.8492,33.4224,2.7447,0.1818,1i9p
8.4100,52.7697,949.9100,4.1909,28.8892,1.3819,0.1818,1i9q
8.4100,113.1000,1727.0524,3.2166,56.8314,4.8451,0.1111,1w96
8.4200,177.0882,2897.7944,7.9860,89.3215,10.6690,0.0714,1bwb
8.4200,63.3033,956.6755,5.4719,32.5441,2.5626,0.1818,1i9o
8.4800,52.6375,860.0943,4.1813,31.9147,1.4988,0.1818,1i9l
8.4800,57.2263,990.5963,9.9289,27.6957,2.8474,0.1818,1i9m
8.4800,166.8206,2746.0203,7.2311,95.3225,7.6107,0.0625,1w5y
8.4800,115.0032,2074.9990,5.9163,51.1223,6.2186,0.0667,2hs1
8.4900,107.5157,1525.0696,5.6022,50.8287,2.3674,0.6667,2ihq
8.4900,81.4361,1644.5645,2.9209,40.4097,4.3840,0.1333,7upj
8.5200,117.8606,1931.1669,2.4958,140.9501,1.8734,0.1667,1fcy
8.5200,204.0111,2975.1870,10.5724,106.8092,7.5057,0.0588,1i5r
8.5200,137.0292,1587.7219,2.5089,39.2941,0.8963,0.1333,1nfx
8.5200,132.1393,1752.9720,7.0282,23.6602,8.7349,0.1000,1rp7
8.5200,120.2724,1598.1083,2.9421,70.1650,2.5859,0.1176,1ta2
8.5200,141.4424,2142.6360,3.9997,69.0695,0.9142,0.0800,1xkk
8.5200,133.5549,1667.8911,6.1976,37.5178,0.9056,0.1250,2boh
8.5200,101.4426,1596.7242,3.4945,30.1233,3.0526,0.1429,2fvd
8.5500,112.6862,2458.5918,4.6831,82.7059,3.2414,0.0435,1hos
8.5500,130.5904,1970.0039,4.7575,63.0553,4.9959,0.0426,1ppl
8.5500,124.9313,2162.4685,4.1714,60.8722,0.4566,0.0625,2byr
8.5700,66.3917,1308.2170,3.1629,24.1985,1.8314,0.4000,1bgq
8.5700,105.4210,1299.4325,4.4786,1.4449,5.5761,0.1818,1q1g
8.6400,49.9311,897.3287,3.8455,31.0509,1.6040,0.1818,1g45
8.6400,104.3246,1595.1268,3.1201,48.2461,2.8339,0.1111,1mue
8.6400,119.1052,1542.2874,14.7654,62.4613,4.0468,0.0909,1r1j
8.6400,145.9510,1830.9890,6.1020,48.9358,4.9324,0.1176,1t31
8.6600,57.4518,918.8293,5.2586,32.8480,1.6611,0.1818,1i9n
8.7000,37.7188,544.4706,2.1980,15.7993,2.0033,0.4000,1bcd
8.7000,48.5885,954.0251,3.7848,23.8888,1.3449,0.1818,1g4j
8.7000,91.0053,1213.7037,3.0855,104.1776,3.6479,0.4000,1jgl
8.7000,157.7730,1836.3833,14.4785,61.7038,18.0587,0.0476,1jyq
8.7000,85.4781,1615.2827,1.3470,73.5445,1.9091,0.2500,1lnm
8.7000,120.6153,2078.6824,2.9334,67.1476,4.1711,0.0714,1ohr
8.7000,99.2324,1883.6224,3.8442,40.5205,4.3816,0.0667,1t7j
8.7000,99.8242,1721.6500,1.8284,135.0308,2.2202,0.1538,1xap
8.7000,121.3501,2076.3772,7.3074,53.7649,6.5977,0.0667,2f8g
8.7000,43.5845,691.0876,2.2671,3.2668,3.5883,0.2500,2h4n
8.7000,94.5419,1208.4292,3.3520,75.2180,0.0000,0.3333,2pcp
8.7300,57.7803,954.7329,3.9187,10.7122,2.5056,0.2222,1cin
8.7400,114.2709,2417.7698,4.5922,66.9409,6.4453,0.0625,1b6k
8.7400,116.0352,1740.7606,4.4639,74.4771,3.3137,0.0667,1mjj
8.7400,140.0962,2375.4348,4.2898,87.7824,5.0882,0.0645,1sdv
8.7700,63.9206,1135.4719,5.4381,12.0663,3.2883,0.1538,1bnv
8.7700,106.7341,2184.3713,5.2183,62.4016,6.0338,0.0769,1d4l
8.7700,65.3682,574.1217,3.6412,9.5488,3.6246,0.2857,1qft
8.7700,107.0067,1241.2889,7.7686,29.6151,7.0754,0.2000,1x38
8.7700,126.0779,2267.2446,9.1333,55.7194,5.4505,0.0541,1zp8
8.8000,54.3361,930.6564,3.8057,32.2976,1.5548,0.1818,1g46
8.8000,177.7961,2801.8999,7.2204,101.0749,8.5044,0.0625,1w5w
8.8100,95.4461,2107.2764,6.4530,19.6433,5.9211,0.1000,1ork
8.8200,58.5312,924.1695,4.6603,11.9100,3.1354,0.2857,1cim
8.8200,59.0516,1050.1493,3.4313,31.6299,1.8591,0.1818,1g54
8.8200,49.5620,972.1956,2.9489,21.3807,2.7232,0.0667,3tlh
8.8500,131.2005,2351.3142,3.6755,81.7574,4.7035,0.0645,2avo
8.8900,100.1686,1310.8429,4.6821,5.6140,5.9751,0.2000,1n3i
8.8900,120.1339,1694.0925,3.5802,55.6150,4.0056,0.5000,1nt1
8.9200,116.7798,1739.0928,2.6864,48.8419,3.3736,0.0645,1kzn
8.9200,130.8799,1772.4027,8.6454,67.8165,5.1039,0.0870,1r1h
8.9600,175.3362,2677.6121,6.4058,90.9925,9.0688,0.0714,1bv9
8.9600,137.0363,1426.7317,3.4007,39.8320,1.0000,0.1667,1nfw
9.0000,114.4776,1668.7909,4.9839,40.5681,9.1628,0.0488,1apv
9.0000,158.1470,2411.6753,7.0687,129.4386,1.9294,0.0741,1fm9
9.0000,161.9063,1645.3363,4.6500,31.1979,2.2332,0.1333,1mq5
9.0000,109.2646,1611.8400,1.8560,46.9557,1.9436,0.1000,1mu8
9.0000,25.4606,569.1354,1.5126,0.0000,1.0572,0.6667,1wei
9.0000,81.2699,1192.2706,2.7817,64.1208,1.0000,0.1333,1y0l
9.0000,140.2856,1739.5471,4.1556,44.7074,1.0967,0.0769,2j4i
9.0400,57.3225,970.5757,4.6567,33.2805,1.8038,0.1818,1g53
9.0500,167.2810,1654.1711,7.9797,101.5441,6.4351,0.0769,1ezq
9.0500,73.2144,1396.1824,2.3353,53.4652,3.1157,0.4000,1kdk
9.0500,98.9602,1669.6473,3.8270,47.5105,5.9819,0.0741,1pbk
9.0500,58.1056,1019.8281,1.9702,32.5117,1.2369,0.1667,1s63
9.0700,90.6581,1245.9126,3.2986,1.5269,5.1922,0.2222,1nw4
9.0800,56.7498,884.1837,3.4517,10.1830,1.7779,0.1538,1bnw
9.0900,121.4598,1737.6018,2.7315,67.0056,1.0000,0.0952,1d3d
9.0900,152.2272,2238.5950,5.6951,91.6189,4.8724,0.0769,1msn
9.1000,129.9632,1917.0380,2.8977,96.9027,2.7618,0.0714,1h22
9.1100,105.1143,1532.9744,7.7321,39.5692,2.6175,0.1176,1d9i
9.1300,119.8579,1672.0579,2.9787,54.8689,3.6099,0.0909,1ta6
9.1800,137.2855,1698.7893,3.0282,69.3885,3.0902,0.0952,1z71
9.1800,148.4606,2408.6272,6.2910,87.0486,5.6720,0.0625,2fgu
9.2100,109.7822,1840.9214,4.3325,84.0437,1.4499,0.0667,1mh5
9.2200,120.7671,2460.1770,6.1418,82.2347,6.5398,0.0714,1d4k
9.2200,97.8885,1744.5090,4.8426,41.3001,4.4249,0.1333,1hpo
9.2200,125.5834,2317.4282,5.4873,71.5057,6.7010,0.0488,1hps
9.2200,98.6331,1904.0342,3.9341,48.8802,3.8256,0.0667,1hpv
9.2200,85.5725,1699.9956,2.2303,41.8344,1.6362,0.0909,1uho
9.2200,103.1424,1275.6769,7.3485,5.6362,7.8786,0.1429,1x39
9.2200,119.9973,2151.4983,4.6827,53.4884,6.6109,0.0800,1z1r
9.2600,85.8712,1888.4904,3.2790,90.7403,5.2743,0.0952,1db1
9.2600,146.6832,2370.3276,6.8396,86.7904,4.1402,0.0645,2avv
9.2700,145.1304,2390.3516,3.9851,96.2008,5.1293,0.0645,1sdt
9.2800,96.5368,1632.5101,7.0874,33.4830,5.3758,0.1333,830c
9.3000,184.2503,2650.3530,5.2328,104.2702,7.5935,0.0714,1bv7
9.3000,93.4829,1712.0580,1.9515,32.8776,1.4073,0.1111,1udt
9.3100,60.0418,988.9026,5.8252,27.3144,3.0013,0.1250,1bn4
9.3200,142.0981,2489.9717,6.5337,78.3936,7.4448,0.0426,2aqu
9.3400,59.1670,952.8586,5.5004,30.6062,2.9784,0.1429,1bn1
9.4000,112.6967,1948.5466,3.2118,65.0961,4.2851,0.0714,1fkf
9.4000,167.1076,1650.1697,5.1719,68.5350,4.5780,0.0870,1ksn
9.4000,135.8468,2209.9963,5.1167,99.2882,5.5667,0.0769,1met
9.4000,82.4069,1380.5651,3.4645,43.4005,1.0000,0.1818,1pme
9.4000,70.2890,1437.7339,1.6007,59.7339,1.2348,0.3333,1sqn
9.4200,124.2658,2299.8010,2.5120,82.5886,3.8774,0.0645,1hsh
9.4300,59.2515,998.7401,2.9433,14.2580,2.5942,0.1818,1cil
9.4400,52.6578,940.3745,3.6659,33.6577,1.7485,0.1818,1g1d
9.4700,132.8354,2183.7368,2.6239,89.9580,5.0360,0.0769,1qbs
9.4800,119.7287,1964.0811,4.8168,61.3995,3.0000,0.1538,1xjd
9.4900,64.4219,1097.3431,3.4535,10.4812,2.7315,0.1176,1bnq
9.5100,131.8572,2424.0818,3.0374,118.6312,4.1471,0.1000,1hvr
9.5200,170.8667,2812.0527,7.8749,76.0122,10.5364,0.0274,1m4h
9.5200,120.1141,1703.5708,3.8040,94.0831,1.7967,0.1250,2bys
9.5200,128.8779,1777.0936,3.3010,92.5033,1.3189,0.1111,2gvj
9.5400,57.0144,954.1041,3.4037,36.5030,1.9180,0.1818,1g52
9.5500,125.1344,2153.0244,3.7168,89.6772,5.3728,0.0909,1dmp
9.5500,97.2538,1370.1979,6.9972,31.9712,9.8744,0.0714,1ws1
9.5700,97.9588,1634.5942,4.9336,40.6053,6.3102,0.0741,1o86
