pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,nacttors,ninacttors,PDB
6.7700,114.2100,1471.3427,9.0347,22.0242,4.8932,8.0000,3.0000,1qb1
6.0600,97.5462,1286.9865,4.5688,27.7718,5.6783,6.0000,4.0000,1qb6
7.4400,107.9447,1558.0841,6.0158,23.4578,5.7065,6.0000,2.0000,1qb9
5.8500,105.0586,1327.8185,3.0313,19.8239,4.8129,7.0000,2.0000,1qbn
7.7400,111.6449,1477.2065,4.5635,23.8701,5.1377,5.0000,4.0000,1qbo
8.3000,63.2002,1111.4294,1.7619,49.2947,1.0177,8.0000,5.0000,1qbq
10.5700,173.0867,2678.2568,5.8796,92.6732,8.3239,12.0000,2.0000,1qbr
9.4700,132.8354,2183.7368,2.6239,89.9580,5.0360,10.0000,4.0000,1qbs
10.6200,190.4364,2973.3657,7.2266,109.0276,10.2493,12.0000,2.0000,1qbt
10.2400,111.5090,2179.3848,3.9619,74.2675,6.3172,10.0000,2.0000,1qbu
5.3900,99.1335,1430.8245,3.6095,50.8890,2.0194,8.0000,1.0000,1qbv
5.2700,68.0627,1654.8717,6.7979,96.0245,1.8689,6.0000,9.0000,1qca
7.3800,120.1073,1771.6179,5.5672,80.9945,5.1940,11.0000,2.0000,1qf0
7.3200,103.9307,1439.0896,6.0292,53.0278,5.7523,11.0000,3.0000,1qf1
5.9200,78.1013,1295.9983,4.2563,49.2558,2.9479,7.0000,1.0000,1qf2
8.7700,65.3682,574.1217,3.6412,9.5488,3.6246,2.0000,1.0000,1qft
7.5700,136.4994,1967.0344,7.6892,3.6689,7.6261,14.0000,2.0000,1qhc
2.3500,65.0744,776.7975,5.8332,0.0000,8.8769,4.0000,8.0000,1qi0
8.0000,124.2231,1601.1886,9.2280,40.7874,11.8769,12.0000,2.0000,1qin
7.7400,76.4423,1439.8457,3.4581,67.1289,0.5398,19.0000,3.0000,1qiw
4.8500,100.4180,2085.6677,5.7803,51.7876,3.6554,19.0000,3.0000,1qji
5.9200,160.9329,1976.8414,8.0841,27.7875,14.7117,17.0000,3.0000,1qka
7.3500,124.6442,1674.5980,7.2587,29.0746,11.8813,14.0000,5.0000,1qkb
1.3600,27.3913,345.0158,2.2542,1.0000,1.6123,1.0000,1.0000,1qpb
2.0600,56.3336,616.9015,4.3959,1.3869,5.8460,4.0000,2.0000,1qq9
3.6800,124.2678,1708.8391,6.2056,38.7732,9.1538,22.0000,6.0000,1qsc
5.0500,139.3402,1715.7560,5.3942,43.5708,8.1186,15.0000,4.0000,1qxk
6.5200,46.2991,798.7193,1.4590,26.2534,1.0000,3.0000,3.0000,1qy1
5.7400,37.5513,743.6102,0.8505,19.9637,1.0000,2.0000,3.0000,1qy2
6.7000,50.6662,1180.6958,1.7936,4.3756,2.3629,3.0000,4.0000,1qy5
8.0000,113.6364,1911.8602,3.6586,50.0739,2.7710,5.0000,3.0000,1r0p
3.8300,88.0123,1178.5698,7.0120,0.0000,11.2218,8.0000,3.0000,1r0x
8.9200,130.8799,1772.4027,8.6454,67.8165,5.1039,9.0000,3.0000,1r1h
8.6400,119.1052,1542.2874,14.7654,62.4613,4.0468,9.0000,2.0000,1r1j
4.0500,87.2700,1080.2024,5.7152,16.5757,5.1895,9.0000,2.0000,1r4w
6.4600,90.3245,801.7684,5.3639,22.8494,6.2334,0.0000,2.0000,1r5y
7.4000,107.0219,1258.0275,4.4044,61.0322,2.2443,5.0000,1.0000,1r6n
5.4000,62.9852,599.0291,2.5484,0.0000,2.2326,2.0000,3.0000,1r9l
12.7200,77.9061,1152.8616,6.1701,0.0000,10.8931,9.0000,3.0000,1rbo
6.7200,65.0252,1355.1143,0.5563,81.4517,0.0000,5.0000,6.0000,1rbp
7.7400,111.6000,1512.9139,3.6632,67.2206,0.8250,7.0000,2.0000,1rd4
2.0600,29.0679,381.6414,4.1363,0.0000,8.2474,1.0000,5.0000,1rdi
1.6600,26.7978,362.1683,4.0042,0.0000,7.6336,0.0000,5.0000,1rdj
2.2400,26.6785,395.9317,3.8102,0.0000,7.7130,1.0000,5.0000,1rdl
1.8400,31.4693,507.7477,3.7605,1.1376,7.2594,2.0000,5.0000,1rdn
6.7000,97.2589,1793.9385,2.8709,102.6108,2.0851,3.0000,4.0000,1rdt
8.3000,130.6891,1573.0153,4.6144,46.4256,5.6331,5.0000,2.0000,1rej
6.7000,159.4597,2296.2341,5.5157,73.7348,7.8148,10.0000,5.0000,1rek
4.3100,66.3463,825.3778,5.3719,0.0000,4.5316,4.0000,3.0000,1rgk
4.4300,68.8921,867.5730,5.4792,0.0000,3.0607,4.0000,3.0000,1rgl
5.8000,83.9473,1059.7283,4.8199,0.0000,6.9966,8.0000,3.0000,1rle
6.4600,80.6222,1143.1625,1.8272,49.1283,0.8326,4.0000,1.0000,1ro6
3.1800,179.7703,2322.1064,10.2619,15.0263,16.4183,11.0000,7.0000,1ro7
8.5200,132.1393,1752.9720,7.0282,23.6602,8.7349,8.0000,2.0000,1rp7
6.4800,78.1983,931.6075,7.7590,0.0000,12.4326,1.0000,5.0000,1rpj
2.7500,44.1735,464.1837,2.3235,5.4823,3.7713,1.0000,0.0000,1rql
4.1000,94.3949,1393.9415,4.5280,46.3531,7.2264,24.0000,9.0000,1rzx
5.1500,79.0846,851.3712,3.1128,28.9042,4.3387,0.0000,2.0000,1s38
9.0500,58.1056,1019.8281,1.9702,32.5117,1.2369,5.0000,0.0000,1s63
6.8900,114.1783,1727.3335,5.5365,54.2029,2.9298,9.0000,1.0000,1sb1
7.7400,107.6237,2061.4871,3.3496,77.2681,5.0545,14.0000,6.0000,1sbg
7.4400,100.3286,1514.3651,6.6064,10.1809,9.5786,10.0000,3.0000,1sc8
9.2700,145.1304,2390.3516,3.9851,96.2008,5.1293,12.0000,5.0000,1sdt
10.0700,135.1499,2365.2727,3.7570,81.9417,5.3697,12.0000,5.0000,1sdu
8.7400,140.0962,2375.4348,4.2898,87.7824,5.0882,12.0000,5.0000,1sdv
5.3700,122.0402,2264.0120,4.5533,79.3475,4.6776,12.0000,5.0000,1sgu
5.8000,63.6516,860.2051,3.5726,0.0000,6.1675,4.0000,2.0000,1sgx
6.0300,111.2844,2255.5684,5.9869,56.2174,4.3879,18.0000,6.0000,1sh9
8.0800,114.3345,2065.9629,5.5865,54.4705,10.0554,17.0000,9.0000,1siv
6.5700,93.3083,1737.2649,3.4901,61.4195,3.3816,9.0000,1.0000,1sld
6.1700,60.6526,1521.8312,1.0711,25.2051,1.1791,7.0000,1.0000,1sle
6.6400,126.4793,1699.1959,7.0245,56.7830,5.6548,14.0000,1.0000,1sln
9.4000,70.2890,1437.7339,1.6007,59.7339,1.2348,1.0000,2.0000,1sqn
7.4600,93.2503,1097.6593,3.5229,7.2331,4.9951,3.0000,1.0000,1sqo
6.2000,97.4314,1244.3003,3.5935,5.4408,4.1901,4.0000,3.0000,1sqt
10.1000,109.4645,2142.4392,1.9179,65.0476,1.4921,5.0000,4.0000,1sr7
5.3000,120.6959,1267.8174,10.8020,68.7905,5.4222,3.0000,2.0000,1srg
6.0800,107.1349,1387.6781,14.2084,78.0036,3.8779,3.0000,3.0000,1sri
6.0000,38.6654,475.4133,3.4379,0.0000,3.9751,2.0000,2.0000,1ssq
8.1000,118.6436,1978.4290,5.5792,75.0961,3.3887,5.0000,3.0000,1stc
4.7700,86.9192,1760.6511,2.5707,34.3566,4.3059,20.0000,4.0000,1str
5.0000,77.3482,1756.6138,1.9138,33.6717,3.6257,23.0000,4.0000,1sts
7.3000,64.3671,785.3656,3.4690,20.9947,3.2739,1.0000,2.0000,1sw1
7.2200,58.4673,639.2362,1.9346,0.0000,2.7951,2.0000,3.0000,1sw2
7.3600,73.5717,1001.4309,4.1095,29.1524,4.4101,5.0000,0.0000,1swg
6.9200,92.6989,1106.4077,6.4739,27.9025,7.4008,5.0000,0.0000,1swr
5.4400,112.1648,1126.6710,7.0320,18.2708,10.2892,3.0000,1.0000,1syi
4.5400,144.0360,1764.1349,3.8624,0.0000,7.4620,9.0000,6.0000,1szd
8.6400,145.9510,1830.9890,6.1020,48.9358,4.9324,7.0000,1.0000,1t31
7.4200,134.3401,1919.9528,4.3096,68.9781,2.8310,7.0000,1.0000,1t32
7.6800,95.1915,1375.3733,2.7788,54.1717,3.6591,10.0000,0.0000,1t4v
4.2200,53.0752,847.8365,6.2670,4.9655,8.5556,6.0000,3.0000,1t5f
6.0300,82.5161,1584.1957,4.1349,35.2643,4.3785,9.0000,8.0000,1t7d
8.7000,99.2324,1883.6224,3.8442,40.5205,4.3816,12.0000,4.0000,1t7j
8.5200,120.2724,1598.1083,2.9421,70.1650,2.5859,7.0000,1.0000,1ta2
9.1300,119.8579,1672.0579,2.9787,54.8689,3.6099,9.0000,2.0000,1ta6
6.0200,89.6840,1439.5039,3.1830,47.3413,2.5227,14.0000,6.0000,1tcw
6.9500,102.7037,2075.7651,3.4988,79.3791,5.3429,14.0000,6.0000,1tcx
5.1500,100.7487,1166.5560,3.7737,37.7346,2.1440,7.0000,2.0000,1thz
8.0000,127.0731,1675.5934,7.4427,48.8708,4.6439,8.0000,3.0000,1tkb
7.5500,96.4363,1551.2230,7.2465,22.0284,5.1792,11.0000,6.0000,1tlp
2.9300,38.2373,536.0855,1.8715,3.7085,2.9716,1.0000,1.0000,1tng
3.3700,47.4770,584.5823,1.6508,3.6438,2.9369,1.0000,1.0000,1tnh
4.0000,68.9523,609.4850,3.9808,4.4250,2.0000,4.0000,1.0000,1tni
1.9600,53.5728,598.8158,2.6609,3.2738,2.0206,2.0000,1.0000,1tnj
1.4900,50.8561,657.0640,2.5786,5.1364,2.0000,3.0000,1.0000,1tnk
1.8800,55.6368,665.6876,3.1911,5.5864,1.9757,1.0000,1.0000,1tnl
3.2200,49.8241,634.4219,2.6160,33.8156,4.4967,3.0000,0.0000,1tog
8.3000,97.0981,1366.1483,3.4822,53.8703,4.7294,7.0000,2.0000,1tom
6.1900,126.3717,1306.5719,8.3523,0.0000,14.0442,6.0000,2.0000,1tq4
6.1500,62.2979,1051.9385,2.6007,35.1224,1.3558,2.0000,2.0000,1tsl
4.0500,57.4391,654.7269,3.2028,20.8055,2.4461,8.0000,0.0000,1tuf
6.8500,96.7552,1335.1646,2.2871,43.7206,2.5713,2.0000,1.0000,1tvo
4.6000,66.4423,801.3441,4.0771,2.7386,5.1231,2.0000,2.0000,1tx7
7.7400,92.7131,1252.0204,8.7209,49.8010,9.4766,8.0000,4.0000,1txr
5.4900,93.4674,1328.0381,6.9794,5.9543,13.1048,4.0000,2.0000,1tys
5.8500,77.9228,883.4811,4.0661,19.1347,6.6870,1.0000,2.0000,1u1w
4.2200,82.5095,1598.1788,5.1085,0.0000,5.0816,4.0000,3.0000,1ua4
5.2200,101.3633,1227.7606,6.6472,0.0000,9.0957,6.0000,3.0000,1ucn
9.3000,93.4829,1712.0580,1.9515,32.8776,1.4073,6.0000,4.0000,1udt
2.8900,20.7152,377.0501,1.1675,21.4891,2.8216,2.0000,1.0000,1ugp
5.9100,68.8335,925.0561,3.4067,0.0304,6.6823,6.0000,8.0000,1ugx
9.2200,85.5725,1699.9956,2.2303,41.8344,1.6362,8.0000,4.0000,1uho
7.0600,71.1786,523.0692,4.7186,7.5640,5.6001,0.0000,0.0000,1ui0
3.0500,78.6928,863.8568,7.8438,0.0000,10.2275,6.0000,2.0000,1uj5
3.0500,70.8647,785.6653,7.5487,0.0000,10.8934,6.0000,3.0000,1uj6
4.2100,45.9986,669.3819,2.3809,0.0000,4.2917,5.0000,8.0000,1ulg
6.5500,112.1819,1639.8159,5.5188,16.2299,7.5327,24.0000,5.0000,1umw
7.7000,68.5984,1084.6880,3.7860,8.3714,4.8385,2.0000,0.0000,1uou
4.6000,30.6112,513.5757,0.2980,3.8150,0.6582,0.0000,0.0000,1upf
5.7700,135.2206,2043.5698,6.0085,42.8259,7.8882,9.0000,7.0000,1ur9
5.8200,75.1895,1125.6841,3.3830,0.0000,5.9426,4.0000,8.0000,1urg
7.7400,86.0540,1046.1327,3.2387,22.1052,2.6478,5.0000,2.0000,1usn
4.5500,123.0607,2250.3074,5.0439,57.6309,6.7453,23.0000,7.0000,1utc
3.8400,46.7699,528.7094,1.4687,4.1681,2.6870,1.0000,1.0000,1utj
2.4700,46.3200,590.2482,1.2988,8.4041,1.3726,3.0000,1.0000,1utl
3.0100,27.4429,535.3923,0.4545,3.6547,1.5000,2.0000,1.0000,1utm
3.4900,45.9975,543.3562,1.9164,4.5127,3.0976,1.0000,1.0000,1utn
2.2700,41.0500,572.6500,0.7622,6.2835,1.3651,2.0000,1.0000,1uto
5.1200,46.5522,668.4942,1.9800,0.0000,0.0714,4.0000,3.0000,1uv6
7.6400,118.7368,1424.4912,2.7116,69.8998,1.0000,8.0000,1.0000,1uvt
7.3400,57.7251,796.7828,1.8976,24.0562,0.0000,1.0000,1.0000,1uw6
6.8200,65.5237,936.4552,5.3738,12.0347,8.6604,5.0000,5.0000,1uwf
5.9800,90.5692,911.2289,7.9353,0.0000,9.5862,2.0000,4.0000,1uwu
3.0000,39.4904,590.0974,1.1371,0.0000,3.0527,3.0000,6.0000,1ux7
2.3000,44.9970,746.6675,2.3736,13.7045,3.0875,8.0000,9.0000,1uxa
2.1500,46.2543,767.4036,2.5299,14.0891,3.1184,8.0000,9.0000,1uxb
6.8900,74.7438,755.9409,5.7321,4.4869,8.1078,1.0000,3.0000,1uz1
3.4000,67.4671,744.9394,4.4923,6.7616,7.1244,1.0000,3.0000,1uz4
4.9600,92.1308,1513.7339,2.9615,13.1331,6.3134,8.0000,11.0000,1uz8
5.1000,79.0524,969.7735,5.0770,0.0000,7.3606,2.0000,5.0000,1v0k
7.5500,77.4272,898.2174,4.6639,5.9991,8.1409,2.0000,4.0000,1v0l
3.9800,145.3723,1528.9171,7.3900,26.8928,8.6482,8.0000,3.0000,1v11
4.8200,71.5482,963.0145,4.3413,7.3912,9.0322,1.0000,3.0000,1v1j
3.9400,144.9722,1557.9133,7.5543,26.8034,9.2195,8.0000,3.0000,1v1m
3.2500,61.2744,589.0704,2.5788,3.6641,4.3573,1.0000,1.0000,1v2j
6.1900,136.0508,1536.6969,1.5101,41.8604,0.0000,4.0000,0.0000,1v2k
4.2900,58.9168,593.1825,1.7053,6.0295,3.1607,1.0000,1.0000,1v2l
5.9000,103.3254,1354.2897,3.1021,42.9733,4.0637,6.0000,4.0000,1v2n
4.1300,75.1039,1008.1899,3.9959,7.0730,5.5224,10.0000,3.0000,1v2q
3.5500,78.6042,1057.0381,4.1142,5.3089,6.2191,10.0000,3.0000,1v2r
4.1700,59.5723,588.9471,2.0298,4.9051,4.0625,1.0000,1.0000,1v2s
4.7100,72.7669,1026.5173,3.4433,4.9283,6.1940,10.0000,3.0000,1v2t
3.3700,59.2445,586.9909,2.4635,5.5226,4.4590,1.0000,1.0000,1v2u
4.0100,78.4397,998.1827,3.8373,5.3737,6.2140,10.0000,3.0000,1v2w
7.5500,112.7953,1796.7260,5.8613,14.0829,8.5620,15.0000,2.0000,1vj9
7.7000,117.8628,1607.2291,7.1632,9.5450,9.2139,12.0000,3.0000,1vja
3.5800,82.4066,1318.0415,4.0497,0.0000,5.9491,8.0000,3.0000,1vjc
3.5400,127.3202,1609.0739,9.3893,0.0000,7.7055,8.0000,3.0000,1vjd
5.7700,83.9706,987.7897,4.7029,0.0000,6.9500,6.0000,3.0000,1vjj
4.8500,118.1433,1631.1271,7.3633,0.0000,10.9028,6.0000,2.0000,1vkj
6.6000,68.8185,1202.4773,1.4677,53.1313,1.3205,0.0000,3.0000,1vot
5.6300,72.1901,1601.4155,1.8411,28.2514,1.8794,12.0000,1.0000,1vwl
5.8200,112.9636,1885.0726,6.5816,66.1579,3.1058,9.0000,0.0000,1vwn
8.0500,47.2724,1139.6165,2.0353,54.3354,2.5949,15.0000,1.0000,1vyf
8.0000,76.6443,1416.2037,3.2209,79.4258,2.3749,14.0000,1.0000,1vyg
5.3000,75.4427,1358.1682,1.6353,52.7025,2.2645,7.0000,0.0000,1vyq
6.4200,127.9475,1507.1667,3.6949,26.1952,3.8750,10.0000,3.0000,1w0y
6.5200,60.0788,828.1523,5.9248,0.0000,10.1108,8.0000,2.0000,1w1d
7.6800,57.7193,851.1942,6.1549,0.0000,10.3476,12.0000,4.0000,1w1g
4.5700,89.3143,1092.0702,3.3841,19.4195,2.9345,2.0000,3.0000,1w2g
6.3200,72.7553,687.0129,5.5384,0.0000,8.5197,1.0000,3.0000,1w3j
6.2800,121.5979,1421.7815,8.4526,0.0000,14.2981,7.0000,9.0000,1w3l
5.2200,62.0491,980.6899,4.9961,2.2860,5.2001,4.0000,2.0000,1w4o
4.7400,57.6811,936.2229,3.9512,2.8000,3.9936,4.0000,1.0000,1w4p
5.2600,70.5638,1004.0592,5.5227,3.1931,3.6439,4.0000,1.0000,1w4q
8.1500,180.9315,2718.4985,7.5006,102.2270,8.8550,13.0000,4.0000,1w5v
8.8000,177.7961,2801.8999,7.2204,101.0749,8.5044,13.0000,4.0000,1w5w
8.4000,186.6199,2841.9019,8.1270,104.6751,9.2225,13.0000,4.0000,1w5x
8.4800,166.8206,2746.0203,7.2311,95.3225,7.6107,13.0000,4.0000,1w5y
5.3600,46.8251,1044.6141,2.8214,47.1800,2.0000,0.0000,2.0000,1w6y
5.1000,101.4684,1639.4686,3.5526,27.2164,2.8190,12.0000,1.0000,1w7g
8.4000,146.2946,1746.4041,4.6588,30.4176,5.5025,12.0000,2.0000,1w7x
0.4900,35.9239,499.2256,1.6108,21.0663,1.0000,0.0000,2.0000,1w8l
1.6000,47.7414,547.9244,1.2978,10.7937,1.6599,3.0000,1.0000,1w8m
8.4100,113.1000,1727.0524,3.2166,56.8314,4.8451,4.0000,8.0000,1w96
4.0000,93.7646,1571.3044,6.4927,0.0000,8.5405,8.0000,3.0000,1wc1
6.2600,83.8479,1073.5736,6.6209,15.8033,10.5890,6.0000,6.0000,1wcq
6.3000,77.6087,709.1584,5.5694,14.6724,9.2333,4.0000,1.0000,1wdn
4.3600,47.9622,806.2408,9.8037,4.4932,7.6032,1.0000,3.0000,1we2
9.0000,25.4606,569.1354,1.5126,0.0000,1.0572,0.0000,1.0000,1wei
3.7000,80.1406,942.4874,6.5861,41.7886,5.4293,5.0000,0.0000,1wht
0.8200,51.1692,632.2584,5.3088,7.1610,3.2279,4.0000,2.0000,1wkm
6.3000,72.6990,1098.2030,8.0633,17.2226,6.1539,3.0000,3.0000,1wm1
9.5500,97.2538,1370.1979,6.9972,31.9712,9.8744,11.0000,4.0000,1ws1
3.0000,59.7850,599.1547,2.5086,0.0000,5.2317,2.0000,5.0000,1ws4
3.0300,58.9201,580.1729,2.6480,0.0000,5.3810,2.0000,5.0000,1ws5
4.4600,129.9122,1459.5789,15.9593,1.0000,16.8315,8.0000,2.0000,1wvc
6.7300,108.6737,1140.7428,7.4693,31.8095,10.3106,3.0000,1.0000,1wvj
8.7700,107.0067,1241.2889,7.7686,29.6151,7.0754,2.0000,4.0000,1x38
9.2200,103.1424,1275.6769,7.3485,5.6362,7.8786,4.0000,4.0000,1x39
2.2100,37.3397,696.2489,3.0486,8.8457,4.4250,0.0000,4.0000,1x8d
6.9600,30.2154,1191.5137,0.1701,52.3392,0.0000,0.0000,3.0000,1x8j
6.1200,138.5461,1550.7885,15.4395,20.2796,18.3478,7.0000,2.0000,1x8r
7.8000,125.4398,1484.8817,14.4350,20.3453,17.3774,7.0000,2.0000,1x8t
3.9600,84.9866,1350.4117,6.8717,0.0000,11.1225,5.0000,8.0000,1x9d
8.7000,99.8242,1721.6500,1.8284,135.0308,2.2202,3.0000,5.0000,1xap
5.3000,68.3979,1464.4333,3.0805,33.6101,1.0758,7.0000,2.0000,1xbb
6.0400,127.9516,1600.0518,4.5626,48.1176,7.0346,9.0000,3.0000,1xbo
7.1200,149.3487,2561.8467,10.8046,5.4513,16.4159,12.0000,17.0000,1xd0
4.8200,62.2304,776.5155,5.8944,1.8510,9.7654,4.0000,1.0000,1xff
4.6800,53.9691,696.4572,3.4103,0.2929,5.6882,1.0000,0.0000,1xge
4.8500,79.7366,1023.4413,6.1654,14.1752,6.7094,5.0000,0.0000,1xgi
7.7700,171.3493,2202.2908,7.1296,39.6104,8.6047,7.0000,3.0000,1xh9
6.1800,88.9431,971.6276,6.4668,25.3469,9.6999,4.0000,2.0000,1xhy
9.4800,119.7287,1964.0811,4.8168,61.3995,3.0000,4.0000,3.0000,1xjd
6.0000,110.1078,1519.1427,6.6236,0.0000,5.8311,13.0000,8.0000,1xk5
6.8500,101.7995,1022.1777,9.0961,65.5457,2.3357,3.0000,2.0000,1xk9
6.8800,145.9597,1530.4565,5.5197,36.6805,3.2822,9.0000,1.0000,1xka
8.5200,141.4424,2142.6360,3.9997,69.0695,0.9142,11.0000,1.0000,1xkk
7.0800,53.5002,1104.0448,2.2688,19.9783,2.8851,6.0000,1.0000,1xpz
6.3400,62.3111,1181.2653,3.1829,20.3335,1.6435,6.0000,1.0000,1xq0
6.8500,62.7234,508.1970,5.4612,0.0000,8.1190,2.0000,2.0000,1xt8
10.2200,98.8569,1489.5308,3.4980,58.6172,2.1478,5.0000,2.0000,1xzx
9.0000,81.2699,1192.2706,2.7817,64.1208,1.0000,5.0000,3.0000,1y0l
3.0800,72.0896,588.0813,4.6262,20.7406,6.5018,1.0000,1.0000,1y1z
5.3200,67.5655,513.5856,5.5575,17.9106,6.7660,1.0000,1.0000,1y20
4.9200,52.1556,810.6389,1.5827,43.2435,0.0000,6.0000,2.0000,1y2f
4.0800,49.5094,812.7455,0.4584,46.5248,0.0000,3.0000,2.0000,1y2g
7.4000,102.6288,1431.0709,5.3127,52.0645,7.4076,14.0000,6.0000,1y3g
5.5500,90.3024,1382.4628,5.4715,7.4779,9.0310,4.0000,5.0000,1y3n
4.8200,147.9339,2548.5571,11.1703,7.3573,11.2634,10.0000,9.0000,1y3p
10.1100,121.5167,1390.2354,4.6309,4.1859,6.8954,3.0000,4.0000,1y6r
6.1700,94.5313,1549.0652,2.5564,35.7063,2.9600,4.0000,3.0000,1yc1
6.5500,80.3960,1221.7817,2.4452,30.7579,2.0223,3.0000,3.0000,1yc4
6.5500,54.2387,753.2480,3.0071,4.4275,3.4041,2.0000,2.0000,1yda
8.2400,69.8245,742.6041,3.8708,3.6449,4.2579,2.0000,2.0000,1ydb
7.0700,64.2096,719.4340,5.4623,3.4438,2.4799,2.0000,2.0000,1ydd
5.8900,87.0381,1086.6466,5.4196,15.7147,9.4461,15.0000,2.0000,1ydk
5.5200,68.1920,1267.4454,2.9600,34.6633,1.2868,2.0000,1.0000,1ydr
5.9200,79.5334,1177.2955,2.1420,34.3689,2.2387,5.0000,1.0000,1yds
7.4600,114.9841,1419.3362,2.7513,50.9385,3.6932,9.0000,0.0000,1yei
7.4600,128.9030,1542.4612,4.3313,60.9189,4.2494,13.0000,0.0000,1yej
4.3500,53.1276,920.0758,4.0806,0.0000,6.2004,4.0000,2.0000,1yfz
5.0000,72.3040,1460.6444,8.8306,0.0000,7.7641,8.0000,3.0000,1yid
2.9600,50.4041,787.8096,8.7885,18.5684,3.9368,1.0000,2.0000,1ykp
8.1400,134.2353,1743.5356,2.6849,88.1188,2.5382,5.0000,0.0000,1yqj
7.6200,100.1903,1404.9202,5.4964,34.2795,6.8601,5.0000,2.0000,1yqy
6.4000,54.6116,806.4114,3.3365,26.3805,2.0000,1.0000,0.0000,1yvm
8.4000,99.5591,2094.6855,4.7501,64.3023,5.0441,9.0000,5.0000,1z1h
9.2200,119.9973,2151.4983,4.6827,53.4884,6.6109,10.0000,3.0000,1z1r
3.9400,67.5627,1267.2008,3.2668,0.0000,6.5849,4.0000,8.0000,1z3t
4.1100,71.2252,1268.1921,2.4744,0.0000,5.7455,4.0000,8.0000,1z3v
4.5200,99.4004,1122.2346,4.5154,0.0000,6.4824,3.0000,4.0000,1z4n
4.5200,98.8654,1131.9674,5.6073,0.0000,8.1364,3.0000,4.0000,1z4o
9.7200,160.8218,1888.3954,3.4603,32.5884,2.8709,7.0000,3.0000,1z6e
4.3400,90.3569,906.0107,3.9943,0.0000,3.7877,4.0000,2.0000,1z6s
9.1800,137.2855,1698.7893,3.0282,69.3885,3.0902,8.0000,3.0000,1z71
4.3000,101.9596,1874.4142,3.4468,57.9998,3.0741,6.0000,2.0000,1z95
5.6400,63.6708,970.9995,4.0223,32.8526,2.8594,6.0000,1.0000,1z9g
5.7400,64.8525,952.7947,3.8786,30.9120,3.2433,6.0000,1.0000,1zdp
5.3400,106.5178,1619.5349,1.4435,38.7103,0.3117,7.0000,0.0000,1zgi
6.5200,60.3639,1622.6711,1.4918,88.3524,1.0000,5.0000,6.0000,1zhy
6.2500,46.2814,1328.4873,1.4555,48.9080,1.9443,2.0000,5.0000,1zky
7.1500,56.4227,927.6346,2.7076,38.9011,0.0000,1.0000,1.0000,1zog
7.0000,61.6991,966.9891,2.1037,38.5742,0.0000,0.0000,1.0000,1zoh
8.7700,126.0779,2267.2446,9.1333,55.7194,5.4505,15.0000,5.0000,1zp8
8.4000,133.0646,2285.9854,10.9272,47.9716,4.0676,18.0000,7.0000,1zpa
9.9200,153.5378,2500.5857,9.9249,75.4577,8.1966,21.0000,4.0000,1zsf
9.8200,161.9791,2528.4021,10.2249,80.0465,8.9001,21.0000,4.0000,1zsr
3.4000,33.9910,425.0982,1.0546,63.0298,0.0000,0.0000,0.0000,220l
1.0100,45.4109,565.8831,2.7808,1.0000,4.6949,3.0000,1.0000,2a31
4.5200,50.8112,841.1086,7.5241,16.2913,1.4504,3.0000,1.0000,2a4m
3.9300,56.8267,1156.3329,2.8778,4.2588,1.8288,2.0000,3.0000,2a5b
4.6200,54.1482,1073.4803,1.7969,6.6037,1.5902,2.0000,2.0000,2a5c
3.6900,79.1619,1153.9165,9.2067,5.7964,3.7225,2.0000,3.0000,2a8g
2.2200,64.2255,797.1244,3.2436,12.9560,5.4883,0.0000,5.0000,2aac
13.0000,102.8362,1331.5316,6.0686,0.0000,5.6211,2.0000,3.0000,2ada
5.7000,81.2850,1405.3979,2.8531,0.7313,2.5454,7.0000,5.0000,2adm
7.7400,64.1952,765.5933,4.8397,31.9800,3.3757,1.0000,1.0000,2adu
4.7700,56.4843,655.3994,3.4866,8.5321,2.5875,3.0000,1.0000,2afw
5.1500,50.1766,729.1818,2.2646,20.4295,1.0000,2.0000,0.0000,2afx
6.2000,97.3987,1349.5104,5.1592,38.7136,2.5654,3.0000,2.0000,2aj8
3.7200,123.9113,1953.6443,7.1166,8.7448,10.3441,9.0000,5.0000,2am4
4.4400,125.3872,1983.9305,7.1296,15.2184,8.4612,12.0000,3.0000,2amt
5.9200,38.9594,1175.4971,0.8691,37.6751,0.0368,3.0000,0.0000,2ans
4.8900,168.4082,2632.9119,6.5797,67.5453,10.5719,30.0000,7.0000,2aoc
5.6600,166.2694,2617.5125,6.7231,73.1546,10.0188,30.0000,7.0000,2aod
7.6200,147.9252,2696.7507,6.7786,61.3466,8.9215,29.0000,7.0000,2aoe
6.2800,157.1476,2582.7229,5.6945,63.8245,10.7012,29.0000,7.0000,2aog
9.3200,142.0981,2489.9717,6.5337,78.3936,7.4448,18.0000,9.0000,2aqu
8.1300,68.8926,878.6593,7.4817,14.7472,2.3724,5.0000,2.0000,2arm
5.7000,156.9205,2589.0833,6.2751,72.2135,10.5320,29.0000,7.0000,2avm
8.8500,131.2005,2351.3142,3.6755,81.7574,4.7035,12.0000,5.0000,2avo
4.3900,162.2864,2579.3125,6.6120,72.0574,10.0842,29.0000,7.0000,2avq
7.5700,141.6149,2356.4414,4.0666,81.6535,5.4495,12.0000,5.0000,2avs
9.2600,146.6832,2370.3276,6.8396,86.7904,4.1402,12.0000,5.0000,2avv
