pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
5.8100,123.8174,1480.3301,3.7002,22.9423,8.1439,40.3753,223.5047,0.5388,1.0686,0.1613,0.0513,1lkl
8.7000,88.9187,1626.9783,1.4891,84.8627,2.0142,4.8914,32.9031,0.5632,2.2194,0.0000,0.2500,1lnm
11.0600,92.1403,1498.1155,5.6853,5.7180,10.7466,10.6963,67.9503,0.6528,0.0000,0.0000,0.1538,1lor
5.5200,111.9623,1274.9977,2.0305,104.7661,0.0000,9.7858,63.7056,0.0666,14.2915,0.0000,0.0952,1lox
7.0900,153.3127,1802.2833,2.9160,46.2795,3.0408,18.1694,177.6533,0.3371,8.3630,0.0000,0.0769,1lpg
7.5500,150.3041,1592.4083,2.9617,66.9067,3.9161,12.4110,143.1777,0.2052,5.6441,0.0000,0.0952,1lpk
7.6000,137.7725,1556.5359,2.9716,66.4632,3.4233,12.9231,142.7231,0.1084,5.6940,0.0000,0.1250,1lpz
6.8200,58.5870,865.0796,0.8237,66.1825,0.6414,4.3672,14.2060,0.0000,0.0000,0.0000,0.3333,1lrh
5.6400,112.4716,2288.3398,4.1852,0.0000,9.8683,36.9325,228.3823,0.6517,0.0000,0.1901,0.0714,1lrt
11.4200,133.1964,2139.2302,4.7885,68.9925,9.8859,51.2433,293.5880,0.8518,13.9863,1.3390,0.0339,1lyb
4.5400,57.3710,599.6987,2.2897,0.0000,4.3617,1.5148,5.0610,0.0000,0.0000,0.0000,0.2500,1lyx
8.3900,141.1208,2456.8828,3.0261,80.9863,2.7974,54.5511,360.3620,0.6734,19.0224,0.0000,0.0426,1lzq
2.3100,109.2315,1594.2607,5.1863,26.1322,9.4565,6.4699,100.1951,0.7795,1.2825,1.0000,0.1000,1m0o
7.5700,111.4591,1997.3094,3.9515,124.1632,1.2364,35.2890,281.2441,0.6470,37.6013,0.1356,0.0556,1m13
4.6600,62.9257,729.9745,3.0301,0.0000,7.0700,5.9232,4.2625,0.0296,0.0000,0.0000,0.2500,1m1b
6.1100,80.2444,1242.8799,1.8861,58.1151,2.4277,3.7248,17.3949,0.0787,0.0000,0.0000,0.3333,1m2p
6.4600,85.4714,1284.9889,2.2724,56.6957,1.5671,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1m2r
4.1500,54.9366,698.6395,0.9600,16.4117,1.7041,6.1587,15.8440,0.8071,0.0000,0.0000,0.2000,1m2x
5.0900,98.3030,1224.1597,1.3344,67.3423,2.3476,11.0048,121.2669,0.0140,3.9343,0.0000,0.0870,1m48
9.5200,182.1692,2937.4932,6.3504,77.1387,11.7543,69.1010,479.9270,1.0280,5.7166,1.4880,0.0274,1m4h
4.2700,63.2361,948.4274,2.8284,10.1314,6.7168,4.3402,20.3201,0.0363,0.0000,0.1803,0.1333,1m5w
5.1000,71.0248,735.7253,6.1250,0.0000,12.2498,3.3021,31.7086,0.0023,0.0000,0.0000,0.1667,1m6p
6.2300,79.9113,1708.5560,2.7458,9.8486,5.3607,26.0510,204.9119,0.3504,2.0068,0.3704,0.0769,1m7d
5.4000,108.7083,2339.5510,3.2594,11.5417,6.3492,40.0254,415.8246,0.8829,1.0000,1.1355,0.0488,1m7i
10.9600,138.6018,1605.6584,5.6837,21.8579,10.1395,12.8322,123.1048,1.0268,0.8583,1.5218,0.0741,1m7y
3.4000,138.8050,1912.4686,8.0016,0.0000,16.3792,18.7857,153.4417,0.2804,0.0000,0.0000,0.1000,1m83
6.9200,139.9714,1494.6666,7.7154,0.0000,12.2028,6.0619,78.9127,0.0502,0.0000,0.0000,0.1667,1m9n
6.6800,73.5017,831.4865,4.6128,0.0000,10.4275,16.4793,88.6180,0.7289,0.0000,1.6179,0.1176,1mai
7.1900,78.8740,1311.1737,4.0188,0.0000,9.3016,4.7402,67.9004,0.0735,0.0000,0.0000,0.1429,1me7
7.1900,75.1161,1240.6238,3.9644,0.0000,8.9634,4.0836,70.2365,0.0353,0.0000,0.0000,0.1429,1me8
7.7000,128.2117,2194.5425,3.7286,77.8927,6.5196,37.2140,288.7928,0.5802,28.3838,0.0000,0.0769,1mes
9.4000,134.9364,2222.5312,3.9292,89.0267,6.6970,45.9217,281.3935,0.7203,36.8981,0.0000,0.0769,1met
6.1000,126.2349,2221.4141,3.4359,80.5226,6.7731,34.4050,291.7808,0.1934,20.4461,0.0000,0.0769,1meu
5.0400,83.0266,1306.7821,3.0593,20.1671,5.9223,21.2605,215.9977,1.4872,0.0000,2.6452,0.0769,1mfa
5.3100,80.3257,1316.2041,3.0819,21.0873,6.3019,23.0731,216.2780,1.7698,0.0000,2.5473,0.0769,1mfd
5.5900,85.5727,873.6053,1.7944,53.9138,1.9601,2.6896,16.6455,1.4915,0.5369,0.0000,0.2857,1mfi
9.2100,112.5277,1862.7242,1.1707,73.7191,1.1820,36.1096,143.3227,0.7992,2.7424,1.2584,0.0667,1mh5
7.3500,108.5392,2017.5511,2.6812,46.0985,3.5633,70.9579,404.5915,1.2468,48.2766,1.9558,0.0476,1mhw
8.3500,139.5635,1642.5302,2.1680,83.5372,2.0666,21.1953,157.8861,0.1688,4.8692,0.0000,0.0667,1mj7
8.7400,117.9318,1754.8601,2.7140,79.1089,1.6083,31.6287,145.7719,0.5604,8.1580,0.8072,0.0667,1mjj
6.0700,99.9317,1228.3627,1.5982,29.4966,3.7078,9.6601,87.4654,0.0000,2.1251,0.0000,0.1250,1mmp
7.5200,106.0963,1283.1526,2.0833,31.8936,4.5830,8.9983,94.5795,0.0397,2.6653,0.0000,0.1176,1mmq
5.4000,107.1965,1303.7446,2.6861,31.0599,5.2079,10.9830,101.2322,0.1526,0.5619,0.3205,0.1053,1mmr
3.4600,66.6333,1185.7324,3.6315,0.0000,8.8264,5.6037,27.6465,0.2337,0.0000,0.7962,0.1667,1moq
9.0000,147.7711,1621.6082,2.1301,30.1579,1.6160,11.5839,143.0086,1.3286,2.0165,0.9894,0.1333,1mq5
4.5200,185.6266,2710.1816,5.2470,21.5266,10.9924,39.2945,357.4805,0.8099,0.6998,0.3185,0.0526,1mrn
3.9600,109.4512,1413.7195,1.6666,12.7684,5.0056,6.7647,72.8390,0.2629,0.6239,0.6324,0.1429,1mrs
9.7000,133.2346,2095.0859,4.2409,60.8702,4.6175,27.0619,223.3884,1.2516,12.4601,0.3199,0.0769,1mrw
7.2600,140.5930,2077.4929,4.2596,75.4297,4.2615,21.2818,239.3306,1.3598,6.5642,0.2424,0.0769,1mrx
10.4800,159.5049,2319.7427,4.1712,92.0832,4.4439,24.8618,265.6572,0.7690,9.5405,0.0000,0.0769,1msm
9.0900,150.8103,2221.4241,3.6918,94.9088,3.4286,26.1674,253.5308,1.0358,11.4636,0.0000,0.0769,1msn
8.4000,122.0002,2269.8245,3.1963,80.4832,4.2508,27.4472,209.6948,1.1835,0.4624,0.5604,0.0667,1mtr
8.3800,113.2400,1551.5287,1.3392,49.4953,1.0231,18.2849,139.9803,0.9506,0.9850,0.9154,0.1053,1mu6
9.0000,119.4467,1621.2854,1.5328,53.2374,1.4222,17.9211,143.6871,1.2160,0.9399,0.8905,0.1000,1mu8
8.6400,111.9949,1579.4402,1.7797,49.8805,1.6683,19.0619,147.3875,1.2891,1.4956,0.6750,0.1111,1mue
5.7000,48.4288,718.4450,1.5404,30.0480,2.3435,2.9271,9.9446,0.2479,0.3999,0.0000,0.2222,1n1m
3.8500,70.7011,1057.7633,3.0372,6.0737,7.5405,11.6612,58.3760,1.0329,0.0000,2.6358,0.1176,1n1t
8.8900,102.6411,1321.4078,3.2977,5.2609,6.0847,4.6786,51.2205,0.0906,1.0000,0.0000,0.2000,1n3i
10.5200,120.2045,1812.1569,3.9556,78.9204,3.3732,11.4704,87.7101,0.7825,12.1819,0.0000,0.1333,1n46
6.5500,87.0092,1411.4547,1.2412,87.8879,1.4282,4.3044,47.2174,0.2241,11.1805,0.0000,0.1176,1n4h
10.0500,81.6291,910.5977,4.6926,0.0000,10.5794,18.8639,87.6771,1.2090,0.0000,2.1922,0.1176,1n4k
4.8500,130.7337,1860.2074,3.2906,47.5993,6.4326,22.0157,190.3369,0.8456,0.0000,0.8145,0.0952,1n51
5.6600,73.4675,1095.3334,0.5493,54.6439,0.6000,21.9709,120.5158,0.2234,23.4232,0.0000,0.0952,1n5r
6.0300,66.8751,822.6471,0.7683,76.6079,1.6838,6.1232,22.9520,0.0276,7.5754,0.0000,0.0800,1n8v
5.0000,116.5138,1327.8806,4.9133,0.0000,8.4096,3.8189,46.9911,0.1861,0.0000,0.0000,0.2222,1nc3
5.9200,100.3216,1425.1575,1.9188,19.3225,0.4720,6.4577,57.7677,0.0820,0.0000,0.1044,0.2000,1ndv
7.8200,101.3398,1179.8212,3.1007,52.4205,5.8471,6.4080,30.9831,0.1197,1.0730,0.3433,0.1818,1nf8
7.7400,136.7173,1563.1263,2.1891,54.1286,1.5685,8.2849,100.1890,0.1469,0.0000,0.0000,0.1538,1nfu
8.9600,131.5860,1415.8605,1.6055,39.4932,0.7814,4.6446,91.9530,0.0847,0.0000,0.0000,0.1667,1nfw
8.5200,133.0355,1602.3623,1.6283,39.1649,1.0480,12.3438,120.0653,0.2308,0.0000,0.0000,0.1333,1nfx
9.7400,174.3185,2526.0840,3.4241,99.7900,2.4182,52.9209,376.1685,1.7738,5.3044,2.5092,0.0426,1nh0
5.5500,75.6344,1076.2269,4.0014,1.0000,8.4780,5.2838,50.9416,0.0000,1.0000,0.0000,0.1667,1njc
5.5700,81.9724,1123.6700,3.3316,0.9960,7.7698,2.5266,51.6587,0.3369,0.3465,0.0000,0.1818,1njd
2.1000,75.6129,1240.3126,2.2513,8.2918,4.6683,17.6374,170.0102,0.7941,0.0000,1.0115,0.0769,1njj
7.8200,147.9374,1857.3127,4.6195,27.6854,10.9176,22.7511,186.4050,0.2471,13.6362,0.5280,0.0625,1njs
5.9600,96.7347,1536.0017,3.1241,47.5719,6.6899,32.8063,239.4123,1.2012,10.5089,0.0000,0.0714,1nl9
3.5900,73.4340,607.0064,3.3210,0.0000,4.5162,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1nli
10.0500,123.7668,1738.0415,2.0414,54.2183,2.7902,11.1640,63.1746,0.3054,0.0000,0.0000,0.3333,1nm6
4.4100,62.1169,1181.0583,2.2101,40.3202,3.8004,23.9620,99.2689,0.5071,6.0961,0.0000,0.2000,1no6
6.8000,82.6786,1565.1569,1.1786,87.8223,1.7882,2.7907,78.2515,0.0241,11.6646,0.0000,0.0909,1nq7
8.8900,119.4947,1709.3267,2.8188,60.4726,3.4225,4.2141,55.0592,0.0760,0.8840,0.0000,0.5000,1nt1
4.0000,37.8262,602.6865,0.8730,37.6688,2.1542,2.7546,7.0822,0.0057,3.2621,0.0000,0.1429,1nu3
8.1100,101.3999,1826.9233,4.6603,60.3329,2.4980,22.6641,118.2220,2.7728,4.2031,0.0000,0.1818,1nvr
7.8200,82.4099,1454.1042,2.6139,42.8875,0.8811,7.3603,44.4681,1.8604,6.1624,0.0000,0.5000,1nvs
9.0700,94.8388,1253.7439,2.3972,1.5814,4.9515,8.6228,42.4328,0.4346,0.0000,0.0000,0.2222,1nw4
5.2100,126.8704,1508.7638,4.0641,0.8618,7.2989,6.4058,87.2539,0.0000,0.0000,0.0000,0.0952,1nw5
5.0900,92.2440,1301.0754,2.6087,1.0000,5.8783,7.4290,74.5292,0.0117,0.0000,0.0000,0.1000,1nw7
2.3900,107.0670,1326.5938,2.2983,6.3285,4.4683,14.9394,112.1118,0.2288,0.0000,0.2247,0.0800,1nwl
7.1200,133.3131,1972.3346,3.7751,47.2337,7.7479,44.0841,251.6584,0.6610,12.1905,0.0000,0.0465,1nz7
5.3000,73.9578,915.0411,1.9779,0.0000,4.5745,12.1742,117.0042,0.0110,0.0000,0.0000,0.1250,1o0f
5.1500,62.8276,944.0454,2.1891,2.3938,3.3268,10.0097,67.7547,0.6719,0.0000,1.0924,0.1667,1o0m
4.0900,58.4404,950.2826,1.9208,2.1815,4.3477,12.6932,61.9542,0.2364,0.0000,0.6916,0.1667,1o0n
5.1000,83.8794,1098.1134,2.3768,0.0000,3.3987,12.7760,117.7704,0.0060,0.0000,0.0000,0.1333,1o0o
6.1200,91.6884,1323.8979,3.1726,40.9864,5.2481,7.0070,68.8338,0.8783,7.8353,1.0000,0.2000,1o2g
7.1700,98.9059,1256.1439,3.6485,14.5116,6.7782,7.2803,67.8975,0.2908,4.4946,0.7700,0.1667,1o2h
6.9200,92.8910,1185.9021,3.8477,11.2766,7.0290,7.4495,63.2494,0.3393,1.9040,0.8321,0.1250,1o2j
6.9200,86.0742,1180.8506,3.5699,12.9221,7.3367,9.6883,66.3157,0.9871,2.6812,1.0000,0.1250,1o2k
6.0900,98.3408,1308.1173,4.0070,19.8047,6.2561,7.0885,70.2490,1.1041,5.5298,1.0000,0.2000,1o2n
6.3600,98.3396,1268.0858,3.6559,14.8402,6.5265,10.0137,68.8036,1.1028,1.7705,1.0000,0.1250,1o2o
7.6800,98.3668,1309.6725,3.6630,19.0376,6.3397,6.9758,69.8662,1.0355,4.8798,1.0000,0.1667,1o2q
5.4700,78.9674,982.2799,3.2300,6.9093,6.4757,4.5385,37.1837,0.4532,0.0000,0.9617,0.2500,1o2s
5.8500,94.4532,1060.0735,3.0533,9.2291,6.8578,10.4519,110.7503,0.9359,0.9484,1.0000,0.1250,1o2w
5.8500,86.1539,1164.1167,2.7564,5.9315,5.5495,13.1023,95.2523,0.2035,0.1187,0.6116,0.1250,1o2x
6.1100,110.3565,1259.6246,3.2782,11.4938,7.2455,15.2365,179.6859,0.7899,5.3463,1.0000,0.0952,1o2z
6.7700,106.8837,1239.9725,3.1419,14.0789,6.9290,14.5923,165.9556,0.8608,6.7999,1.0000,0.1111,1o30
5.7400,86.2676,974.4290,3.0137,5.7967,6.4160,4.6203,37.1264,0.4775,0.0000,0.9872,0.2500,1o33
5.9600,106.3421,1333.0590,3.1703,11.3719,7.2444,21.7088,194.1520,1.1820,4.9694,1.1098,0.1000,1o36
6.8200,103.7565,1232.9595,3.3739,17.1999,6.6806,8.1571,100.1671,0.6931,4.9153,1.0000,0.1333,1o38
7.1300,102.0055,1229.5651,3.7166,17.2657,6.4710,6.5876,68.2372,0.6407,4.9138,1.0000,0.2000,1o3d
7.3000,99.9043,990.5229,3.3464,12.4920,6.8735,3.5334,42.5392,0.8521,1.9810,1.0000,0.2222,1o3h
7.3000,96.5216,1001.8268,3.1449,12.1014,6.5330,3.2121,42.8219,0.7645,1.9491,1.0000,0.2222,1o3i
6.7700,76.5952,1047.9409,3.6442,4.4149,7.3652,3.8926,43.6455,0.5780,0.0000,1.0000,0.2222,1o3j
6.7700,96.1611,996.6956,2.9693,10.5071,6.4963,3.8129,43.7844,0.8984,0.0000,1.0000,0.2222,1o3k
4.4900,118.1034,1599.2161,4.0395,8.8395,8.2171,13.5005,106.1893,0.5487,0.0000,0.4626,0.1250,1o7o
9.5700,100.4491,1640.4882,2.8600,48.4218,5.0651,25.2796,122.8283,0.7879,1.6313,0.8150,0.0741,1o86
2.6800,62.0177,811.3329,2.7667,0.0000,6.4107,5.9734,16.9092,0.2890,0.0000,0.6593,0.1818,1o8b
5.6000,114.3718,1756.0756,3.1861,25.6273,6.2997,49.8561,358.1605,0.4789,9.3052,0.7526,0.0435,1o9d
5.0000,106.2549,1491.1703,2.9437,58.2221,4.3429,102.0581,704.6280,4.6325,17.1167,9.8241,0.0299,1oai
7.4000,123.3788,1270.3617,3.6404,85.8164,1.3324,1.1880,23.6969,0.3672,0.0000,1.2134,0.3333,1oar
2.4400,32.1451,279.0386,0.1516,0.0000,0.5769,1.0589,0.7282,0.0390,0.0000,0.0000,0.2000,1oba
5.7200,89.8941,1307.4174,2.9932,41.5116,4.3400,29.2095,149.4193,1.5756,0.0000,1.6735,0.0625,1obx
5.1900,91.2946,1131.4767,6.1283,2.9555,11.2133,9.6744,63.3467,0.5613,0.0000,1.9003,0.1250,1ocq
5.1000,91.7885,974.2701,4.9325,6.3153,8.8697,4.7769,40.0408,0.0000,0.0000,0.0000,0.2000,1od8
4.1000,105.9330,1250.3896,3.0982,0.0000,5.6674,11.4812,47.3070,0.5452,0.0000,0.0000,0.2000,1odj
8.1000,170.6571,2646.1614,4.7795,90.1218,8.4860,61.5983,404.6876,1.2740,15.3525,0.2988,0.0408,1ody
5.5200,81.4125,959.3632,2.3658,1.8727,5.4071,10.6070,58.5229,0.0819,0.0000,0.0000,0.0909,1oe8
4.6200,48.1707,531.2867,2.6566,9.1721,5.4753,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,1ofz
5.1900,129.5992,1906.7075,4.2253,22.1447,5.5557,26.7425,235.4527,1.7015,0.0000,3.5136,0.0645,1ogg
6.0900,43.4808,1028.8409,0.9221,54.7639,1.7371,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1ogx
8.7000,122.3512,2072.2908,2.2193,63.8933,4.0136,31.9165,259.7539,0.6742,11.5448,0.0000,0.0714,1ohr
7.7200,66.2820,675.3851,4.4267,4.2328,8.2922,0.8199,1.9513,0.0000,0.0000,0.0000,0.2857,1oif
6.0300,68.5906,969.8878,2.5395,38.1376,1.3584,4.0876,24.7802,0.7161,0.0000,0.0000,0.2222,1okl
4.5400,45.3231,619.5155,3.3416,0.0000,7.9584,0.2611,4.2379,0.0000,0.0000,0.0000,0.2222,1oko
4.3300,178.1136,1679.7809,8.3429,28.7709,11.1831,11.3229,82.0432,0.2237,1.0000,0.0000,0.0952,1olx
6.7700,113.2108,1648.9248,3.6261,42.4734,8.0675,44.1818,262.9370,1.3436,15.3769,0.7978,0.0556,1ony
5.1000,64.5451,1183.0010,2.0443,32.2326,4.1101,20.8703,119.0507,0.5919,6.8988,0.0000,0.1818,1onz
8.8100,98.9542,2084.5845,3.7481,19.9522,5.2383,9.9666,75.7706,1.9498,0.0000,2.0000,0.1000,1ork
6.0300,122.2819,1666.2517,3.2619,85.1934,4.4281,18.7676,194.1095,0.3683,3.5780,0.0000,0.0741,1os0
6.8500,88.5376,1352.2225,1.0030,83.0127,0.8787,17.4418,172.4729,1.0839,13.8894,0.0000,0.0870,1os5
4.7900,53.2514,595.0270,1.4913,5.0044,3.0539,0.4520,2.5020,0.0000,0.0000,0.0000,0.4000,1oss
5.6800,70.9237,1278.7278,1.8629,86.9721,1.0000,9.9985,59.0406,1.3870,4.1402,1.8836,0.2500,1ow4
8.2000,82.0726,1352.5741,2.4131,11.7105,5.4434,4.7304,66.4226,0.2983,3.6289,0.0000,0.1667,1owd
6.2000,73.7192,1104.0789,2.3162,9.4529,4.8054,3.6536,48.0254,0.0563,1.9394,0.0000,0.2222,1owe
7.4000,75.3777,1178.0906,2.2403,10.0391,5.1706,3.5380,54.3101,0.0048,1.5863,0.0000,0.1667,1owh
6.9600,108.0929,1493.4344,3.2998,44.6508,5.7938,26.9402,220.5233,0.3172,10.9597,0.0000,0.0645,1oyq
7.2400,100.0100,1603.0216,2.1275,42.2644,3.8905,12.9259,111.8889,0.3804,4.9597,0.0000,0.1818,1oyt
7.7000,170.9444,2736.9473,5.7859,29.7046,8.5233,35.9113,375.5194,1.2512,11.0704,1.2469,0.0541,1oz0
4.1100,77.3091,1141.1798,3.2588,0.0000,8.5330,6.5160,76.8094,0.4575,0.0000,0.0000,0.1667,1p19
6.8000,80.2555,969.4860,2.6909,18.0172,6.8179,8.3494,21.6765,0.0772,2.0000,0.0000,0.1818,1p1n
5.7600,88.8111,919.9531,3.5772,0.0000,7.7506,3.0656,16.7810,0.2585,0.0000,0.7263,0.2222,1p1o
5.4200,22.5767,364.2880,0.4376,16.0860,1.1521,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,1p28
4.6000,80.8209,869.2781,4.8844,20.4641,6.5521,3.4442,25.6578,0.6719,0.0000,0.9417,0.2222,1pa9
5.1500,70.9216,500.4615,5.0186,0.0000,8.3551,0.3447,0.2699,0.5370,0.0000,1.0000,0.2500,1pb8
9.0500,111.3454,1758.0142,3.2153,57.2078,5.0516,12.2885,180.0799,0.0008,6.9140,0.0000,0.0741,1pbk
3.7000,51.4980,525.6511,1.9456,0.0000,5.2389,3.7630,4.1411,0.0000,0.0000,0.0000,0.2500,1pdz
2.7200,31.8810,491.9170,0.6499,2.9433,1.8059,5.9714,4.7884,0.0369,0.0000,0.0000,0.1667,1pfu
5.7000,70.7703,976.2800,3.3056,0.0000,8.9647,8.0855,40.8864,0.7583,0.0000,2.5222,0.1000,1pgp
6.9200,88.5420,918.9172,3.9326,0.0000,8.6358,3.9022,90.1247,0.4460,0.0000,0.8905,0.1667,1pkx
9.4000,87.0281,1351.8427,1.2988,45.9494,1.2318,6.2490,99.3576,0.2905,8.2672,0.0000,0.1818,1pme
5.4900,95.0970,764.5366,2.0632,37.5254,3.6715,1.8459,11.0111,0.0000,0.6015,0.0000,0.1111,1pot
6.1600,117.3874,1558.6370,3.1157,61.9143,4.5703,18.3375,207.3215,0.0512,1.2220,0.0000,0.0909,1ppc
5.9200,89.2856,1263.5919,2.3880,13.1740,5.0341,31.4710,147.7263,0.8712,11.2449,0.0000,0.1111,1pph
5.0100,167.5881,2540.4998,6.7261,6.7009,13.0144,50.1767,335.2708,2.8815,1.9115,4.8547,0.0465,1ppi
7.6600,118.6649,1606.4940,2.7985,51.9844,5.5879,32.4873,200.1951,0.7378,6.7832,0.3141,0.0465,1ppk
8.5500,139.1649,2018.2267,3.7884,79.9380,5.3086,43.5213,274.4200,0.9682,10.4599,0.3583,0.0426,1ppl
5.3000,83.8933,1044.7391,1.7309,0.0000,3.6614,5.6409,45.4052,0.2543,0.0000,0.0000,0.2222,1pr1
11.3000,137.2923,2268.7219,3.9313,68.2965,7.6841,41.7098,293.3033,0.5630,22.6811,0.0000,0.0741,1pro
2.2800,84.1781,950.8774,4.3753,0.0000,9.3321,1.0358,5.5406,0.5095,0.0000,0.7628,0.2500,1ps3
3.1000,37.7745,726.6127,0.3274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1pu7
3.1000,34.2103,728.6074,0.2855,0.0000,0.7796,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1pu8
9.8200,109.0527,1569.3055,7.0807,0.0000,11.3862,6.6212,71.7257,1.3204,0.0000,1.9346,0.1429,1pvn
3.2300,60.3724,922.6803,2.5663,10.4605,6.1689,1.9795,22.5201,0.2133,0.0000,0.6340,0.1429,1px4
7.1500,91.7821,1458.1129,2.0390,34.7689,1.9643,4.9463,73.3674,0.6544,1.0814,0.0000,0.1538,1pxn
6.6600,68.2560,1328.8954,0.7168,31.7773,0.3957,3.3696,62.1318,0.2915,0.4890,0.0000,0.1429,1pxp
5.4900,137.8046,1774.7832,3.9748,42.7509,9.3410,26.9930,181.8202,0.4356,5.9380,0.4295,0.0465,1pyn
4.2200,71.1506,1019.8808,2.1490,11.4467,4.7438,7.2521,79.6289,0.3160,0.0000,0.7380,0.1176,1pzi
3.3200,79.9349,1069.5219,1.9125,51.7008,1.9162,16.7772,83.5436,0.4218,13.1874,0.0000,0.1667,1pzo
3.3100,65.4704,1162.7712,0.8946,47.9035,1.5038,8.1482,65.7339,0.3262,6.7625,0.6723,0.1429,1pzp
8.5700,108.7781,1303.8148,2.3614,1.6538,4.5124,4.5559,58.3364,0.1969,0.0000,0.0000,0.1818,1q1g
5.8500,85.2317,1070.0883,2.8554,10.5118,6.2733,3.8728,31.0946,0.2456,0.0000,0.0000,0.1111,1q54
5.8500,80.7356,1222.3118,3.0670,11.5890,6.3926,1.0622,39.9966,0.0000,0.0000,0.0000,0.2222,1q63
5.4600,97.7967,1039.6283,3.6114,16.5715,5.9179,1.5208,42.5183,0.0000,0.0000,0.0000,0.1250,1q65
5.7700,113.3040,1229.1956,3.4751,40.4293,5.4762,1.2843,54.4268,0.0000,0.9562,0.0000,0.1667,1q66
11.0500,213.3660,2627.6580,4.0090,151.7767,3.2805,21.9231,227.6979,0.9235,20.0941,0.0000,0.0714,1q84
5.9600,69.3482,1332.3361,2.1422,43.5182,1.3072,8.7301,58.7471,0.8113,3.0538,0.0000,0.2500,1q8u
5.2400,59.3208,1187.5271,1.2190,26.2506,2.1964,5.6782,50.3114,0.7914,0.3509,0.0000,0.3333,1q8w
4.1500,110.2494,1394.5066,3.2626,35.8915,4.0685,11.1195,130.4105,0.8066,1.4280,0.0000,0.2222,1q91
7.5700,97.0872,1153.1371,8.0502,3.2293,17.0223,11.9319,33.9974,0.6034,0.0000,1.0828,0.1429,1q95
4.4800,117.2765,1652.5753,3.2882,4.5851,6.2236,6.0966,79.6228,0.0000,0.0000,0.0000,0.1053,1qan
5.1200,71.5235,1181.7681,3.4565,18.8779,7.0892,5.2541,23.6821,0.2934,0.0000,0.0000,0.2222,1qaw
6.7700,120.1626,1589.7904,3.0866,20.8507,6.2130,18.5987,243.1655,0.4682,6.3219,0.2980,0.0952,1qb1
6.0600,96.1833,1302.8839,2.5519,20.5385,6.2441,9.3638,121.4016,0.1481,2.7001,0.0000,0.1111,1qb6
7.4400,108.4907,1583.8827,3.6654,35.9738,4.9139,10.2157,139.3593,0.2053,13.9510,0.0000,0.1250,1qb9
5.8500,114.0049,1411.2000,2.1248,20.8672,4.6682,9.5791,155.9865,0.3490,5.4476,0.2777,0.1111,1qbn
7.7400,117.7369,1522.6702,2.5820,27.3339,4.5377,10.0043,108.1292,0.7141,9.8020,0.0000,0.1250,1qbo
8.3000,71.3108,1103.6832,1.4375,54.7410,2.0926,12.7290,48.6776,0.0909,18.5397,0.0000,0.0870,1qbq
10.5700,165.3572,2686.6365,4.9787,95.2919,7.7253,39.6667,412.7304,0.6546,17.4283,0.0000,0.0714,1qbr
9.4700,125.8767,2190.0298,2.8017,82.7630,6.0827,37.9743,287.0884,0.5623,28.0690,0.0000,0.0769,1qbs
10.6200,181.4134,2926.8931,5.6815,104.9633,9.6348,38.1547,440.1545,1.3779,18.4416,1.8054,0.0714,1qbt
10.2400,128.0872,2190.6885,3.6523,84.2517,5.5557,30.7026,295.4129,0.5502,12.6980,0.0000,0.0833,1qbu
5.3900,111.1587,1474.1709,1.6066,57.6282,1.6605,18.5014,119.7560,0.3419,2.6159,0.6192,0.1053,1qbv
5.2700,74.4929,1584.3789,3.4899,102.5558,2.8197,16.7507,99.1637,1.1158,7.8202,0.0000,0.0870,1qca
7.3800,135.2058,1812.3682,3.7743,83.0243,2.8503,26.7338,182.4069,1.2545,9.0067,0.0000,0.0769,1qf0
7.3200,106.3252,1415.5529,3.5958,54.5847,5.5693,15.8752,116.1938,0.1778,1.6265,0.0000,0.0741,1qf1
5.9200,75.4467,1283.5089,2.4940,52.8539,3.6208,23.4949,131.0736,0.6488,3.3118,0.0000,0.1176,1qf2
8.7700,65.2204,565.1006,2.0960,9.4694,2.9107,0.4222,2.7688,0.0000,0.0000,0.0000,0.2857,1qft
7.5700,128.5975,1928.2896,3.1402,3.2218,6.1267,33.4417,340.4372,0.5754,0.9707,0.4979,0.0625,1qhc
2.3500,61.3053,1017.2081,2.8539,0.0000,6.4404,13.0866,75.8356,0.3531,0.0000,0.9653,0.1111,1qi0
8.0000,72.6388,1280.5951,1.5002,22.7653,3.6219,35.8130,179.7833,1.0895,0.0000,1.9214,0.0714,1qin
7.7400,97.2722,1404.0466,0.7190,83.8582,0.6862,53.1619,261.6746,0.3594,46.8194,0.0000,0.0465,1qiw
4.8500,139.8453,1997.2185,2.5272,83.1912,2.7060,51.7529,396.6860,0.2954,14.8740,0.0000,0.0465,1qji
5.9200,153.5560,1974.5283,6.0916,28.4832,14.5190,12.0198,142.6319,0.4904,0.0000,0.2799,0.0513,1qka
