pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
6.5900,93.6491,1857.5706,1.5727,66.8988,1.9981,101.6566,655.0874,1.2558,88.2410,1.5261,131.1985,1971.3726,3.7618,68.0545,2.5537,99.4777,621.4629,1.8483,83.2902,1.8221,0.0385,1fiv
4.5900,59.6990,997.4319,1.1815,39.7542,1.0532,6.1587,14.7681,0.2015,3.7035,0.0000,65.9378,1006.2764,0.9767,39.1412,1.0027,1.1976,18.8875,0.7580,2.1211,0.0000,0.2000,1fj4
9.9600,150.9666,1755.4493,4.3812,46.5602,5.2153,24.3797,193.0094,0.8322,1.4567,0.1802,138.7858,1745.9656,3.8339,38.6901,5.0919,22.7557,206.5124,0.8434,2.9594,0.3335,0.0833,1fjs
9.4000,113.2357,1942.5795,2.5876,64.3049,4.0004,21.7198,209.6203,0.0938,10.7218,0.0000,97.4080,1808.9048,2.6067,62.9445,3.5538,22.8658,254.3892,1.5291,11.8717,0.0000,0.0714,1fkf
8.0000,112.4881,1310.2063,3.1666,117.5829,1.3221,46.5100,217.8858,0.7309,20.1049,0.0000,107.8383,1306.3552,2.0648,115.1401,1.0994,32.9949,214.3328,0.4807,10.6197,0.0000,0.0800,1fkg
8.1500,99.7018,1318.6277,1.1738,98.6594,1.3727,40.6197,190.4846,1.0922,15.7202,0.0000,93.6135,1261.1282,1.1158,105.5929,0.9263,33.7411,181.8174,0.7487,23.4363,0.0000,0.0800,1fkh
5.0500,89.8961,1210.9178,2.8269,0.0000,3.4107,5.3962,38.6783,0.1579,0.0000,0.4176,60.2779,1068.4473,1.4345,0.0000,2.7547,6.0352,39.2199,0.1159,0.0000,0.3915,0.2222,1fkw
2.2200,95.9065,1281.2379,4.7275,0.0000,4.7597,4.9497,42.8674,0.0969,0.0000,0.2144,76.0079,1156.5320,1.7626,0.0000,2.3835,6.4187,42.1232,0.4437,0.0000,0.0857,0.2222,1fkx
6.8000,120.0112,1654.5164,2.4267,121.2839,1.5567,11.2294,60.3097,0.8056,6.9069,0.8220,110.6172,1608.2865,1.4390,118.6198,1.1215,5.4081,56.9229,0.0942,6.9302,0.0000,0.1250,1fl3
9.0000,181.1214,2343.1094,2.0632,138.4043,1.9493,12.3433,186.8774,0.7757,7.1159,0.9070,168.0258,2396.4250,2.0940,121.9831,1.7744,13.6212,191.2795,0.7023,7.4914,0.8884,0.0741,1fm9
10.0000,104.7538,2001.8893,1.8663,67.0351,1.2111,34.3778,272.9110,0.2232,21.0895,0.0000,103.7147,1829.2943,1.9500,82.6953,2.0624,31.9885,245.8187,0.2982,12.1519,0.2685,0.0588,1fmb
8.6400,82.7854,1326.3846,4.7295,0.0000,7.1010,6.1729,44.1173,0.2715,0.0000,0.4521,70.9267,1286.5270,2.8508,0.0000,4.2507,7.0807,44.7483,0.2400,0.0000,0.0000,0.2000,1fmo
5.5900,230.2258,3359.9875,7.1300,73.4550,9.6612,92.5492,767.1717,2.8778,21.7922,3.4937,205.0205,3398.5374,4.1781,74.9556,6.7559,83.2823,770.1274,3.0649,14.8467,3.9704,0.0290,1fo0
7.0000,101.2747,1571.6880,2.6860,47.9759,4.1048,41.8455,213.0058,0.8351,13.2028,0.8921,107.3547,1608.1770,3.0249,49.6752,3.6592,32.4231,205.6840,1.5281,8.2852,0.6344,0.0800,1fpc
7.4300,128.8334,1789.9271,2.4235,60.5585,1.8648,7.8019,95.4243,0.7770,2.5953,0.0000,104.5293,1803.8811,3.8904,55.7543,1.3431,8.4748,94.7693,0.1011,2.0441,0.0000,0.1538,1fpu
8.4000,162.0735,2575.4829,3.8282,90.8996,7.4268,31.4883,315.4921,0.4205,31.7909,0.2071,150.0451,2484.2505,4.1968,75.3633,7.7119,45.0902,265.9235,1.0580,71.1008,0.3426,0.0741,1fq5
5.9300,93.2198,1402.6844,2.8350,22.1245,2.5187,11.0984,48.2193,0.3312,0.0000,0.0000,77.1632,1372.2225,4.1946,39.4701,0.5779,9.5721,48.7772,0.2592,0.0000,0.0000,0.2000,1fv0
3.7000,86.8741,1022.9441,3.5235,0.0000,6.8747,44.4896,318.2625,4.3431,0.0000,5.2977,71.2195,1025.0333,3.1603,0.0000,8.0605,36.6116,308.3450,3.5027,0.0000,3.6096,0.0667,1fwu
3.7200,91.2026,1027.5643,3.6457,0.0000,7.6984,41.2725,304.1694,3.4438,0.0000,5.8655,77.6774,988.4391,3.3529,0.0000,8.0310,41.8524,308.8130,2.2662,0.0000,3.9857,0.0667,1fwv
7.7000,222.8728,3015.3479,7.1969,104.0192,13.5005,59.4357,487.5696,1.1228,8.0343,1.0033,204.5791,2715.7610,7.3055,77.6420,13.4661,84.3437,553.8209,2.3420,6.9743,1.7565,0.0299,1fzm
7.8900,166.9334,2805.8547,4.0401,102.6026,6.0675,74.3833,627.9406,2.7127,10.7381,2.7913,140.4133,2346.1323,2.6788,77.4827,2.6480,110.8841,852.1816,4.1056,37.3728,4.2122,0.0370,1fzo
9.4400,76.8667,1068.5439,1.3059,41.2714,1.3903,5.1541,55.9560,0.0000,0.8141,0.0000,74.8650,1066.8895,1.5450,42.2842,1.6855,6.3838,53.4491,0.0001,0.8000,0.0000,0.1818,1g1d
7.9600,136.2160,2351.2173,4.3240,66.1584,6.8672,29.9430,321.3450,0.1749,10.3912,0.0000,155.7460,2419.8555,5.0778,62.9168,5.6055,28.3179,307.7649,0.4037,13.8876,0.0000,0.0741,1g2k
7.2400,143.1595,1695.5006,2.4353,67.8126,3.6749,31.3455,202.8354,0.9441,7.2806,0.0000,147.6304,1684.0734,2.5598,69.4852,3.7469,19.3904,183.9933,0.9661,7.5930,0.0000,0.0714,1g2l
10.5500,121.9935,1416.6198,5.6100,2.1730,9.2115,9.2689,43.2383,0.3814,0.0000,0.0000,121.9935,1416.6198,5.6100,2.1730,9.2115,9.2689,43.2383,0.3814,0.0000,0.0000,0.2222,1g2o
6.8500,124.6535,1766.3966,4.2748,42.0016,6.6525,30.8898,216.6190,0.3486,9.6897,0.0000,126.1086,1899.4757,3.4561,53.1897,3.6964,31.7139,189.2213,0.5088,10.5575,0.0000,0.0645,1g30
6.1100,129.4192,1690.3812,3.8697,57.4318,3.1315,12.5013,112.3890,0.1992,5.3633,0.0000,115.0694,1596.5865,3.0396,49.9341,2.8673,9.2963,105.5009,0.1312,5.6438,0.0000,0.1176,1g32
8.1400,146.8558,2434.7100,5.6825,81.2098,7.7712,15.6247,312.6700,0.0532,2.9409,0.0000,143.0500,2418.2175,3.8599,57.4748,4.6244,35.6920,341.7411,1.6143,19.1202,1.6492,0.0667,1g35
7.1700,106.6144,1427.1697,3.5662,38.5366,6.3332,9.2514,101.7945,0.0546,5.1503,0.0000,100.9480,1428.9299,3.3330,34.1703,6.1137,10.6324,104.2451,0.0937,5.0637,0.0000,0.1176,1g36
5.7400,81.1092,858.3753,4.0202,4.9242,8.9186,3.0764,36.4311,0.1847,1.2043,0.6139,83.3519,882.9083,3.6709,2.7219,8.0896,3.5805,41.1286,0.2599,1.5848,0.7283,0.1538,1g3b
5.5500,78.1066,887.7489,3.9752,5.8889,8.4826,4.0735,35.8303,0.3701,1.5691,0.8691,68.9389,887.9112,2.9325,3.0454,6.3546,4.3006,43.3789,0.2120,1.2307,0.6578,0.1538,1g3d
5.3800,84.3137,946.7210,3.1871,7.3586,7.2165,2.6792,35.4598,0.1028,1.5634,0.4581,76.3385,906.1797,2.4788,4.3500,6.2796,2.7848,34.6709,0.5060,0.5004,0.9691,0.1538,1g3e
8.6400,69.7982,939.1494,1.9208,44.6528,3.4416,2.7614,52.5138,0.0000,1.7374,0.0000,73.2027,1185.2933,2.6467,42.8961,1.9327,2.3691,52.5792,0.0000,1.5198,0.0000,0.1818,1g45
8.8000,75.9409,1269.7292,2.2551,39.7471,1.3934,2.5741,54.9513,0.0000,1.9673,0.0000,68.6528,988.8495,1.6171,42.5049,2.7849,2.5971,55.2624,0.0000,2.0300,0.0000,0.1818,1g46
8.4100,60.2318,1116.4541,0.7807,30.7615,1.5805,2.7802,55.0821,0.0000,0.1725,0.0000,68.9189,980.5207,1.6532,40.2875,3.0432,5.1306,57.5545,0.2936,2.5617,0.0000,0.1818,1g48
8.7000,70.9262,1315.0651,1.6502,28.8344,1.6599,3.3522,65.8018,0.0138,0.4033,0.0000,68.0847,1325.0386,1.6371,28.6054,1.5491,3.8164,65.6514,0.0232,0.3707,0.0000,0.1818,1g4j
8.2500,66.7654,922.1825,1.9157,43.9484,3.5243,1.3654,49.7898,0.0000,0.5297,0.0000,67.4779,903.0322,1.9389,44.2251,3.2687,4.2293,48.5800,0.0137,0.9058,0.0000,0.1818,1g4o
9.5400,80.2606,1112.8503,1.4287,40.8902,1.5495,4.0253,59.5427,0.0000,0.6114,0.0000,74.6084,1096.1934,1.3839,40.5823,1.5521,4.8106,57.5736,0.0000,0.5745,0.0000,0.1818,1g52
9.0400,78.1425,1080.0905,1.2592,43.8192,1.4798,3.4519,61.3084,0.0746,0.5688,0.0000,78.5345,1081.9019,1.2961,44.0347,1.5104,3.1532,61.3593,0.1045,0.5293,0.0000,0.1818,1g53
8.8200,69.9587,1318.3004,1.3464,30.6975,1.7954,5.6228,66.9881,0.0109,0.3488,0.0000,69.8079,1321.7452,1.4029,30.6352,1.8546,5.7330,66.9647,0.0126,0.3609,0.0000,0.1818,1g54
6.6000,154.4193,1653.1099,3.0179,58.9391,6.5947,36.2933,262.3027,0.5413,11.1048,0.4691,158.6394,1617.4602,3.3768,56.2533,7.1261,37.5138,260.3126,0.2166,12.4095,0.0000,0.0488,1g7g
6.4000,87.1222,1491.0087,2.5804,0.0000,7.1107,14.6022,89.4015,0.6902,0.0000,1.9666,87.7191,1372.1304,2.5373,0.0000,6.7891,18.0484,128.1717,0.8039,0.0000,2.4173,0.0667,1g7v
5.4800,50.8003,662.4246,0.6180,70.5221,1.2654,6.0788,3.5273,0.0284,5.0876,0.0000,52.6350,684.6696,0.6481,64.0988,0.4049,8.1863,2.5221,0.0609,8.0000,0.0000,0.1333,1g85
5.7000,62.9335,1033.3451,3.5664,0.0000,9.8990,10.1446,26.6652,0.7736,0.0000,1.8769,74.7876,1021.7787,3.1484,0.0000,9.0302,10.1584,27.6013,0.5976,0.0000,1.0388,0.1176,1g98
5.7000,188.0141,2387.8376,10.0714,5.4861,13.7751,24.2071,200.5347,0.7160,0.0000,0.7877,175.4178,2416.4736,7.1470,6.2153,9.9053,23.0211,189.6663,0.9157,0.0000,0.5807,0.0800,1g9r
8.0000,91.1847,1214.0815,2.7080,38.9177,4.7216,11.2935,49.7507,0.0885,1.0459,0.0000,93.2802,1203.6802,2.2880,44.2292,3.4188,8.6199,54.6297,0.0103,1.2267,0.0000,0.1111,1gaf
10.0000,132.2122,1976.7095,4.2996,8.9394,8.1078,79.6354,293.4311,1.2040,14.5572,1.6596,147.1031,2231.3633,4.5126,8.3037,8.6163,43.3866,258.9462,1.2429,5.4500,1.3375,0.0435,1gar
5.1300,99.8127,1048.8649,3.7393,56.4194,3.0563,6.0409,20.5481,0.0660,1.2348,0.0000,91.0134,1044.1198,4.3960,43.4673,2.9983,7.5958,20.9479,0.1653,1.5274,0.0000,0.2000,1gcz
4.3500,79.9650,1055.8220,2.3388,10.2246,4.9718,4.4991,38.9668,0.3964,0.1337,0.8994,96.9952,1138.4648,4.0987,12.1176,5.6105,4.4782,38.8279,0.2401,0.0779,0.6999,0.2500,1ghv
4.2000,79.1151,1040.6716,3.1103,15.6363,5.4692,4.5142,39.0269,0.4551,0.0339,0.9637,80.5617,1010.0629,2.5308,21.9044,4.8405,4.5239,37.1457,0.7976,0.0045,1.0000,0.2500,1ghw
8.1000,98.6558,1113.2937,6.3924,17.5728,8.4787,3.6971,37.3190,0.2128,0.0000,0.6590,100.1044,1083.4346,4.0671,21.6083,3.5263,4.2954,36.0334,0.0000,0.0000,0.0000,0.2500,1ghy
4.8000,86.4635,954.2769,2.6423,6.6870,5.7789,4.1353,36.7516,0.3914,0.0000,0.8937,80.3013,941.3628,2.1241,5.7194,4.9093,3.9502,37.2809,0.6272,0.1861,1.0000,0.2500,1ghz
4.7700,92.7943,972.8334,3.4288,11.0383,6.5937,3.9802,35.5102,0.4842,0.0000,0.9941,83.5448,959.6700,2.9939,9.4368,6.0654,3.8220,36.7120,0.4770,0.0325,0.9866,0.2500,1gi1
7.1900,88.3887,989.6282,2.9708,11.1096,6.2038,3.1376,36.8395,0.2018,0.1222,0.6417,84.2165,1010.0579,2.0521,8.9985,3.8550,3.3154,36.0912,0.0110,0.0000,0.1502,0.2500,1gi4
6.2200,84.9842,970.0308,3.0673,12.6549,6.4862,4.0460,35.5120,0.4884,2.6321,0.9984,74.6058,977.0214,2.7761,9.0809,6.0454,4.1494,35.5941,0.2333,2.6213,0.6901,0.2500,1gi6
4.5100,80.3082,1096.0624,2.1338,6.4216,5.1648,4.1663,38.0035,0.1034,0.0000,0.4594,79.7961,1101.8448,2.0782,3.2545,5.2449,4.5985,37.8480,0.0039,0.0000,0.1252,0.2500,1gi7
5.0500,91.5349,1039.6042,3.0196,9.9837,5.2292,4.2507,35.9824,0.4312,0.0002,0.9380,76.7546,1023.2007,1.8919,6.8288,4.6599,4.4558,37.7671,0.2546,0.0000,0.7208,0.2500,1gi8
5.2200,87.3114,1094.2770,3.0254,5.5125,5.9363,4.7618,46.1995,0.2891,0.0000,0.7682,86.4292,1165.2754,2.9729,4.3752,4.8360,4.6677,46.9051,0.2652,0.0000,0.7357,0.1818,1gi9
4.0700,90.6588,1493.3015,3.6864,18.3904,5.8008,7.4289,66.6005,0.3499,8.1511,0.1962,72.2793,1354.9517,0.9519,23.0835,1.0772,8.0501,68.5888,0.2193,8.3836,0.6371,0.2000,1gj4
4.9600,110.4628,1411.0513,4.9441,52.5200,5.5901,6.4450,68.4762,0.6514,5.1823,0.6909,96.9583,1317.8248,3.7801,25.6945,5.5769,7.0610,69.9016,0.6200,5.4031,1.0000,0.2000,1gj5
7.0000,101.3747,1290.0219,3.4663,18.8378,6.0136,6.3939,67.9685,1.1345,7.9304,1.0000,98.0210,1268.2527,4.2106,23.5341,5.8837,6.1818,68.5705,1.3152,7.6198,0.7962,0.2000,1gj6
7.8900,94.5600,1365.6754,3.1292,17.0473,4.2244,7.1815,64.8014,0.1948,7.4387,0.0000,88.1953,1417.9114,4.4322,12.9938,6.1789,6.4801,66.7155,0.4678,7.3038,0.2106,0.2000,1gj7
6.9600,87.5629,1304.3192,2.5007,9.4751,4.7748,9.4613,67.5162,0.6352,2.7532,0.7906,95.7300,1315.5316,3.0996,10.5259,5.0323,8.2396,68.7603,0.7726,1.6914,0.9751,0.1250,1gj8
7.4800,97.0084,1500.0059,3.1132,10.7554,5.0212,8.8317,83.6659,0.7715,4.1053,0.5231,97.0099,1460.6538,3.3156,15.8070,4.4436,8.7691,79.6872,0.5824,6.1454,0.5100,0.1538,1gj9
5.4200,78.7588,1064.7047,1.5371,7.0096,4.1187,6.1065,41.7723,0.3139,1.8693,0.7735,84.8761,1066.6849,2.1331,8.7833,3.7802,6.2460,42.0827,0.2351,3.0396,0.6233,0.2000,1gja
6.3500,88.0319,1339.4641,2.8164,4.9174,5.3176,7.4745,71.8530,0.1088,5.3761,0.3126,91.4408,1338.4554,3.5850,9.1801,5.8370,6.9154,69.7140,0.4059,5.3694,0.8289,0.2000,1gjb
8.1000,92.1226,1326.6692,3.2559,9.5995,5.4920,6.3653,68.7314,0.4900,5.3019,0.9299,99.6007,1343.8927,1.7736,13.0927,2.2459,6.3398,69.3139,0.6249,5.3029,0.6390,0.2000,1gjc
5.2200,92.6108,1225.4248,3.5493,5.5878,5.8359,5.7092,54.2932,1.2744,1.8342,1.0000,92.5568,1222.6710,2.8441,9.3047,4.3508,5.6658,52.3273,1.2155,2.9084,0.7978,0.1818,1gjd
4.1400,91.9305,1518.6814,4.4575,0.0000,11.0167,24.7658,200.0896,1.6278,0.0000,2.3135,113.4138,1616.0126,4.7594,0.0000,9.5545,22.5321,192.4296,1.5623,0.0000,1.2062,0.0667,1gny
6.4800,66.6429,1243.9838,0.9744,46.0367,0.7970,0.0000,0.0000,0.0000,0.0000,0.0000,62.6210,1185.2380,0.9690,60.9416,0.4491,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1gpn
3.7200,46.5302,719.5916,3.7417,2.5929,10.2032,9.0714,14.0418,0.2304,0.0000,0.5520,39.5338,693.4274,3.4532,3.3594,9.4187,11.6617,11.5060,0.5678,0.0000,1.0415,0.1538,1grp
9.0000,138.9290,2276.3928,3.5243,73.8884,7.7407,63.3907,483.5369,1.7443,19.7063,0.9465,133.0955,2328.5991,2.9218,88.4148,4.6535,61.3516,400.3701,1.4212,19.5353,2.1457,0.0377,1gvu
6.9600,117.5976,1959.1953,3.4655,75.7504,5.2790,54.9706,348.2957,1.4216,14.1380,2.1582,133.2105,2109.8535,2.8916,77.2026,4.3845,35.0109,306.8765,0.5700,1.1474,0.9206,0.0426,1gvw
7.2200,170.2582,2651.2100,3.5044,88.6535,9.0435,73.3547,517.4895,1.9023,8.3484,3.3598,174.3612,2725.6174,4.8678,72.3343,10.9465,61.7763,530.5306,0.5743,1.3099,1.1241,0.0323,1gvx
2.4800,61.7198,451.5097,1.0191,43.8642,2.0117,0.4439,2.4381,0.0000,0.0000,0.0000,61.7898,451.6728,0.9969,44.1498,1.9424,0.4651,2.4412,0.0000,0.0000,0.0000,0.5000,1gyx
3.6400,51.7085,623.9238,1.6119,31.6789,3.9002,5.1763,16.1397,0.0103,0.6038,0.0000,69.2804,599.9165,1.2014,56.6594,1.6157,4.5028,16.6183,0.5895,0.5987,0.0000,0.2857,1gyy
3.5700,76.2851,1157.5394,2.7994,3.0276,6.7547,23.1797,191.8800,1.6219,0.0000,3.0212,74.9175,1147.0332,2.6389,3.1663,6.5498,24.8561,205.1199,1.3921,0.0000,2.2940,0.0800,1gz9
3.2800,61.8087,979.7410,2.5376,0.0000,5.6628,10.3886,70.9623,0.9857,0.0000,2.1922,48.4616,880.5511,2.6019,0.0000,5.8236,14.5533,78.5287,0.9286,0.0000,2.7138,0.1111,1gzc
5.4400,57.0022,1032.9261,3.9416,0.0000,9.7108,19.1444,87.5854,0.5874,0.0000,1.4990,54.1383,1031.0260,3.6348,0.0000,9.1493,17.8214,87.7791,0.6146,0.0000,1.5652,0.1176,1h0a
5.2200,76.8125,1205.3796,1.7497,0.0000,4.2601,10.7468,127.1927,0.3751,0.0000,0.0000,56.1920,1092.5673,1.8134,0.0000,4.7257,18.6525,116.5440,0.1085,0.0000,0.0000,0.1333,1h1h
4.9200,68.1786,1175.7507,0.9590,53.5943,1.5938,2.8628,43.8224,0.0000,0.0000,0.0000,61.5743,1199.8635,0.6878,52.8875,1.2087,4.3947,43.1512,0.1688,0.0000,0.0000,0.2222,1h1p
8.2200,80.8079,1543.7332,0.8879,54.3060,1.5723,8.9159,106.1458,0.0367,0.0000,0.0000,89.6027,1535.5209,1.7431,50.9839,2.1308,10.1647,133.6891,0.4221,5.3867,0.0000,0.1333,1h1s
9.1000,162.1376,2178.2480,3.5983,126.1121,2.6777,20.2908,184.7300,0.6183,20.6025,0.0000,162.3070,2178.2869,4.3095,127.8702,2.7330,23.7535,185.0736,0.6477,20.4988,0.0000,0.0714,1h22
3.5700,83.5000,1170.2977,1.5620,51.4874,2.7674,6.8291,52.3379,0.0875,1.1431,0.0000,95.7347,1122.1819,2.3294,56.7702,3.1035,5.5506,47.2368,0.0000,0.0000,0.0000,0.1333,1h46
4.6600,64.9169,610.9274,1.6232,4.8973,3.8795,0.5610,2.4346,0.0000,0.0000,0.0000,65.0244,611.1040,1.6906,4.9396,3.9250,0.5619,2.4368,0.0000,0.0000,0.0000,0.4000,1h4w
5.3000,113.7697,1512.7616,3.9323,36.2329,7.3528,41.4932,250.5372,0.8685,0.0000,0.8994,104.5338,1460.5177,4.0378,33.3341,7.7491,46.0517,239.5452,1.2511,0.0000,1.3089,0.0500,1h6h
5.4200,68.0708,1200.7744,0.8688,69.7623,1.4079,10.9908,71.2999,0.4985,8.4745,0.0000,67.8083,1199.7062,0.8295,69.7139,1.3521,10.9361,71.2554,0.5353,8.6088,0.0000,0.1667,1h9z
6.3700,125.2483,2139.6963,3.2273,61.6380,3.5920,32.8330,248.9926,0.9027,20.7371,0.4724,109.6106,2031.9095,1.6715,60.1603,2.9153,29.6594,237.7391,0.5272,19.5976,0.6163,0.0513,1hbv
9.0000,159.7935,2436.3608,5.8777,84.9081,7.5039,40.3354,339.6389,0.5900,16.3638,0.0000,153.2126,2443.8943,5.2271,81.6841,6.8906,39.9773,331.2924,0.8188,23.5382,0.0000,0.0408,1hef
7.7400,123.2496,2099.2263,3.5844,76.5187,4.9980,36.7605,227.4705,0.6405,11.6208,0.7226,126.4371,2093.3835,3.3969,74.6556,3.6609,36.4391,249.8204,0.5621,12.6835,0.8531,0.0444,1heg
4.1900,66.4792,1229.4078,2.7899,0.0000,6.1766,14.8329,115.2156,0.0094,0.0000,0.0000,62.0872,1144.5337,2.2290,0.0000,5.5706,8.8598,120.0930,0.1792,0.0000,0.0000,0.1250,1hi3
8.0500,111.4694,2140.7163,2.4589,66.1351,5.6222,49.0605,268.6446,0.4919,9.2038,0.0000,117.2158,2143.3960,3.0972,69.2930,5.5754,47.0618,277.9896,0.5398,7.3898,0.2025,0.0513,1hih
7.2800,128.4455,2165.5437,2.4011,88.8734,5.0650,39.5098,292.2110,0.3786,7.1986,0.0000,125.7514,2202.0669,2.5844,97.5878,4.8197,41.1462,291.3779,0.9867,7.9697,0.4661,0.0513,1hii
5.0000,59.0494,1177.9287,0.9855,14.9584,2.0131,6.8345,26.7571,0.1222,0.0000,0.4592,66.0693,1091.1504,1.2920,23.4373,2.1742,8.9802,25.4282,0.2123,0.0000,0.4840,0.2000,1hlk
6.5500,67.6207,1126.3372,0.9147,68.8408,2.0629,32.4797,58.4256,0.1397,43.4206,0.0000,70.7484,1197.0905,0.7736,71.9965,0.7777,33.7096,66.4497,0.1149,40.6363,0.0000,0.0571,1hmr
6.3700,55.1743,1108.4296,0.8525,70.6736,1.8186,38.0490,66.4402,0.0632,47.4391,0.0000,69.9248,1180.5986,0.7438,75.9242,0.9008,32.2174,68.4006,0.1680,34.2626,0.0000,0.0606,1hms
5.7900,63.7929,1149.1565,1.0679,79.3254,2.0642,28.2370,73.5559,0.1114,40.5691,0.0000,61.3401,1136.4395,1.0514,76.8952,2.0789,31.7548,69.0470,0.1916,39.5466,0.0000,0.0571,1hmt
6.0000,50.5395,1082.6658,0.9348,87.7981,1.5117,0.0000,0.0000,0.0000,0.0000,0.0000,55.0226,1085.6564,0.4751,90.7879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1hn2
5.3000,124.4854,2156.1797,0.8068,91.1933,0.6497,32.0274,142.8089,0.0785,32.2124,0.0000,121.7960,2213.0132,0.8370,99.1616,0.5760,33.8472,120.9359,0.1401,20.2438,0.0000,0.0385,1hn4
8.5500,152.0452,2545.5283,2.8895,105.6744,3.2113,66.4264,434.8683,0.7928,28.9617,0.0000,131.7489,2582.3105,1.7571,109.8048,1.5066,64.0528,448.3987,0.5837,32.3920,0.0000,0.0435,1hos
6.7000,102.6260,1334.1844,2.3478,7.7966,4.9708,6.0119,44.2175,0.4910,0.0000,0.0000,99.2069,1326.6550,3.7854,10.3540,6.4949,6.0061,41.7476,0.1565,0.0000,0.0000,0.2222,1hp0
9.2200,111.9137,1773.8563,2.9204,52.2542,4.4077,21.1936,174.8655,0.8694,16.3581,0.0000,104.6513,1765.9368,2.5704,48.3856,4.0571,21.4528,174.7081,0.9267,17.1510,0.0000,0.1333,1hpo
9.2200,150.5557,2553.0481,2.9275,98.3264,1.4475,57.6705,387.1693,1.3549,23.8665,0.9399,168.4964,2444.2717,4.7966,94.4583,5.8311,38.4311,379.3647,0.9667,20.8860,0.0000,0.0488,1hps
9.2200,118.9418,1938.5681,1.9382,67.6731,2.6322,20.4707,209.1639,0.2101,0.0000,0.0000,113.5218,1922.9231,3.0709,58.2046,5.3477,21.8349,211.8461,0.4102,0.6998,0.0000,0.0667,1hpv
9.3000,140.3787,2223.0139,3.5480,61.1194,4.0650,46.6338,336.5312,1.4908,14.7941,0.1106,126.7575,2209.9487,2.9213,47.1680,3.9699,41.9824,332.5854,1.2522,4.6952,0.1114,0.0571,1hpx
9.4200,132.3563,2301.7585,3.2768,76.7942,6.6275,31.7260,269.7474,1.0810,4.9185,0.0000,124.6632,2305.9343,2.2222,86.9645,1.5626,29.0121,279.7556,0.9088,4.0692,0.5390,0.0645,1hsg
8.6100,134.3763,2337.8928,3.0852,89.0461,4.6544,30.2549,283.5826,1.1227,5.0678,0.0000,112.1547,2209.3782,0.8706,74.0760,1.6738,28.4445,274.2892,0.8037,4.0520,0.3037,0.0645,1hsh
7.1900,76.4388,761.1754,3.1974,2.3153,6.1928,4.8849,7.6557,0.1036,0.0000,0.0000,77.9857,797.2076,2.8070,9.2894,3.9763,1.3284,12.4259,0.0009,0.0000,0.0000,0.2222,1hsl
7.9600,112.0895,2226.3787,3.5214,64.6153,5.9866,56.3737,321.6162,1.4694,38.3808,0.0000,102.6391,2167.0728,2.9888,70.7799,4.0073,61.3221,312.0955,1.6613,36.2854,0.0000,0.0714,1hvh
10.0800,165.5594,2638.7253,3.9551,101.0070,6.8710,77.6841,495.0204,1.0428,17.3935,0.8238,161.5241,2630.1523,3.6126,101.6050,5.7737,66.2041,506.2242,1.5905,16.2137,1.4435,0.0417,1hvi
10.4600,158.4238,2560.4243,2.9269,100.2654,5.6423,70.7620,471.7571,0.7721,18.2705,0.0000,148.6745,2549.1057,2.6218,97.2593,4.4519,68.8153,467.0989,0.8897,20.5731,0.1711,0.0426,1hvj
10.1100,177.6199,2646.2864,3.7728,100.2562,7.3138,69.6354,477.4894,1.0840,14.1128,0.0000,176.4165,2647.4622,3.9590,98.7250,7.5688,69.4490,475.0591,1.0656,14.2930,0.0000,0.0417,1hvk
9.0000,162.4292,2622.2847,3.8512,98.6075,6.5999,75.9688,509.4062,0.8687,15.0803,0.0000,160.7966,2607.9888,3.9117,96.7901,6.0457,78.6091,503.2910,0.9195,15.3383,0.0000,0.0417,1hvl
9.5100,137.8166,2447.7034,2.6864,133.5327,3.9612,32.2191,312.9830,0.2554,19.7322,0.0000,138.9615,2450.8264,2.6488,132.6001,3.7712,32.0252,313.8662,0.3491,20.6365,0.0000,0.1000,1hvr
10.3000,159.8041,2585.0232,3.6187,91.0181,5.7239,75.7034,491.6777,1.3747,14.7511,1.0000,162.5984,2588.3821,3.1966,91.0902,6.2617,64.2847,477.8340,1.8785,13.7958,0.4446,0.0417,1hvs
8.3300,98.4853,1605.2791,2.1115,64.1242,4.0737,24.5258,142.1008,0.3154,9.6397,0.0000,93.1427,1592.6836,2.1352,54.6400,4.0828,30.5520,136.1518,0.3449,17.6479,0.0000,0.1000,1hwr
9.9200,149.2953,2375.2314,3.3051,82.4007,5.8044,38.4140,359.0607,0.8244,8.5116,0.3837,153.5200,2368.4556,3.4562,80.3734,6.3330,30.8403,344.6608,1.2363,4.8346,0.8836,0.0625,1hxb
10.8200,158.5671,2359.6689,2.2188,79.5311,4.0687,59.7273,392.3537,0.7065,8.5236,0.3219,149.0315,2357.4434,3.4129,92.1719,5.2970,50.3377,399.2958,1.0614,11.8788,0.3797,0.0455,1hxw
