pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,gauss1_inter_3,gauss2_inter_3,repulsion_inter_3,hydrophobic_inter_3,hydrogenbonding_inter_3,gauss1_intra_3,gauss2_intra_3,repulsion_intra_3,hydrophobic_intra_3,hydrogenbonding_intra_3,gauss1_inter_4,gauss2_inter_4,repulsion_inter_4,hydrophobic_inter_4,hydrogenbonding_inter_4,gauss1_intra_4,gauss2_intra_4,repulsion_intra_4,hydrophobic_intra_4,hydrogenbonding_intra_4,gauss1_inter_5,gauss2_inter_5,repulsion_inter_5,hydrophobic_inter_5,hydrogenbonding_inter_5,gauss1_intra_5,gauss2_intra_5,repulsion_intra_5,hydrophobic_intra_5,hydrogenbonding_intra_5,gauss1_inter_6,gauss2_inter_6,repulsion_inter_6,hydrophobic_inter_6,hydrogenbonding_inter_6,gauss1_intra_6,gauss2_intra_6,repulsion_intra_6,hydrophobic_intra_6,hydrogenbonding_intra_6,gauss1_inter_7,gauss2_inter_7,repulsion_inter_7,hydrophobic_inter_7,hydrogenbonding_inter_7,gauss1_intra_7,gauss2_intra_7,repulsion_intra_7,hydrophobic_intra_7,hydrogenbonding_intra_7,gauss1_inter_8,gauss2_inter_8,repulsion_inter_8,hydrophobic_inter_8,hydrogenbonding_inter_8,gauss1_intra_8,gauss2_intra_8,repulsion_intra_8,hydrophobic_intra_8,hydrogenbonding_intra_8,gauss1_inter_9,gauss2_inter_9,repulsion_inter_9,hydrophobic_inter_9,hydrogenbonding_inter_9,gauss1_intra_9,gauss2_intra_9,repulsion_intra_9,hydrophobic_intra_9,hydrogenbonding_intra_9,flexibility,PDB
3.2800,100.2955,1328.8601,4.4555,9.1836,8.1670,6.4727,84.8737,0.2386,0.0000,0.0000,93.5525,1201.5690,3.8673,3.4897,7.7593,5.9894,76.7120,0.1119,0.0000,0.0000,87.5412,1285.7845,3.5489,23.4189,5.4355,13.3529,81.3337,1.0438,0.0000,0.8373,96.1333,1128.8713,4.4593,10.7399,8.2465,5.8734,85.3908,0.1274,0.0000,0.0000,103.6001,1156.8561,4.2545,6.1888,7.8913,7.9795,67.8661,1.0201,0.0000,0.8119,95.4676,1135.2148,4.3835,0.0254,8.2534,4.9206,81.0196,0.1153,0.0000,0.0000,75.3496,1229.3811,2.1791,28.8157,3.7877,10.3956,80.7654,0.7054,0.0000,0.0000,92.0830,1226.1819,3.8753,12.0415,5.8374,7.4355,88.2510,0.3820,0.0000,0.0000,67.3609,1259.0236,2.2332,6.0000,4.1374,15.1248,85.6976,0.4480,0.0000,0.0000,0.1429,3d52
4.1100,57.7191,974.5938,2.2431,2.3103,5.1614,7.0220,71.3622,0.7726,0.0000,0.7568,57.4944,926.5910,1.7294,10.2967,3.2151,6.9249,73.9074,0.3768,0.0000,0.2138,59.0215,902.3531,1.9807,10.3836,3.5358,10.6688,81.2239,0.4263,0.6739,0.0000,50.4662,855.8682,1.3230,5.0447,3.0037,7.9974,77.9807,0.2460,0.0000,0.5733,46.4759,900.3607,1.2412,4.5573,3.1164,6.0724,83.1534,0.1525,0.0000,0.0000,44.2186,841.8734,1.6454,8.3888,3.4701,14.2430,77.1156,0.1043,0.0000,0.0000,42.5998,815.4584,1.5837,4.2456,3.8755,8.3554,78.0973,0.3525,0.0000,0.7356,53.8229,835.0034,1.6434,9.3802,3.2837,8.4179,78.9913,0.2009,0.0000,0.0000,51.5399,699.3182,1.3475,7.5485,3.5186,7.5946,77.4171,0.2227,0.0000,0.5297,0.2000,3d6o
3.7500,61.3147,976.3006,2.4479,1.4468,4.7158,8.1579,71.1283,1.3328,0.0000,1.1462,54.9124,883.9031,1.5496,1.4274,3.7836,8.0021,77.3954,0.5215,0.0000,0.0000,47.1201,872.3812,1.6024,3.1833,3.5234,9.7303,64.8879,0.5129,0.0000,0.7189,58.6888,901.1873,2.1046,1.0385,3.5659,11.5194,84.1192,0.3594,0.0000,0.0000,58.0388,905.8264,2.2148,0.8277,4.2080,12.7818,80.6483,0.8827,0.0000,0.1639,48.8586,886.3391,1.1713,3.7322,2.2951,9.4974,65.7437,0.3531,0.0000,0.6165,49.3732,796.1752,1.8151,1.6875,4.5011,10.3615,77.4046,0.6097,0.0000,0.3828,46.7814,837.2798,1.3567,2.7693,3.1568,9.7012,66.8763,0.2830,0.0000,0.4577,49.9544,738.8295,1.5404,1.2943,4.1584,7.8335,73.1273,0.6392,0.0000,0.9834,0.2000,3d6p
3.7600,57.8412,871.6738,2.1570,12.5958,4.9707,7.8662,74.7196,0.9515,0.0000,0.7895,55.7926,982.0063,1.8686,4.5001,4.1264,8.0438,70.0937,1.0017,0.0000,0.9541,59.7064,926.4216,2.0223,8.5865,3.4441,9.3399,87.5905,0.2900,0.2002,0.0000,58.1787,891.4248,1.3666,12.4472,2.8337,10.0939,80.8513,0.5241,0.7736,0.0000,46.2045,910.2247,1.2676,5.4111,3.1192,5.8118,82.9306,0.2409,0.0000,0.0000,46.0141,904.8587,1.3007,4.1065,3.0505,8.9027,65.1690,0.4621,0.0000,0.5283,52.9183,842.3475,1.6492,5.9579,3.6127,5.5138,79.6755,0.1757,0.0000,0.0000,53.2425,868.0452,1.6567,3.3341,4.0065,9.4912,86.8891,0.8515,0.1412,0.1047,47.8683,841.4006,0.9870,10.9770,2.0633,9.4255,82.1660,0.1744,0.0000,0.0625,0.2000,3d6q
7.6400,52.0464,829.4396,0.7762,47.6205,1.2068,14.3241,14.1329,0.0164,13.5855,0.0000,56.0402,866.4825,0.2808,54.3642,0.5304,1.7427,21.5545,0.0000,0.0000,0.0000,48.1022,843.0735,0.6592,53.3626,0.6038,9.9658,16.0434,0.0658,9.4610,0.0000,56.0408,823.4297,0.4745,53.2846,0.0000,11.3236,15.6115,0.0768,8.3906,0.0000,49.8836,839.5746,0.3676,48.6861,0.8679,4.5913,23.6433,0.0001,3.5364,0.0000,48.8591,843.6225,0.4008,49.9754,0.8913,1.4155,23.9125,0.0000,0.6128,0.0000,51.7490,829.4445,0.2549,43.7938,0.3974,6.2700,21.7792,0.0036,4.2947,0.0000,50.4395,834.9085,0.6707,44.2411,0.0000,12.0909,14.4597,0.0904,13.0823,0.0000,44.2537,875.9933,0.4835,46.3945,0.6221,4.7733,22.6617,0.0171,0.1620,0.0000,0.1667,3d78
3.6900,59.1888,964.1743,2.1915,3.4064,5.2506,7.1595,64.7732,0.9945,0.0000,0.8471,57.2140,903.3823,1.9694,8.8265,3.3562,10.9773,73.2459,0.3053,0.4081,0.0000,52.2048,923.7951,1.5842,6.7469,3.0780,7.1619,64.1317,0.4604,0.0000,0.2359,48.2524,797.6935,1.6613,4.9136,4.4117,7.6692,66.5767,0.7192,0.0000,0.7261,52.6589,852.2904,1.2139,5.6135,2.5793,7.5373,65.4196,0.5541,0.0000,0.9076,53.0424,890.3637,1.1353,4.9093,1.9228,7.6269,66.6418,0.5472,0.0000,0.9087,56.7480,797.5577,1.1594,5.3838,2.6602,6.1092,71.9286,0.1798,0.0000,0.0000,47.3422,850.8028,1.5466,9.4028,2.6687,14.1909,68.4634,0.3058,0.1842,0.0000,40.4722,919.4961,0.7127,5.5931,1.6512,5.8532,72.5476,0.1778,0.0000,0.0000,0.2000,3d7b
4.6000,180.7626,2493.4802,10.9313,34.7447,14.3362,26.2877,205.8470,3.9412,1.0792,1.0000,180.7626,2493.4802,10.9313,34.7447,14.3362,26.2877,205.8470,3.9412,1.0792,1.0000,180.7626,2493.4802,10.9313,34.7447,14.3362,26.2877,205.8470,3.9412,1.0792,1.0000,180.7626,2493.4802,10.9313,34.7447,14.3362,26.2877,205.8470,3.9412,1.0792,1.0000,180.7626,2493.4802,10.9313,34.7447,14.3362,26.2877,205.8470,3.9412,1.0792,1.0000,180.7626,2493.4802,10.9313,34.7447,14.3362,26.2877,205.8470,3.9412,1.0792,1.0000,180.7626,2493.4802,10.9313,34.7447,14.3362,26.2877,205.8470,3.9412,1.0792,1.0000,180.7626,2493.4802,10.9313,34.7447,14.3362,26.2877,205.8470,3.9412,1.0792,1.0000,180.7626,2493.4802,10.9313,34.7447,14.3362,26.2877,205.8470,3.9412,1.0792,1.0000,0.0714,3d7k
7.9200,114.8263,1647.3492,1.7810,99.3622,2.1554,9.2397,76.2648,0.1330,12.6759,0.0000,114.8263,1647.3492,1.7810,99.3622,2.1554,9.2397,76.2648,0.1330,12.6759,0.0000,114.8263,1647.3492,1.7810,99.3622,2.1554,9.2397,76.2648,0.1330,12.6759,0.0000,114.8263,1647.3492,1.7810,99.3622,2.1554,9.2397,76.2648,0.1330,12.6759,0.0000,114.8263,1647.3492,1.7810,99.3622,2.1554,9.2397,76.2648,0.1330,12.6759,0.0000,114.8263,1647.3492,1.7810,99.3622,2.1554,9.2397,76.2648,0.1330,12.6759,0.0000,93.8057,1444.6006,1.4792,79.7928,1.0079,7.6961,80.7022,0.1649,11.6850,0.0000,84.1495,1476.6620,1.9975,86.8341,0.4145,9.4932,77.6763,0.5575,15.9904,0.0000,61.9507,1366.7632,0.8687,73.2638,1.1216,7.8996,84.3132,0.2115,13.3861,0.0000,0.1429,3d7z
8.3600,123.8203,1999.0255,1.2316,73.6804,1.2568,8.5646,120.5562,0.5473,12.0585,0.0000,123.8203,1999.0255,1.2316,73.6804,1.2568,8.5646,120.5562,0.5473,12.0585,0.0000,107.4706,1883.7955,1.7744,66.8905,2.5671,10.0030,120.3781,0.2767,11.6467,0.0000,108.8031,1928.7311,2.5318,86.5381,0.0000,8.0525,125.1532,0.5199,12.0570,0.0000,106.7963,1887.8347,2.4795,85.7471,0.0000,9.2961,115.8155,0.4094,12.1907,0.0000,108.1503,1850.6073,2.7424,79.8485,0.0000,7.6686,117.3940,0.3054,11.5541,0.0000,96.7778,1813.0284,2.1786,76.9753,0.2368,8.8249,117.6991,0.5385,11.6137,0.0000,103.4209,1598.9009,2.4308,91.6394,0.6869,7.3361,122.0367,0.3237,11.1576,0.0000,104.5510,1847.8894,3.6242,79.7464,0.0000,7.7767,123.2359,0.3443,12.1726,0.0000,0.1250,3d83
8.1500,64.4399,984.9687,2.6639,28.0888,5.3905,3.6062,44.8005,0.0301,0.0000,0.0000,77.6801,979.6097,3.3998,35.0549,4.2756,5.7911,47.5743,0.0089,0.0000,0.0000,71.7421,969.0552,2.8278,26.5676,4.9564,3.7704,50.3806,0.3277,0.0000,0.0000,61.1645,912.2227,1.8238,24.6103,4.1492,5.2578,44.4076,0.0213,0.0000,0.0000,71.3086,1036.9645,2.1394,13.0439,3.3107,7.2896,56.2752,0.1106,0.0000,0.0000,58.1495,900.6007,1.8685,25.2081,4.1394,5.6077,52.4778,0.0874,0.0000,0.0000,72.0414,986.8793,3.0393,2.1747,5.3994,5.7978,44.8350,0.0192,0.0000,0.0000,55.8330,949.2271,1.7550,26.7478,3.1632,5.7657,44.8957,0.0235,0.0000,0.0000,47.9785,946.4648,0.8225,26.8792,2.1647,4.0888,42.9223,0.0000,0.0000,0.0000,0.1818,3d8w
3.4000,65.6861,896.0923,1.5050,17.3896,2.3453,7.6912,79.7626,0.0077,1.8797,0.0000,56.2713,883.1290,0.9939,10.9452,2.4488,5.0708,70.6933,0.0048,1.1832,0.0000,58.1397,965.7533,1.9765,7.0138,3.3758,12.1966,77.2723,0.5257,3.1891,0.0000,57.1556,914.8674,1.0112,12.6574,1.9916,5.7298,76.9461,0.1218,0.9161,0.0000,51.7662,902.3205,1.2994,13.2881,3.0265,5.4378,63.7675,0.1912,1.2318,0.0000,65.4527,987.1026,1.5726,13.7146,2.7463,9.7558,72.0274,1.0665,0.5302,0.0000,47.8010,894.1456,1.8739,6.9585,3.2188,12.5793,81.9083,0.0579,4.8743,0.0000,44.5044,931.8510,1.0993,9.1613,2.1472,8.5226,72.4753,0.1979,1.4446,0.0000,53.3353,916.0522,1.7006,7.5949,3.5503,4.7565,69.0103,0.6528,1.1925,0.0000,0.2222,3d8y
3.3700,69.1322,1004.7984,2.3634,12.2799,4.1866,5.6147,62.3488,0.0858,0.7830,0.0000,61.9998,1004.2504,1.1982,10.6883,2.5559,6.2696,54.1993,0.4590,0.2849,0.7012,59.2895,985.3842,0.8005,5.8092,1.2490,7.1646,51.2739,0.2485,0.8586,0.7012,59.3982,966.0834,0.8287,7.6216,1.1791,7.0547,52.3865,0.3515,0.3553,0.7280,49.9719,861.1992,0.9209,6.9327,2.6488,7.8023,50.4615,0.1928,1.0405,0.5414,56.6483,967.2743,1.2225,11.0358,1.9716,6.5486,60.7242,0.1532,1.1104,0.0000,57.6517,935.0575,1.1395,5.3465,1.8444,7.3015,52.1616,0.3080,1.0596,0.7193,53.9078,894.5635,1.4113,6.2278,2.9091,10.5261,65.5598,0.1586,0.4359,0.0000,46.5383,894.6052,1.4188,3.7984,3.5132,7.0400,50.5460,0.4619,0.2098,0.3083,0.2222,3d8z
8.7000,66.5284,790.1661,1.8544,35.0645,3.1449,0.4286,14.4089,0.0000,0.0000,0.0000,67.2271,826.8046,2.6423,15.5050,4.9936,0.4064,14.4313,0.0000,0.0000,0.0000,42.6438,917.5092,1.3794,29.1048,2.5533,0.2659,14.9869,0.0000,0.0000,0.0000,67.1501,1056.8557,3.2287,34.3353,1.6588,0.4558,14.4070,0.0000,0.0000,0.0000,51.1055,890.2453,2.1969,33.5113,2.3637,0.4658,14.4179,0.0000,0.0000,0.0000,56.0459,883.4109,0.8166,3.8065,1.7288,0.4617,14.4091,0.0000,0.0000,0.0000,49.0835,734.2286,1.6619,25.6846,3.0361,0.3713,14.4157,0.0000,0.0000,0.0000,50.6814,838.4667,0.7689,26.8700,0.6059,0.4198,14.4366,0.0000,0.0000,0.0000,38.0617,857.4037,1.4686,23.0343,2.2884,0.4170,14.4155,0.0000,0.0000,0.0000,0.4000,3d9z
5.5100,100.7788,1268.9838,1.9243,83.3991,1.9822,20.4974,123.0038,0.7911,11.7164,0.6893,94.4969,1186.5364,1.6724,90.7499,1.6812,21.9030,121.4158,1.1269,12.6703,0.5077,68.7565,1166.1564,1.4893,56.5262,1.7915,21.0060,127.9348,0.7571,11.0045,0.2728,69.7869,1260.6814,1.5664,42.9652,1.3184,22.9503,129.5087,0.9438,11.7428,0.7853,70.6245,1275.1229,0.9466,51.1098,1.1421,20.1832,130.3148,1.4403,12.2404,0.2577,73.3846,1082.6322,1.4565,82.2719,0.5555,29.6413,141.1854,1.7480,20.6853,0.2315,85.2275,1213.2838,1.1476,73.4581,0.0000,16.7346,128.4024,1.8211,9.9320,0.3599,71.7540,1205.6238,1.9350,63.1022,0.7150,22.9704,123.2047,0.8342,12.2344,0.2335,65.2663,1052.8376,1.2293,56.4755,1.4272,21.8956,129.6792,0.8762,12.3239,0.5951,0.1176,3da9
7.9300,56.6048,839.4375,1.5835,6.7967,3.6585,4.4425,21.3459,0.0544,0.0000,0.0000,63.8724,872.9770,1.0222,1.9964,2.1326,4.3921,20.7655,0.0593,0.0000,0.0000,55.1160,774.6776,1.5215,0.0000,3.8701,4.0010,21.4278,0.1193,0.0000,0.0000,54.2400,829.4142,0.8513,3.7253,1.9078,4.4924,21.3801,0.0301,0.0000,0.0000,51.5550,732.1662,2.0158,0.0000,4.6906,4.4540,21.4337,0.0306,0.0000,0.0000,36.5670,688.2589,2.0138,1.8656,5.5849,4.2752,21.3881,0.0793,0.0000,0.0000,59.5943,830.4273,2.0831,0.0000,3.0133,4.5015,21.3811,0.0308,0.0000,0.0000,48.3174,827.8837,0.5629,4.1947,1.2265,4.4771,21.4163,0.0360,0.0000,0.0000,52.6262,726.5954,1.5044,6.7881,3.2294,3.0838,21.3720,0.2765,0.0000,0.0000,0.2857,3daz
8.0600,71.1605,993.7130,2.9112,28.4227,4.9965,3.7533,44.2842,0.0053,0.0000,0.0000,75.0383,983.3794,2.9465,38.4643,3.9930,5.5765,47.3335,0.0177,0.0000,0.0000,70.1832,921.1190,2.2222,30.1463,4.3376,4.2796,44.3348,0.0162,0.0000,0.0000,59.7809,866.2455,2.2820,28.2000,4.9682,3.9889,43.6277,0.0196,0.0000,0.0000,61.7763,874.7891,1.9191,28.1951,3.6727,3.9302,44.9504,0.0275,0.0000,0.0000,64.0983,1013.4825,1.8320,20.2640,3.1615,4.2568,51.2434,0.5068,0.0000,0.0000,57.4326,947.8547,2.5243,12.3843,4.7722,8.2710,54.5308,0.1649,0.0000,0.0000,62.1093,911.2650,1.5538,24.9881,2.9422,3.5056,44.8591,0.1370,0.0000,0.0000,57.2842,902.4067,2.3140,0.8922,5.4346,7.0050,54.8330,0.0906,0.0000,0.0000,0.1818,3dbu
8.3100,50.6878,764.0298,1.6070,7.8203,4.4263,1.6093,18.4726,0.3498,0.0000,0.0000,43.6508,733.8503,1.8087,3.9818,5.0174,2.9346,18.5522,0.0041,0.0000,0.0000,60.9525,853.3485,1.7512,3.4847,2.5611,1.9319,18.0965,0.0000,0.0000,0.0000,50.3191,674.3164,1.8721,5.3766,4.6874,2.7312,18.5920,0.0404,0.0000,0.0000,34.7801,687.8100,1.8743,4.9441,5.4507,2.8384,18.5187,0.0224,0.0000,0.0000,49.6694,755.3679,1.9198,0.9325,4.0441,2.9363,18.5533,0.0060,0.0000,0.0000,40.3366,757.6033,1.1451,5.4198,2.8518,2.9530,18.5939,0.0018,0.0000,0.0000,36.5480,718.5818,1.6461,7.8134,3.7166,1.8577,17.9134,0.0159,0.0000,0.0000,47.9546,781.7255,1.1482,0.0000,2.1368,1.9058,18.1563,0.0000,0.0000,0.0000,0.2857,3dc3
8.9600,69.0382,876.9924,2.7824,16.0821,5.1726,0.3208,14.3386,0.0000,0.0000,0.0000,46.7595,919.2766,1.7576,30.9707,3.2302,0.3364,14.3215,0.0000,0.0000,0.0000,63.5607,830.9642,2.1610,34.3310,2.9220,0.3193,14.3199,0.0000,0.0000,0.0000,47.4365,898.4297,1.0624,30.2829,1.7524,0.3225,14.9724,0.0000,0.0000,0.0000,53.1506,894.8719,1.8914,6.9631,3.6572,0.3853,14.3439,0.0000,0.0000,0.0000,52.7162,879.6076,0.8041,27.1361,0.6164,0.3511,14.3062,0.0000,0.0000,0.0000,47.2286,788.8799,1.4171,22.4306,2.7390,0.3357,14.3335,0.0000,0.0000,0.0000,52.2524,902.2563,1.3147,9.4403,1.8998,0.3454,14.3134,0.0000,0.0000,0.0000,50.2593,801.1086,1.3916,5.2789,3.0992,0.4158,14.9872,0.0000,0.0000,0.0000,0.4000,3dcc
7.9400,56.4108,865.9108,1.5945,6.6443,2.8173,2.4273,22.7975,0.0000,0.0000,0.0000,52.8661,848.8384,0.7763,8.2529,1.6971,3.0830,21.2013,0.0070,0.0000,0.0000,57.9957,853.5292,1.7956,1.3621,3.1040,1.8351,22.6165,0.0000,0.0000,0.0000,58.5962,852.8447,1.9113,3.5529,3.0332,2.1700,22.8526,0.0000,0.0000,0.0000,61.8250,732.3113,1.5179,2.9734,3.2147,1.8789,23.1614,0.0000,0.0000,0.0000,41.2148,765.6649,1.6462,2.6070,4.1655,1.4704,23.2951,0.0487,0.0000,0.0000,54.4007,802.7353,1.1070,1.6625,2.0450,2.5204,22.0589,0.0000,0.0000,0.0000,53.4127,789.0420,1.6005,3.1245,2.8241,1.9267,23.1476,0.0000,0.0000,0.0000,46.2296,746.4763,1.9125,0.0000,3.8332,1.9004,23.0793,0.0003,0.0000,0.0000,0.2857,3dcs
9.0000,70.2891,872.2454,1.9408,19.3021,2.9253,1.9778,21.8838,0.0650,2.5587,0.0000,62.4587,872.1604,1.4333,12.4780,2.5643,2.1962,21.3335,0.0699,2.2930,0.0000,66.0342,892.7327,2.2834,20.7557,2.6107,2.4837,21.2461,0.0093,2.5393,0.0000,56.3674,900.0570,0.8160,9.1439,1.1612,1.3841,22.4784,0.0000,1.6522,0.0000,58.1071,881.3232,1.1177,13.1575,1.3740,1.5627,22.1312,0.0109,1.8317,0.0000,44.1728,834.1528,0.6746,20.6688,1.2475,1.4403,22.6043,0.0000,1.4256,0.0000,53.1411,796.2540,1.4872,4.6395,3.1017,1.4229,22.4387,0.0000,1.5878,0.0000,52.3245,840.3536,0.5105,25.2938,0.0000,2.2538,21.7471,0.0402,2.5415,0.0000,49.7229,789.8711,1.5501,8.3564,2.9713,0.8594,22.6736,0.0000,1.6668,0.0000,0.2222,3dcw
9.0000,60.7320,863.4283,1.7984,12.6016,3.8027,2.3460,20.9739,0.0982,2.4414,0.0000,70.6376,872.7702,1.9707,19.8164,2.8345,2.0489,21.8835,0.0405,2.4699,0.0000,54.5817,904.8580,0.6067,8.3222,1.1749,1.7573,22.1084,0.0047,1.5645,0.0000,52.2233,785.8582,1.2518,12.1316,2.8694,1.6027,21.8152,0.0378,1.9346,0.0000,49.6677,852.9871,0.3841,24.4855,0.0000,2.3129,21.7372,0.0264,2.4785,0.0000,58.9952,839.6562,1.6451,13.3830,1.9325,1.5070,22.2088,0.0001,1.7057,0.0000,48.4871,788.5820,1.2316,7.0519,2.5983,2.4596,21.6345,0.0093,2.4455,0.0000,36.8503,773.7119,1.6807,11.3277,3.2706,2.4213,21.5339,0.0096,2.3429,0.0000,34.9644,802.1871,0.9838,22.2382,1.3831,1.9250,22.2033,0.0000,2.0751,0.0000,0.2222,3dd0
7.8500,76.6526,1143.5786,1.9077,45.9749,2.0420,6.7785,64.8816,0.2491,3.7300,0.0000,67.8594,1112.5594,2.1454,37.6808,3.1962,7.4268,69.2577,0.1911,4.7271,0.0000,74.9076,1188.7213,1.7895,26.0666,2.1817,7.9254,64.0728,0.0317,1.6818,0.0000,73.9068,1159.4624,2.1871,50.8555,1.7884,7.9925,66.6251,0.3171,3.9409,0.0000,65.1696,1169.2390,2.0326,14.1298,3.8505,6.4098,64.4473,0.1592,2.0903,0.0000,66.6140,1220.1028,2.8187,45.0653,2.4885,8.1880,64.6800,0.3872,3.7030,0.0000,71.7908,1220.6703,2.6670,46.5940,1.1105,7.7006,66.6254,0.1196,3.8810,0.0000,54.7894,955.3802,1.4246,36.6005,3.0195,6.0285,69.1138,0.0944,3.2587,0.0000,58.7940,1103.0463,1.1729,10.2849,2.7135,4.0407,66.6569,0.0511,3.1474,0.0000,0.1818,3dd8
4.6600,91.9714,1155.7457,3.1355,12.3574,6.5929,4.8046,52.7547,0.0031,0.0000,0.0000,91.1717,1039.2279,2.7520,35.5364,5.0861,8.3402,47.4017,0.0028,0.0000,0.0000,75.8363,1029.8629,1.7455,34.6382,3.8560,13.4811,46.2190,0.2545,0.0000,0.4605,90.6137,1122.5814,3.6831,8.6353,7.0733,8.7264,56.5590,0.6886,0.0000,0.0000,80.6250,1051.3395,3.4444,35.1099,5.1323,6.8961,53.5168,0.0234,0.0000,0.0000,67.3093,1075.2217,2.0211,35.6303,3.0908,17.2652,46.2406,0.2977,0.0000,0.3429,72.4581,1052.6909,1.8491,34.8585,2.9495,10.0642,45.9381,0.2995,0.0000,0.5660,73.9820,1067.2761,3.1233,0.0000,6.6989,7.1020,52.7647,0.0098,0.0000,0.0000,65.0821,965.9471,1.8922,33.6779,3.3828,10.4411,44.5439,0.1971,0.0000,0.3482,0.1333,3ddf
6.0000,99.2021,1220.9086,3.6230,10.9135,6.8179,6.7878,57.1169,0.0032,0.0000,0.0000,98.2342,1054.9977,4.8668,12.8338,9.4642,5.2226,68.6890,0.0066,0.0000,0.1064,84.4387,1159.8730,2.1898,33.0877,3.5668,10.7151,56.1174,0.0128,0.0000,0.0000,88.6386,1158.3301,3.9012,2.4065,7.6838,4.8593,54.7638,0.0113,0.0000,0.0000,85.3685,1130.4963,4.1609,1.4239,8.2480,7.4990,56.6520,0.0100,0.0000,0.0000,77.0397,1057.6765,1.8897,34.1697,3.7362,14.4946,51.2412,0.0678,0.0000,0.0000,76.1294,1115.6399,3.3590,34.5003,5.2927,10.0484,57.7999,0.0180,0.0000,0.0000,88.6140,1103.7052,2.3090,34.8291,2.9736,9.4634,61.7056,0.0244,0.0000,0.0000,77.5784,1031.7094,2.0255,32.1225,4.2451,6.2502,51.3254,0.0429,0.0000,0.0000,0.1333,3ddg
6.7400,111.6424,1141.7648,4.4402,0.0000,5.7326,28.8108,175.8806,0.9975,0.0000,0.0000,106.0080,1077.8795,5.1981,0.0000,7.3084,17.4139,123.6981,0.6725,0.0000,0.2599,109.4091,1179.7563,4.4136,0.0000,4.9434,24.2504,180.9613,1.4641,0.0000,0.5507,85.1437,959.9995,2.9946,0.0000,5.7919,16.5606,145.3079,0.8807,0.0000,0.7760,108.1107,1177.3403,2.3112,0.0000,1.2351,18.1020,138.4012,0.7088,0.0000,0.7771,85.9342,954.4860,3.3301,0.0000,6.3438,20.6224,152.2965,1.2715,0.0000,0.9095,90.5055,1003.3770,3.1693,0.0000,5.0751,19.6226,192.1173,0.7477,0.0000,0.0000,108.2512,1103.7961,4.4708,0.0000,5.2898,24.5487,144.8129,0.9995,0.0000,0.0000,107.7157,1113.7487,3.7314,0.0000,3.0866,20.8449,140.0565,1.0524,0.0000,0.9022,0.1000,3dgo
2.9600,96.6686,1250.1442,3.7930,0.0000,5.8561,10.8973,80.1875,0.3124,0.0000,0.6332,96.5764,1242.9344,1.7301,0.0000,2.9547,9.6933,65.9409,0.7240,0.0000,1.2730,92.8248,1249.9193,3.8847,0.0000,6.0725,6.6912,71.0263,0.1553,0.0000,0.5214,101.0501,1284.4579,3.7375,0.0000,5.1173,9.3401,68.0573,0.6916,0.0000,0.9941,74.0392,1207.1606,2.1819,0.0000,5.0496,8.8758,68.9023,0.3302,0.0000,0.6387,78.3060,1232.0394,1.8817,0.0000,3.4079,10.5153,65.7723,0.8716,0.0000,1.5806,64.6032,1186.1466,1.9870,0.0000,4.5138,16.0955,84.6242,0.2199,0.0000,0.3686,74.3872,1230.8997,2.0999,0.0000,4.2618,5.7327,69.3535,0.3371,0.0000,0.7016,64.2212,1158.4086,2.0865,0.0000,5.2946,8.9476,77.6642,0.6665,0.0000,1.0000,0.1538,3dhv
10.5900,131.2767,2104.4658,3.3266,54.2934,4.2438,27.2910,237.2183,0.3486,1.2804,0.0000,131.8316,2074.2085,3.7429,45.7779,4.4279,31.9049,227.8247,1.0893,8.5095,0.0000,106.8642,1994.0031,1.9427,64.4510,2.3051,29.9439,222.9689,0.6146,4.4102,0.0000,123.2488,2066.4294,3.4711,42.4666,2.6292,37.3383,222.2678,0.2076,11.5494,0.0000,115.8249,1931.8162,2.4663,64.2264,2.0357,34.4708,220.2219,0.8279,7.9339,0.6376,107.0730,2144.0085,3.3600,54.6257,1.7629,53.1768,254.1250,1.6826,21.4267,0.3084,113.5660,2049.5894,2.2279,50.6031,3.3660,27.1528,224.9040,1.5856,3.8801,0.1852,111.0150,1983.3280,1.3282,61.7090,1.0828,23.2293,213.0808,0.5541,4.2031,0.0000,107.5182,1851.7511,2.4935,58.8768,2.2504,32.3289,206.2814,0.8244,12.4135,0.7965,0.0690,3djk
