pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,PDB
8.5200,141.4424,2142.6360,3.9997,69.0695,0.9142,1xkk
8.5400,120.1339,1694.0925,3.5802,55.6150,4.0056,1nt1
8.5500,112.6862,2458.5918,4.6831,82.7059,3.2414,1hos
8.5500,130.5905,1970.0048,4.7575,63.0553,4.9959,1ppl
8.5700,66.3917,1308.2166,3.1629,24.1985,1.8314,1bgq
8.5700,105.4210,1299.4325,4.4786,1.4449,5.5761,1q1g
8.6100,124.2658,2299.8010,2.5120,82.5886,3.8774,1hsh
8.6400,78.4886,1333.9030,5.9023,0.0000,6.4930,1fmo
8.6400,49.9311,897.3288,3.8455,31.0509,1.6040,1g45
8.6400,104.3247,1595.1276,3.1201,48.2461,2.8339,1mue
8.6400,59.4097,931.5482,1.9313,35.6175,0.6191,1okn
8.6400,119.1052,1542.2874,14.7654,62.4613,4.0468,1r1j
8.6600,57.4518,918.8293,5.2586,32.8480,1.6611,1i9n
8.6600,111.1296,1886.6903,5.5391,70.5521,2.7543,1sm2
8.7000,37.7188,544.4706,2.1980,15.7993,2.0033,1bcd
8.7000,48.5885,954.0251,3.7848,23.8888,1.3449,1g4j
8.7000,43.5845,691.0881,2.2671,3.2668,3.5883,2h4n
8.7000,91.0053,1213.7036,3.0855,104.1776,3.6479,1jgl
8.7000,157.7730,1836.3835,14.4785,61.7038,18.0587,1jyq
8.7000,85.4781,1615.2817,1.3470,73.5445,1.9091,1lnm
8.7000,149.8171,2477.1604,7.7201,68.7827,9.7607,2fmb
8.7000,120.6153,2078.6826,2.9334,67.1476,4.1711,1ohr
8.7000,99.8242,1721.6522,1.8284,135.0308,2.2202,1xap
8.7000,94.5419,1208.4292,3.3520,75.2180,0.0000,2pcp
8.7300,57.7803,954.7327,3.9187,10.7122,2.5056,1cin
8.7400,114.2709,2417.7698,4.5922,66.9409,6.4453,1b6k
8.7400,116.0352,1740.7606,4.4639,74.4771,3.3137,1mjj
8.7400,154.6542,1673.8082,8.6890,77.1041,11.8093,1pxh
8.7400,140.0962,2375.4348,4.2898,87.7824,5.0882,1sdv
8.7700,63.9206,1135.4724,5.4381,12.0663,3.2883,1bnv
8.7700,106.7341,2184.3713,5.2183,62.4016,6.0338,1d4l
8.7700,65.3682,574.1219,3.6412,9.5488,3.6246,1qft
8.8000,54.3361,930.6564,3.8057,32.2976,1.5548,1g46
8.8000,177.7961,2801.8999,7.2204,101.0749,8.5044,1w5w
8.8100,95.4461,2107.2764,6.4530,19.6433,5.9211,1ork
8.8200,58.5312,924.1696,4.6603,11.9100,3.1354,1cim
8.8200,59.0516,1050.1493,3.4313,31.6299,1.8591,1g54
8.8900,100.1686,1310.8433,4.6821,5.6140,5.9751,1n3i
8.9200,116.7798,1739.0930,2.6864,48.8419,3.3736,1kzn
8.9200,130.8799,1772.4027,8.6454,67.8165,5.1039,1r1h
8.9200,166.8206,2746.0203,7.2311,95.3225,7.6107,1w5y
8.9600,175.3362,2677.6121,6.4058,90.9925,9.0688,1bv9
8.9600,137.0363,1426.7317,3.4007,39.8320,1.0000,1nfw
9.0000,114.4776,1668.7902,4.9839,40.5681,9.1628,1apv
9.0000,123.3184,2211.6313,7.2642,75.0746,6.9130,1d4s
9.0000,158.1471,2411.6753,7.0687,129.4386,1.9294,1fm9
9.0000,149.3580,2256.7136,5.2840,51.9200,8.8231,1gvu
9.0000,127.4805,2383.6995,21.3482,74.6023,7.6787,1hef
9.0000,157.1207,2611.4060,5.2334,84.9343,6.8071,1hvl
9.0000,161.9063,1645.3359,4.6500,31.1979,2.2332,1mq5
9.0000,109.2646,1611.8414,1.8560,46.9557,1.9436,1mu8
9.0000,89.8923,1411.4817,6.3721,25.7283,8.2270,1rm8
9.0000,118.0061,2083.3003,7.9749,49.0843,6.5979,1s6g
9.0000,25.4606,569.1354,1.5126,0.0000,1.0572,1wei
9.0000,83.3352,1873.5110,6.4256,23.8289,5.2273,2tct
9.0400,57.3225,970.5757,4.6567,33.2805,1.8038,1g53
9.0500,167.2811,1654.1678,7.9797,101.5441,6.4351,1ezq
9.0500,73.2144,1396.1824,2.3353,53.4652,3.1157,1kdk
9.0500,98.9602,1669.6473,3.8270,47.5105,5.9819,1pbk
9.0700,90.6581,1245.9126,3.2986,1.5269,5.1922,1nw4
9.0800,56.7498,884.1835,3.4517,10.1830,1.7779,1bnw
9.0900,121.4598,1737.6018,2.7315,67.0056,1.0000,1d3d
9.0900,152.2272,2238.5938,5.6951,91.6189,4.8724,1msn
9.1000,129.9632,1917.0380,2.8977,96.9027,2.7618,1h22
9.1100,105.1143,1532.9744,7.7321,39.5692,2.6175,1d9i
9.1300,119.8579,1672.0596,2.9787,54.8689,3.6099,1ta6
9.2100,109.7822,1840.9214,4.3325,84.0437,1.4499,1mh5
9.2200,120.7671,2460.1738,6.1418,82.2347,6.5398,1d4k
9.2200,97.8885,1744.5090,4.8426,41.3001,4.4249,1hpo
9.2200,125.5834,2317.4282,5.4873,71.5057,6.7010,1hps
9.2200,98.6331,1904.0342,3.9341,48.8802,3.8256,1hpv
9.2600,85.8712,1888.4894,3.2790,90.7403,5.2743,1db1
9.2700,145.1305,2390.3503,3.9851,96.2008,5.1293,1sdt
9.2800,96.5368,1632.5101,7.0874,33.4830,5.3758,830c
9.3000,184.2503,2650.3530,5.2328,104.2702,7.5935,1bv7
9.3000,121.4017,2169.7781,4.5576,46.5198,4.2383,1hpx
9.3000,85.5725,1699.9944,2.2303,41.8344,1.6362,1uho
9.3100,60.0418,988.9022,5.8252,27.3144,3.0013,1bn4
9.3400,59.1670,952.8584,5.5004,30.6062,2.9784,1bn1
9.4000,112.6966,1948.5468,3.2118,65.0961,4.2851,1fkf
9.4000,167.1076,1650.1698,5.1719,68.5350,4.5780,1ksn
9.4000,135.8468,2209.9963,5.1167,99.2882,5.5667,1met
9.4000,82.4069,1380.5651,3.4645,43.4005,1.0000,1pme
9.4000,70.2890,1437.7355,1.6007,59.7339,1.2348,1sqn
9.4200,125.7422,2318.1567,3.4430,77.4215,5.1633,1hsg
9.4300,59.2515,998.7400,2.9433,14.2580,2.5942,1cil
9.4400,52.6578,940.3742,3.6659,33.6577,1.7485,1g1d
9.4700,132.8354,2183.7368,2.6239,89.9580,5.0360,1qbs
9.4800,119.7287,1964.0820,4.8168,61.3995,3.0000,1xjd
9.4900,64.4219,1097.3431,3.4535,10.4812,2.7315,1bnq
9.5100,131.6300,2277.9402,7.9641,71.1379,5.3650,1c6y
9.5100,131.8572,2424.0818,3.0374,118.6312,4.1471,1hvr
9.5200,84.1492,1322.3561,1.7980,79.3996,0.7182,1vpo
9.5200,170.8667,2812.0525,7.8749,76.0122,10.5364,1m4h
9.5400,57.0144,954.1041,3.4037,36.5030,1.9180,1g52
9.5500,125.1344,2153.0244,3.7168,89.6772,5.3728,1dmp
9.5700,97.9588,1634.5942,4.9336,40.6053,6.3102,1o86
9.6200,150.1953,2818.6501,7.6182,57.5811,8.0983,7hvp
9.6400,54.9443,992.7514,4.8208,34.3001,1.3977,1if8
9.7000,137.9523,2545.8303,4.0712,76.5300,4.7458,1a7x
9.7000,60.3423,1079.4371,3.2309,9.1972,3.2881,1bnu
9.7000,129.6657,2090.1562,5.7255,59.7543,5.3090,1mrw
9.7400,171.0266,2560.9905,6.6565,88.9759,7.2409,1nh0
9.7700,127.7403,2259.3240,6.2391,82.0094,5.3300,1zap
9.7700,108.6932,1629.6444,9.4394,37.2215,6.3366,456c
9.8000,58.1747,1102.6326,3.7003,23.4456,3.4910,1bnt
9.8200,113.5236,1578.1506,8.4700,0.0000,11.7836,1pvn
9.8900,70.5230,1148.4387,4.0062,15.1576,3.2747,1a42
9.8900,63.5417,1043.3265,5.6959,23.7744,3.0663,1bn3
9.9200,137.9337,2403.4829,5.2194,82.3755,5.2530,1hxb
9.9600,138.2850,1745.1951,6.7906,41.2961,3.7956,1fjs
10.0000,64.5424,1058.6644,5.2273,22.0308,2.9021,1bnn
10.0000,87.6990,1536.0327,6.1302,48.7894,4.2269,1fmb
10.0000,145.6720,2036.4382,8.8625,19.3022,12.1819,1gar
10.0000,74.5640,1420.5359,1.5416,57.0500,0.1026,1igj
10.0500,62.8262,881.6258,5.3736,0.0000,9.7351,1n4k
10.0500,122.4346,1744.9537,2.4897,51.1911,3.0271,1nm6
10.0700,135.1499,2365.2722,3.7570,81.9417,5.3697,1sdu
10.0800,154.6403,2605.2158,5.6505,83.0027,8.1706,1hvi
10.1000,109.4646,2142.4402,1.9179,65.0476,1.4921,1sr7
10.1100,178.7130,2652.8674,5.8848,94.0638,8.2089,1hvk
10.2200,98.8569,1489.5308,3.4980,58.6172,2.1478,1xzx
10.2400,111.5090,2179.3848,3.9619,74.2675,6.3172,1qbu
10.3000,150.8897,2394.6914,4.2233,84.7183,4.9773,1c70
10.3000,142.5770,2572.7837,4.0404,78.3310,6.1719,1hvs
10.3300,68.8925,1396.2158,0.8316,80.6955,0.4555,4std
10.3700,120.1373,1722.2181,7.2934,47.4550,4.2620,1c4u
10.3900,144.5302,2254.4634,4.3119,80.4793,4.2383,1kzk
10.4600,152.3597,2535.7415,4.9513,82.2111,6.6903,1hvj
10.4800,155.0482,2326.8726,6.4254,86.1027,5.2810,1msm
10.4900,86.9143,1721.0966,1.6940,124.9932,0.0000,5std
10.5200,104.4129,1356.3256,4.1712,2.6446,6.5442,1b8n
10.5200,115.9948,1808.4688,5.5566,75.4571,4.3135,1n46
10.5500,119.5361,1409.6575,6.3766,1.7025,8.9404,1g2o
10.5500,87.4591,1158.4827,5.3797,30.8927,5.2157,1n43
10.5700,173.0867,2678.2568,5.8796,92.6732,8.3239,1qbr
10.6200,190.4364,2973.3657,7.2266,109.0276,10.2493,1qbt
10.6600,176.5102,2715.4954,4.4721,97.9992,6.2020,1dif
10.7200,69.0084,1341.4857,1.1463,87.3149,1.0000,7std
10.8000,129.0310,1786.0306,8.9883,87.3990,4.7372,1c4v
10.8200,72.7410,705.7564,9.7194,0.0000,13.5142,1ebg
10.8200,43.7605,600.5200,9.2577,0.0000,10.1775,1els
10.8200,142.8040,2329.4548,5.0025,66.5930,5.8400,1hxw
10.9600,75.0379,1076.9539,1.6844,27.7791,3.9869,1n9m
11.0000,80.8037,1095.0735,3.7793,30.4587,4.7602,1swp
11.0500,101.5782,1507.7861,10.7105,4.6008,12.4923,1dqx
11.0500,193.7575,2629.1633,5.2821,150.6266,3.2828,1q84
11.0600,101.9366,1523.4432,9.7664,4.7703,13.8552,1eix
11.0600,92.1975,1493.3484,8.4304,5.5288,12.8725,1lor
11.1000,114.2342,2127.0659,3.8812,68.0387,5.3605,1d4y
11.1700,79.0317,1088.0232,3.1402,27.4800,3.5515,1nc9
11.3000,140.8986,2265.3542,4.1486,74.9399,6.7603,1pro
11.4200,117.3651,2025.8472,6.2913,48.1179,10.0698,1lyb
11.5200,99.8520,1732.7739,8.5899,35.6780,8.7046,6cpa
11.8000,116.1141,1210.0405,11.1970,2.0453,18.1903,1duv
11.9200,99.5147,1376.2303,8.4737,6.1324,9.7612,1ctu
12.0000,125.5616,1921.0697,6.7606,15.2857,10.6587,1agm
12.0000,121.1773,1908.2665,7.7992,15.4875,11.5967,1lf9
12.0000,83.7615,1121.4390,4.6355,31.7245,6.3896,1swk
12.0000,64.5627,1046.2721,1.4328,27.1343,4.1313,1swn
12.1600,90.5844,1135.9764,4.0765,30.1554,4.3539,1ndj
12.7200,77.9062,1152.8622,6.1701,0.0000,10.8931,1rbo
13.0000,109.1811,1326.2451,6.8181,0.0000,5.2607,1a4m
13.0000,102.8362,1331.5316,6.0686,0.0000,5.6211,2ada
