pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,nacttors,ninacttors,PDB
5.4400,154.3292,1995.9281,3.0695,37.0718,5.8121,44.5640,313.6194,0.8315,9.4792,0.1873,19.0000,0.0000,2q6f
5.3000,57.8412,624.8467,1.0862,37.5624,1.8245,0.0340,2.3075,0.0000,0.0000,0.0000,1.0000,1.0000,2q7q
4.3000,124.0507,1970.0950,2.4557,149.9213,4.7017,27.3954,182.3882,0.3045,22.4924,0.5276,26.0000,5.0000,2q7y
5.8000,87.5931,724.4226,3.2642,19.5461,4.0331,0.3606,3.9860,0.0000,0.0000,0.0000,1.0000,0.0000,2q88
6.3000,93.2872,810.0706,4.6566,12.0738,7.2111,0.7241,4.3685,0.3498,0.0000,0.8450,1.0000,1.0000,2q89
3.0000,35.7474,453.2523,0.2560,12.8830,0.3062,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,2q8h
4.0300,104.3507,1223.3402,3.2734,0.0000,6.7890,11.3979,83.5085,0.2083,0.0000,0.0544,4.0000,3.0000,2q8m
5.6800,96.3841,1478.6610,7.7298,4.6597,13.9753,9.2962,67.8522,0.7081,0.0000,0.0000,4.0000,3.0000,2q8z
8.4000,118.8047,1810.4686,3.6866,37.8496,4.9589,14.4170,132.0827,0.6997,5.6364,0.0000,9.0000,0.0000,2qbp
7.4400,98.0543,1450.6630,3.7548,35.0885,4.6393,8.4377,113.5192,0.6318,7.2028,0.0000,7.0000,0.0000,2qbq
6.3300,83.4335,1282.4269,2.6489,34.6527,4.1463,15.9370,101.5144,0.2784,15.7550,0.0000,8.0000,0.0000,2qbr
6.6800,102.9091,1409.7200,2.7410,29.4699,4.9367,8.6005,93.1607,0.6186,5.3671,0.0000,7.0000,0.0000,2qbs
6.1900,144.4240,1552.6737,6.4441,1.1824,12.1824,8.1924,111.2155,0.1658,0.0000,0.0000,7.0000,4.0000,2qbu
7.2500,197.4617,2974.0598,4.9009,52.8411,8.0324,66.3884,473.7854,1.4491,1.3356,2.0548,24.0000,1.0000,2qbw
8.3400,133.6559,2167.4695,4.3481,43.1800,6.3132,34.5435,244.5497,0.6154,7.8688,0.0000,12.0000,1.0000,2qci
8.6800,129.6257,2120.5366,3.6275,50.2227,4.2509,35.3927,254.4861,0.4612,4.2483,0.0000,12.0000,1.0000,2qd6
9.1000,135.5191,2064.7070,4.0687,42.9935,6.2601,36.6519,254.4821,0.6606,6.7963,0.0000,12.0000,1.0000,2qd7
9.0700,140.4541,2239.7205,4.9425,63.7828,4.9833,31.6380,272.7103,0.4879,2.6032,0.0000,12.0000,1.0000,2qd8
5.1900,43.4731,600.0741,0.8377,2.5031,1.5138,3.4260,11.7078,0.0489,0.5188,0.0000,4.0000,1.0000,2qdt
7.9600,74.5123,1415.8013,1.0425,58.2379,1.9898,6.6588,67.9857,0.0012,6.2256,0.0000,3.0000,2.0000,2qe4
4.7000,44.7452,775.8682,0.9271,18.8424,1.3559,0.3232,8.9409,0.0000,0.0000,0.0000,1.0000,1.0000,2qfo
5.2600,76.8046,633.2511,5.3947,0.0000,9.8537,1.3399,10.1092,0.0000,0.0000,0.0000,4.0000,0.0000,2qft
4.1800,76.5564,635.2572,4.9916,0.0000,9.4844,1.5769,9.7956,0.0122,0.0000,0.0000,4.0000,0.0000,2qfu
5.7200,85.1296,1412.9346,2.5499,14.6462,3.9755,8.9074,152.8577,0.2067,6.0293,0.0000,6.0000,0.0000,2qg0
5.4000,106.9679,1375.7457,2.4397,77.7242,2.3223,8.1575,105.1474,0.1711,1.2884,0.0000,4.0000,0.0000,2qg2
5.3800,53.0384,843.7894,1.0396,50.5745,1.2834,20.5606,17.8994,0.0932,18.3925,0.0000,10.0000,0.0000,2qhd
7.4800,124.5617,2142.2739,3.4638,61.5341,4.5023,39.3851,244.0261,0.4115,5.2112,0.1599,12.0000,1.0000,2qhy
7.2800,122.1716,2187.3906,2.6680,69.2905,2.5519,37.3145,267.6457,0.4047,9.7369,0.0000,12.0000,1.0000,2qhz
7.3800,131.9086,2159.1045,3.3597,73.5707,3.2406,31.1946,269.8769,0.6830,10.4387,0.0000,12.0000,1.0000,2qi0
7.3000,133.6142,2175.4009,3.1094,63.8768,4.7075,30.9016,257.7455,0.5588,8.1799,0.0000,12.0000,3.0000,2qi1
10.2000,110.5646,1963.8920,2.1708,67.4222,2.3370,36.3269,233.3478,0.4578,7.7993,0.5806,13.0000,2.0000,2qi3
10.4400,126.4688,2055.0156,2.8489,60.3044,3.8042,32.5842,230.7713,0.6668,11.8704,0.0000,12.0000,2.0000,2qi4
10.8500,138.5285,2141.0713,3.0932,71.3916,4.2985,34.9564,260.3474,0.6602,5.4023,0.1879,15.0000,1.0000,2qi5
10.5700,130.3607,2012.4449,3.6170,59.3618,4.8758,25.2169,229.7986,0.7790,9.9520,0.0000,11.0000,2.0000,2qi6
10.2100,108.9938,1979.8452,2.4342,57.5449,2.6686,37.0251,201.4160,0.4986,12.5558,0.1455,16.0000,1.0000,2qi7
7.7700,71.7849,1707.7794,1.9412,34.1991,2.4536,23.4655,168.3371,1.5998,9.3690,0.0000,5.0000,1.0000,2qm9
9.1500,122.2962,2079.5984,2.0070,33.0855,1.2326,31.1723,330.5217,1.0633,17.3166,0.8258,11.0000,1.0000,2qmg
4.2100,100.9301,1737.3361,5.3330,13.3027,9.5069,29.4189,217.9676,1.5663,2.0000,2.7488,9.0000,13.0000,2qmj
7.1500,170.1036,2764.9294,5.3988,83.2694,7.9312,51.5534,490.3734,1.6568,21.6203,0.0000,14.0000,0.0000,2qnn
6.4100,135.5074,2235.5007,3.8272,83.1570,4.2217,40.6010,327.0099,1.6117,8.0295,0.0000,10.0000,0.0000,2qnp
6.1100,124.3862,2232.3950,5.2306,78.4233,3.5425,49.8384,331.9855,1.1111,14.6881,0.0000,10.0000,0.0000,2qnq
8.4700,66.5015,1016.8712,1.5699,47.6044,2.4299,8.9923,60.1702,0.1618,4.9701,0.0000,7.0000,1.0000,2qo8
7.2800,58.8171,751.9004,1.6014,34.0030,2.4775,0.2104,12.6727,0.0000,0.0000,0.0000,1.0000,1.0000,2qoa
6.3700,55.1405,840.9437,2.4237,4.9853,6.1901,8.7801,12.8136,1.2578,0.0000,2.2950,5.0000,1.0000,2qpq
3.6000,75.3047,1380.5867,3.7676,1.2321,7.7688,18.6607,125.4659,0.8221,0.5360,1.6293,5.0000,9.0000,2qpu
5.1800,92.0526,1536.8455,4.4251,19.7132,5.4218,1.9475,47.4701,0.0000,1.1339,0.0000,3.0000,4.0000,2qrg
4.7100,96.0946,1396.3878,2.1199,19.4363,6.0504,1.3627,39.1455,0.2145,1.2616,0.6616,2.0000,4.0000,2qrh
4.2600,96.3767,1022.6846,2.1738,0.0000,4.3647,6.6984,72.4289,0.0224,0.0000,0.0000,4.0000,3.0000,2qrk
4.0000,40.9040,495.2981,1.4607,0.0000,4.0961,3.0603,7.7748,0.0000,0.0000,0.0000,3.0000,0.0000,2qrl
4.0300,106.1309,1590.9924,1.7560,17.3183,5.5565,1.5044,50.3899,0.2897,1.1702,0.7689,3.0000,4.0000,2qrm
6.2000,115.4485,1719.9385,2.4040,22.1370,6.1208,1.1896,52.1912,0.2846,1.1063,0.7621,2.0000,4.0000,2qrp
5.1000,93.9399,1422.1351,2.4476,23.3456,5.8682,1.1510,41.7700,0.2362,1.2096,0.6943,2.0000,4.0000,2qrq
8.6400,117.0605,1492.1826,3.4471,23.5003,1.6253,10.8106,58.3327,0.1793,1.0000,0.0000,6.0000,1.0000,2qry
5.0300,104.3727,1089.4417,3.8588,24.5635,8.6953,20.1907,127.2292,0.4735,0.2649,0.2675,12.0000,2.0000,2qt5
5.7600,136.3469,1655.3021,5.6361,22.4016,8.8648,10.4635,82.8550,0.2399,1.0000,0.0000,8.0000,0.0000,2qta
5.0800,96.6922,1152.9141,2.6156,2.2942,4.6476,8.1632,54.8489,0.4076,0.0000,0.0000,3.0000,3.0000,2qtg
3.4200,73.7763,1098.4525,1.3764,8.7461,3.7413,5.5968,73.8393,0.0144,0.0000,0.1712,5.0000,2.0000,2qtn
4.3200,93.9010,1283.6481,6.0941,0.0000,4.2308,6.0751,43.6175,0.0252,0.0000,0.0000,2.0000,3.0000,2qtt
8.5200,126.9956,2099.0073,2.7480,59.1058,2.5448,20.1275,116.8944,0.3928,8.2142,0.0000,8.0000,0.0000,2qu6
3.6600,103.0800,1275.1924,3.2909,0.0000,6.4575,10.1438,99.7431,0.5832,0.0000,0.4219,6.0000,2.0000,2qv7
3.9000,43.3680,600.5353,1.4603,0.0000,3.6080,2.3243,8.2280,0.3160,0.0000,0.7541,2.0000,4.0000,2qw1
3.5500,63.7500,1021.1442,2.7710,8.2484,6.1082,10.7247,59.7354,0.3676,0.0000,1.5880,5.0000,4.0000,2qwc
5.6700,80.1736,1230.5875,3.2777,15.3477,6.3069,22.1704,91.0226,1.1613,0.9039,0.8350,6.0000,0.0000,2qwf
6.1100,85.5565,820.3228,2.3536,0.0000,4.7259,0.2988,5.3562,0.0000,0.0000,0.0000,1.0000,2.0000,2qx0
7.2600,106.4523,1465.3326,5.0170,23.5604,6.5327,4.1697,46.3479,0.0133,0.0000,0.0000,3.0000,1.0000,2qzr
3.5100,80.5872,1464.8092,3.7027,6.4923,7.1489,33.2690,266.2389,3.2191,0.0000,5.2753,10.0000,8.0000,2r0h
5.4700,106.9371,1925.2140,2.9753,40.7030,6.2764,66.2581,507.6234,2.4045,7.5731,4.9399,25.0000,2.0000,2r0z
4.5100,35.1500,742.3975,2.9621,2.0353,8.4830,1.8628,22.6699,0.4388,0.0000,0.9463,3.0000,4.0000,2r1y
3.7200,57.7647,1265.5629,4.0908,0.2668,10.2112,28.1028,227.4712,1.0010,1.5472,2.7249,11.0000,8.0000,2r23
4.2000,73.4773,1458.1377,4.8708,3.3992,11.4930,44.1847,425.5668,2.5501,3.4358,5.4041,16.0000,10.0000,2r2b
7.3300,115.4918,1492.7472,1.9144,67.0497,3.9759,20.8489,131.4845,0.4586,11.2373,0.0000,10.0000,0.0000,2r2m
4.4700,91.3949,1086.2744,4.4068,10.7868,6.7554,6.8926,46.9503,0.4324,10.1083,0.0000,4.0000,0.0000,2r2w
7.4400,150.8564,2509.3779,4.4466,76.3196,5.3467,50.9979,367.7654,2.0249,17.6802,0.0000,12.0000,0.0000,2r38
5.8500,144.4194,2435.3374,5.1132,72.6127,6.8406,46.6400,361.4978,1.8964,12.2242,0.0000,12.0000,0.0000,2r3t
6.8900,141.3895,2318.7703,4.0745,75.8302,4.9587,40.1771,334.7236,1.5820,7.5476,0.0000,10.0000,2.0000,2r3w
6.0000,121.1263,2274.7896,2.8605,68.2669,3.8157,41.4211,322.5582,1.3706,9.0029,0.0000,10.0000,2.0000,2r43
2.0000,60.3427,457.9634,1.6241,22.4745,1.2612,1.9879,18.9328,0.0104,0.0000,0.0000,6.0000,1.0000,2r58
8.1900,177.3684,2098.4434,6.7049,85.2310,8.2115,20.2980,171.8615,0.3674,2.8583,0.0000,12.0000,1.0000,2r59
2.6000,59.4974,419.3077,1.0300,25.4931,1.2961,1.1982,16.2111,0.0000,0.0000,0.0000,6.0000,1.0000,2r5a
8.4800,138.2552,2378.7512,3.3829,87.9806,6.2813,31.6532,272.5230,0.9133,3.8712,0.0000,12.0000,2.0000,2r5p
6.1500,146.1951,1884.1082,6.9626,0.0000,14.3542,27.1921,187.7725,0.6286,0.0000,0.0000,8.0000,3.0000,2r75
5.1000,72.1935,1189.7740,2.2440,48.2119,4.0968,24.9255,126.8008,1.2348,9.9345,0.0000,5.0000,0.0000,2r9w
4.8500,70.1733,1182.9860,1.5852,39.1212,3.0425,19.8253,142.3933,0.6764,6.8690,0.0000,6.0000,0.0000,2r9x
7.8000,78.4752,1423.8086,1.2904,24.0220,1.6190,15.7839,178.8730,0.6218,9.8433,0.0000,6.0000,1.0000,2ra0
4.5200,49.5221,600.1531,2.3580,65.7324,2.9895,0.2700,2.1314,0.0000,1.3321,0.0000,1.0000,1.0000,2ra6
6.7900,68.4105,512.4384,5.6671,0.0000,8.8598,0.6351,0.3021,0.2003,0.0000,0.6394,2.0000,2.0000,2rcb
6.0000,143.4029,1173.2026,5.0536,0.0000,10.7278,6.5896,91.9546,0.6099,0.0000,0.0000,6.0000,3.0000,2rcn
5.6400,78.4187,521.9358,1.6485,0.0000,2.2476,1.4448,0.5388,0.1349,0.0000,0.0000,2.0000,1.0000,2reg
6.8200,42.7830,938.8992,0.7900,35.8555,1.4168,9.0236,28.5905,0.0128,2.0145,0.0000,5.0000,0.0000,2rfh
5.2200,81.1254,1400.6309,2.0425,0.0000,4.8203,10.2620,74.7153,0.9992,0.0000,2.4299,4.0000,8.0000,2rfy
3.2200,26.6035,583.2738,1.3544,0.0000,3.5748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2ri9
4.0000,88.6887,737.9404,3.2891,6.7591,0.4680,6.7120,3.9741,1.4462,0.0000,0.0000,4.0000,0.0000,2rin
4.0500,31.0921,332.9006,1.1474,0.0000,3.6802,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,2rk7
3.6400,41.8288,496.6071,1.6578,0.0000,4.3683,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,2rk8
3.0000,40.9066,532.6271,1.3622,0.0000,4.3599,0.7297,5.9584,0.0000,0.0000,0.0000,3.0000,0.0000,2rka
2.7200,41.7150,531.1851,1.7467,3.0641,4.2695,0.3273,6.3161,0.0000,0.0000,0.0000,3.0000,0.0000,2rkd
4.0800,42.9670,458.1335,1.4139,0.0000,4.4706,2.3699,1.5788,0.0277,0.0000,0.0000,2.0000,0.0000,2rke
9.0800,132.9903,2276.5759,3.0514,79.7343,4.2046,49.6127,305.6238,1.2092,13.3253,0.0000,15.0000,1.0000,2rkf
8.0900,129.9212,2318.9563,3.2802,79.1210,4.3031,46.9582,315.6499,1.3296,12.9063,0.1499,15.0000,1.0000,2rkg
3.4200,75.9328,1055.0812,4.0033,8.8551,9.2770,11.7024,58.7532,0.5576,0.0000,1.1470,5.0000,4.0000,2sim
5.8900,51.6966,768.8205,2.4227,18.7365,5.1825,9.1826,17.5222,0.1909,0.0000,0.3407,5.0000,0.0000,2tmn
4.3100,82.4035,1060.3901,1.9882,14.9211,4.3991,11.0208,34.0800,0.1434,0.0000,0.0000,6.0000,1.0000,2tpi
8.3500,103.3849,1619.2473,2.6689,26.6163,2.5515,14.6923,126.2171,0.2679,7.4231,0.2962,5.0000,2.0000,2uwd
8.4000,95.9985,1377.1107,0.7268,12.5712,0.0000,12.0053,105.6531,0.0695,0.8743,0.0000,6.0000,0.0000,2uwl
8.7000,107.7386,1401.8960,1.4653,11.7642,0.9039,11.5846,98.5237,0.3699,1.3393,0.0000,6.0000,0.0000,2uwo
6.8100,111.8741,1403.4199,0.8131,17.2031,0.0000,10.2566,104.1741,0.1415,1.2888,0.0000,7.0000,0.0000,2uwp
7.3000,51.6188,1076.2478,1.3349,40.9873,2.6920,5.2516,46.7105,0.2275,2.3486,0.5617,4.0000,4.0000,2uxi
8.4800,147.1263,2541.7192,3.2907,105.6400,4.4493,48.9613,281.4215,1.2889,4.4838,0.3728,15.0000,2.0000,2uxz
6.9200,159.0335,2619.3740,3.5730,99.6281,5.1726,59.9837,306.9282,1.3723,2.7581,0.2047,14.0000,2.0000,2uy0
3.2200,71.5955,691.4722,0.7077,6.7943,0.7924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2uy3
4.6800,52.6448,617.7723,1.0217,9.8552,2.3889,2.5833,17.9775,0.0002,0.0000,0.0000,2.0000,1.0000,2uy4
5.4900,102.8342,958.7409,2.4273,13.0832,2.8751,1.8648,35.3615,0.0000,0.0000,0.0000,3.0000,0.0000,2uy5
2.7000,50.6215,510.8763,1.0944,14.4796,1.8373,0.1840,0.6731,0.0000,0.0000,0.0000,1.0000,0.0000,2uyn
5.6800,44.7510,911.4379,1.8677,0.0000,4.2585,3.7813,30.7528,0.0000,0.0000,0.0000,1.0000,2.0000,2uyq
3.6600,71.7558,883.3986,1.2137,46.4191,2.8438,1.8857,31.0416,0.0000,3.3332,0.0000,3.0000,1.0000,2v00
5.7200,61.0870,682.8696,6.5191,2.7851,12.5755,5.4105,1.8691,0.2531,0.0000,0.0000,3.0000,1.0000,2v25
3.4100,56.4039,569.3235,3.1121,0.0000,5.3909,2.0146,4.6478,0.0000,0.0000,0.0000,3.0000,0.0000,2v2c
3.7700,63.4252,546.7095,3.2487,0.0000,6.8789,2.9745,4.2626,0.0091,0.0000,0.0000,3.0000,0.0000,2v2h
4.1500,102.8995,1379.9363,2.7760,37.6460,5.5130,11.5799,117.2504,0.6966,0.0000,1.1081,6.0000,3.0000,2v2q
4.0700,114.1404,1447.0786,2.1053,11.0667,3.4642,9.5618,88.5031,0.8191,0.0000,1.7454,5.0000,3.0000,2v2v
3.9400,80.6384,987.7205,3.8797,12.8128,6.8545,4.3235,22.0079,1.0324,0.0000,1.0000,4.0000,4.0000,2v3d
3.0000,67.2307,521.7771,4.6292,0.0000,8.8226,0.2424,0.3224,0.4741,0.0000,0.9836,2.0000,2.0000,2v3u
4.6000,131.8974,1566.0305,4.4434,16.4490,7.4432,8.4712,84.9837,0.2366,0.8461,0.0000,6.0000,1.0000,2v54
7.1000,86.3885,912.8782,2.0800,39.8743,1.9053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2v57
9.0900,76.7502,1166.8252,3.0940,33.5108,3.7923,7.3383,35.2793,0.4187,4.9338,0.0000,1.0000,2.0000,2v58
8.1900,77.3911,1249.8539,2.8426,25.8961,3.7650,11.2735,54.8953,0.5142,1.5698,0.2851,3.0000,2.0000,2v59
5.0600,82.4412,1270.8839,4.4572,19.1688,8.3386,18.5395,58.1503,0.3632,0.7435,0.0000,10.0000,0.0000,2v77
8.3000,105.1074,1704.3101,2.3254,46.9415,2.6736,14.8945,149.1094,1.2712,2.6856,0.0000,6.0000,0.0000,2v7a
6.5900,90.2325,1722.2002,3.0450,26.5744,6.2960,65.1199,440.4645,1.6083,0.0000,4.7725,24.0000,5.0000,2v7d
4.4700,174.0678,3375.0396,5.1381,53.1674,10.0012,88.6786,699.6201,3.3764,2.0429,6.3876,39.0000,4.0000,2v83
4.4600,153.7890,2371.9268,3.0964,42.3141,6.5113,83.0220,497.4994,2.0667,1.7196,4.8412,33.0000,3.0000,2v86
4.0900,143.0054,2147.0598,2.1791,42.2301,3.5275,63.0578,436.0835,1.7052,2.3765,4.4675,29.0000,3.0000,2v88
6.8200,123.5203,1018.5357,3.0395,0.0000,6.4526,20.9467,195.8753,0.7819,0.0000,1.2372,8.0000,2.0000,2v8w
8.3000,96.6946,1448.7404,1.2134,83.3315,1.4903,4.4328,21.0564,0.5400,0.0000,0.9608,2.0000,3.0000,2v95
4.6000,66.8906,889.2842,0.4118,29.5265,0.4136,1.2925,17.5479,0.4539,2.1861,0.0000,2.0000,1.0000,2vb8
4.6000,78.0242,1025.7974,2.4552,48.0719,1.2685,1.9407,30.6718,0.5756,1.0842,0.0000,3.0000,0.0000,2vba
3.3600,83.3274,1196.1663,1.2755,68.2878,1.7098,8.8658,35.5345,0.0077,7.6789,0.0000,9.0000,0.0000,2vc7
8.4400,69.5880,949.1931,3.7895,11.0017,5.5833,3.5555,16.4758,0.4471,0.0000,1.0219,2.0000,3.0000,2vc9
7.7000,93.0964,1614.1871,4.4883,56.3884,7.0101,47.7652,137.4993,0.6737,56.0163,0.5285,6.0000,1.0000,2ves
3.7100,75.0951,984.6384,1.5694,0.0000,3.1386,10.5350,76.7551,0.0155,0.0000,0.0000,4.0000,2.0000,2vfk
8.5100,122.3157,1615.2531,1.1154,35.3321,0.5428,17.1751,141.8271,0.3417,1.2401,0.0000,8.0000,0.0000,2vh0
9.7000,140.0921,1671.4243,1.7279,88.4747,0.4988,15.6247,149.1660,0.7969,4.7183,0.0000,8.0000,0.0000,2vh6
3.9000,161.5973,1785.4656,11.0361,0.0000,11.7388,25.3616,116.9625,1.6127,0.0000,0.0000,6.0000,2.0000,2vhj
8.7000,150.3092,1871.0724,4.3834,101.8211,5.7115,21.4312,96.2739,1.6796,5.5008,2.3628,12.0000,2.0000,2vj8
4.9600,77.1592,802.7908,4.1067,6.1440,7.7793,0.6517,2.7858,0.1864,0.0000,0.6168,1.0000,3.0000,2vjx
6.8900,71.9409,959.6921,5.6027,0.0000,10.4276,1.3332,9.2654,0.2374,0.0000,0.0000,1.0000,5.0000,2vk2
5.3000,76.5255,1116.0231,3.7481,12.2445,8.3374,14.7682,56.5831,0.8731,0.0000,2.2612,5.0000,4.0000,2vk6
8.7400,197.2961,2440.8125,4.5325,92.7472,6.6799,20.5068,272.6584,0.1887,14.2116,0.0000,15.0000,1.0000,2vkm
6.0100,78.1241,818.7236,4.7834,6.4304,9.1847,0.9599,2.7897,0.0476,0.0000,0.3115,1.0000,4.0000,2vl4
2.9400,50.2090,543.3510,2.1580,0.4279,5.1862,4.3661,18.0433,0.1549,0.0000,0.4452,2.0000,4.0000,2vmc
3.0200,51.1210,485.4355,2.3799,0.0000,5.5559,2.5927,6.6472,0.0812,0.0000,0.4071,2.0000,4.0000,2vmd
5.8500,99.3660,1027.9083,4.6754,0.0000,5.7036,0.8238,4.5316,0.1752,0.0000,0.0000,1.0000,4.0000,2vmf
9.9200,81.4589,890.9749,3.9131,0.0000,7.5110,3.8539,28.9888,0.0144,0.0000,0.0000,6.0000,0.0000,2vnp
8.0000,105.7945,1304.8059,4.8117,4.7425,7.8978,12.0464,101.3306,1.2753,1.6319,1.0000,4.0000,0.0000,2vnt
4.9400,45.5751,487.7812,0.5613,28.7204,1.0993,1.0624,8.1393,0.0000,0.0000,0.0000,2.0000,1.0000,2vo4
4.8900,92.3198,1288.3619,4.4971,31.5993,8.9741,5.0244,55.9930,0.3943,1.2288,0.0000,3.0000,4.0000,2vo5
7.1400,125.0413,1393.1127,5.3777,21.1250,7.6513,5.2232,62.7216,0.8193,0.0000,0.0000,4.0000,4.0000,2vot
4.9400,116.0118,1644.5436,3.9265,37.7518,7.3098,68.9265,622.5394,3.3341,0.9303,6.5592,27.0000,3.0000,2vpe
6.7200,84.0197,739.4982,2.4766,22.0019,3.3112,0.7293,3.7462,0.0000,0.0000,0.0000,1.0000,0.0000,2vpn
5.4200,86.6056,798.3045,2.1867,14.3309,3.2897,0.9389,4.0793,0.4943,0.0000,1.0000,1.0000,1.0000,2vpo
6.0000,93.0212,1052.0767,4.0740,0.0000,7.8954,1.9059,17.8074,0.0000,0.0000,0.0000,3.0000,5.0000,2vqt
6.3000,88.6464,1317.0796,5.4651,30.6520,8.0866,5.9658,47.5463,0.0579,2.2797,0.0000,8.0000,3.0000,2vrj
8.4000,107.1852,1276.2126,2.6884,50.8980,4.7576,36.2936,170.6154,1.3943,0.0591,0.4349,13.0000,2.0000,2vsl
4.1500,91.9153,1410.5359,2.2700,0.0000,3.5440,14.3100,136.6219,0.0679,0.0000,0.0000,8.0000,2.0000,2vt3
3.9000,87.4482,1018.1884,1.5632,37.6590,0.6187,3.4486,17.0861,0.0164,3.9448,0.0000,3.0000,0.0000,2vuk
8.5200,149.0322,1686.3939,1.3925,53.9510,0.4337,11.6936,143.4651,0.8832,3.5415,0.0000,7.0000,0.0000,2vvc
7.3000,95.4099,1175.5144,4.3650,12.9269,4.9720,1.6049,18.5143,0.0124,0.0000,0.1591,3.0000,3.0000,2vvn
3.4000,71.8912,901.9362,4.5383,0.0000,10.3828,3.9827,24.8139,0.5866,0.0000,1.4420,6.0000,3.0000,2vvp
7.3400,104.6340,1482.6067,3.9517,25.7220,6.9150,19.5631,98.9430,0.9303,0.0000,0.7933,5.0000,3.0000,2vvs
8.1000,138.4740,1585.9714,1.8611,61.1832,1.3666,10.2417,124.4635,0.6861,3.3672,0.0000,6.0000,0.0000,2vvu
8.2200,167.3908,1614.7915,2.8259,58.0045,2.5674,12.1996,127.0199,1.1443,3.4332,1.0000,6.0000,0.0000,2vvv
3.5200,82.2037,1135.2319,4.3692,10.2103,8.7758,10.8493,58.8113,0.6243,0.0000,1.9009,5.0000,4.0000,2vw1
3.3000,52.1335,727.8190,1.9863,16.9391,5.6914,1.7622,21.3579,0.0791,0.0000,0.4018,4.0000,0.0000,2vw2
8.5200,78.5710,1327.1239,4.7569,28.7001,1.7982,9.4815,46.8920,0.0539,0.0000,0.0000,3.0000,2.0000,2vw5
6.6200,88.8085,1686.4058,2.9900,39.6761,3.5259,14.7850,82.5377,0.1798,0.0000,0.0000,5.0000,0.0000,2vwc
7.0200,142.6088,1662.6331,1.3877,58.4170,1.5883,12.6968,145.6176,1.0277,3.6566,0.0000,7.0000,1.0000,2vwl
7.0300,158.3374,1847.8440,3.0409,64.7142,1.6457,14.4333,177.7818,1.3594,3.6784,0.0000,9.0000,0.0000,2vwm
8.0000,142.7995,1615.2942,1.6630,58.1408,1.2111,11.5782,136.9571,1.0761,3.6568,0.0000,6.0000,1.0000,2vwn
7.5100,139.3685,1636.9882,1.2271,57.5555,1.1231,10.7088,136.7449,0.9206,3.5120,0.0000,6.0000,0.0000,2vwo
5.0000,61.8706,636.9447,3.5440,0.0000,7.9031,3.0127,8.1170,0.0204,0.0000,0.0000,3.0000,1.0000,2vxn
2.7400,55.6008,425.0071,0.8608,28.2933,0.9258,2.1914,16.3708,0.0000,0.0000,0.0000,6.0000,1.0000,2vyt
4.2800,48.1409,552.4110,3.0731,0.0000,7.3403,0.8763,7.6338,0.3601,0.0000,0.8573,1.0000,4.0000,2vzr
3.4200,42.3016,480.6743,1.9631,10.0969,4.9147,6.0086,10.5400,0.0014,0.0000,0.0000,4.0000,1.0000,2w08
9.4000,130.6603,1436.9286,1.6840,23.6229,1.4618,7.8857,104.3886,0.6184,0.0000,0.0000,5.0000,0.0000,2w26
4.9800,55.7999,719.7444,2.9655,4.8949,6.6878,15.9330,92.8266,0.5952,0.0000,1.1934,4.0000,5.0000,2w47
4.8500,81.2967,1075.6147,2.1806,0.0000,5.1845,7.6512,34.7947,1.1493,0.0000,0.5043,3.0000,4.0000,2w4x
6.0700,76.7342,996.8190,2.4109,0.0000,5.8593,21.8039,143.1021,0.7808,0.0000,0.7085,8.0000,2.0000,2w5g
4.0500,86.6556,1134.7916,4.5411,14.0274,7.2075,8.1262,18.5362,0.5559,0.0000,0.0000,2.0000,4.0000,2w66
4.9600,84.7811,1031.7098,4.3205,13.9740,7.3747,7.4891,9.1677,0.9979,0.0000,0.5309,1.0000,3.0000,2w67
6.0800,125.6284,1756.2604,3.9820,9.4964,8.2040,27.4019,246.7311,1.1753,0.0000,0.9529,7.0000,9.0000,2w7y
2.9600,116.1947,1490.4613,5.9409,2.9843,9.4758,9.6624,87.5830,0.8077,0.0000,2.0436,7.0000,2.0000,2w8j
2.1200,124.0853,1466.7590,6.5212,3.5048,9.1328,12.8743,89.6750,0.3544,0.0000,0.5675,7.0000,2.0000,2w8w
9.0900,127.8789,2078.1724,4.8767,80.2272,1.6082,10.7632,111.4700,0.5680,24.7613,0.0000,3.0000,1.0000,2w8y
6.3700,70.1705,1052.1241,0.9450,25.1873,2.4564,6.3159,63.9306,0.3682,0.0000,0.0000,5.0000,1.0000,2w9h
9.1300,107.5204,1434.6383,5.0161,47.6517,6.9193,16.2885,104.5357,1.0184,1.5491,0.5780,6.0000,3.0000,2wb5
4.4500,127.2517,1276.1530,5.3301,33.2208,7.6582,4.5212,38.8858,0.1207,4.3531,0.0000,7.0000,4.0000,2wbg
